"EMEC","UniqueID","TempID","Collector","Order","Family","Genus","SubGenus","Species","SubSpecies","Determiner","Author","GeneralID","Sex","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies","PanColor","PanID","Site","Year","Date","SampleRound","NetNumber","NetPan","StartTime","EndTime","TempStart","TempEnd","WindStart","WindEnd","SkyStart","SkyEnd","Country","State","County","Park","Locality","Lat","Long","SiteStatus","FirePerim"
"1040002","YOSE-7420_EMEC_6986",6986,"LKM","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040003","YOSE-7420_EMEC_6987",6987,"LKM","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040004","YOSE-7420_EMEC_6988",6988,"LKM","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040005","YOSE-7420_EMEC_6989",6989,"LKM","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040006","YOSE-7420_EMEC_6990",6990,"LKM","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040007","YOSE-7420_EMEC_6991",6991,"LKM","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040008","YOSE-7420_EMEC_6992",6992,"LKM","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040009","YOSE-7420_EMEC_6993",6993,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040010","YOSE-7420_EMEC_6994",6994,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","brevis","","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040011","YOSE-7420_EMEC_6995",6995,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040012","YOSE-7420_EMEC_6996",6996,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","densa","","T. Griswold","Cresson","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040013","YOSE-7420_EMEC_6997",6997,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040014","YOSE-7420_EMEC_6998",6998,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040015","YOSE-7420_EMEC_6999",6999,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040016","YOSE-7420_EMEC_7000",7000,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","bruneri","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040017","YOSE-7420_EMEC_7001",7001,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","bruneri","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040018","YOSE-7420_EMEC_7002",7002,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040019","YOSE-7420_EMEC_7003",7003,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040020","YOSE-7420_EMEC_7004",7004,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040021","YOSE-7420_EMEC_7005",7005,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040022","YOSE-7420_EMEC_7006",7006,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040023","YOSE-7420_EMEC_7007",7007,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040024","YOSE-7420_EMEC_7008",7008,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040025","YOSE-7420_EMEC_7009",7009,"LKM","","","","","","","","","","","Wyethia","mollis","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040033","YOSE-7420_EMEC_7017",7017,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040034","YOSE-7420_EMEC_7018",7018,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040035","YOSE-7420_EMEC_7019",7019,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040036","YOSE-7420_EMEC_7020",7020,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040037","YOSE-7420_EMEC_7021",7021,"LKM","Diptera","Bombyliidae","Bombylius","","sp.","a","M. Hauser","","Fly","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040038","YOSE-7420_EMEC_7022",7022,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040039","YOSE-7420_EMEC_7023",7023,"LKM","Diptera","Syrphinae","Eristalis","","hirta","","M. Hauser","Loew","Fly","f","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040040","YOSE-7420_EMEC_7024",7024,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040041","YOSE-7420_EMEC_7025",7025,"LKM","Coleoptera","","Grammoptera","","subargentata","","L. Ponisio","Kirby","Beetle","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040042","YOSE-7420_EMEC_7026",7026,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040043","YOSE-7420_EMEC_7027",7027,"LKM ","Hymenoptera","Vespidae","Pseudomasaris","","zonalis","","L.Ponisio","Cresson","Wasp","f","Monardella","odoratissima","ssp.","pallida","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040044","YOSE-7420_EMEC_7028",7028,"LKM ","Hymenoptera","Megachilidae","Osmia","Melanosmia","bruneri","","T. Griswold","Cockerell","Bee","f","Monardella","odoratissima","ssp.","pallida","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040045","YOSE-7420_EMEC_7029",7029,"LKM ","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","T. Griswold","Cockerell","Bee","f","Monardella","odoratissima","ssp.","pallida","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040046","YOSE-7420_EMEC_7030",7030,"LKM ","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","T. Griswold","Cockerell","Bee","f","Monardella","odoratissima","ssp.","pallida","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040047","YOSE-7420_EMEC_7031",7031,"LKM ","Hymenoptera","Megachilidae","Chelostoma","Chelostoma","minutum","","R.W. Thorp","Crawford","Bee","f","Monardella","odoratissima","ssp.","pallida","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040074","YOSE-7420_EMEC_7058",7058,"LKM ","Hymenoptera","Megachilidae","Stelis","Stelis","montana","","T. Griswold","Cresson","Bee","m","Senecio","aronicoides","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040109","YOSE-7420_EMEC_7093",7093,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Calochortus","spp.","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040118","YOSE-7420_EMEC_7102",7102,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040119","YOSE-7420_EMEC_7103",7103,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040120","YOSE-7420_EMEC_7104",7104,"LKM","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","T. Griswold","Cockerell","Bee","f","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040121","YOSE-7420_EMEC_7105",7105,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040122","YOSE-7420_EMEC_7106",7106,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040123","YOSE-7420_EMEC_7107",7107,"LKM","","","","","","","","","","","Ceanothus","cordulatus","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040125","YOSE-7420_EMEC_7109",7109,"LKM","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Achillea","millefolium","","","","","L21",2014,"6/12/14",1,"1","net","10:05","11:30",19,"22",0.8,"1.1","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67277762,119.4753601,"MOD","Hoover"
"1040160","YOSE-7420_EMEC_7144",7144,"LCP","Hymenoptera","Apidae","Apis","Apis","mellifera","","R.W. Thorp","Linnaeus","Bee","f","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040161","YOSE-7420_EMEC_7145",7145,"LCP","Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","R.W. Thorp","Viereck","Bee","f","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040162","YOSE-7420_EMEC_7146",7146,"LCP","Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","R.W. Thorp","Viereck","Bee","f","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040163","YOSE-7420_EMEC_7147",7147,"LCP","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","R.W. Thorp","Viereck","Bee","f","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040164","YOSE-7420_EMEC_7148",7148,"LCP","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","R.W. Thorp","Viereck","Bee","f","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040165","YOSE-7420_EMEC_7149",7149,"LCP","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Jason Gibbs","","Bee","f","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040166","YOSE-7420_EMEC_7150",7150,"LCP","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Jason Gibbs","","Bee","f","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040167","YOSE-7420_EMEC_7151",7151,"LCP","","","","","","","","","","","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040168","YOSE-7420_EMEC_7152",7152,"LCP","Diptera","Bombyliidae","Conophorus","","sp","a","M. Hauser","","Fly","","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040169","YOSE-7420_EMEC_7153",7153,"LCP","Diptera","Bombyliidae","Conophorus","","sp","a","M. Hauser","","Fly","","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040170","YOSE-7420_EMEC_7154",7154,"LCP","Diptera","Bombyliidae","Conophorus","","sp","a","M. Hauser","","Fly","","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040171","YOSE-7420_EMEC_7155",7155,"LCP","Coleoptera","","Trichodes","","ornatus","","L. Ponisio","Linsley & MacSwain","Beetle","","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040172","YOSE-7420_EMEC_7156",7156,"LCP","Diptera","Syrphinae","Eristalis","","rupium","","M. Hauser","Fabricus","Fly","m","Ceanothus","cordulatus","","","","","P310",2014,"6/12/14",1,"1","net","8:45","9:35",18.3,"19.5",1.6,"1.2","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.67046212,119.4979791,"HIGH","Hoover"
"1040177","YOSE-7420_EMEC_7161",7161,"LTC","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","R.W. Thorp","Radoszkowski","Bee","f","Lupinus","latifolius","var.","columbianus","","","L35",2014,"6/12/14",1,"1","net","9:17","10:04",19,"22.6",2,"0.8","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.68318501,119.4916368,"MOD","Hoover"
"1040178","YOSE-7420_EMEC_7162",7162,"LTC","Diptera","Bombyliidae","Bombylius","","sp.","a","M. Hauser","","Fly","","Delphinium","sp.","","","","","L35",2014,"6/12/14",1,"1","net","9:17","10:04",19,"22.6",2,"0.8","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.68318501,119.4916368,"MOD","Hoover"
"1040179","YOSE-7420_EMEC_7163",7163,"AJR","Diptera","Bombyliidae","Conophorus","","sp","a","M. Hauser","","Fly","","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040180","YOSE-7420_EMEC_7164",7164,"AJR","Coleoptera","","Cosmosalia","","chrysocoma","","L. Ponisio","Kirby","Beetle","","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040182","YOSE-7420_EMEC_7166",7166,"AJR","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","R.W. Thorp","Viereck","Bee","f","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040183","YOSE-7420_EMEC_7167",7167,"AJR","Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","R.W. Thorp","LaBerge","Bee","f","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040184","YOSE-7420_EMEC_7168",7168,"AJR","Hymenoptera","Megachilidae","Osmia","Melanosmia","bruneri","","T. Griswold","Cockerell","Bee","f","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040185","YOSE-7420_EMEC_7169",7169,"AJR","Hymenoptera","Andrenidae","Andrena","Andrena","birtwelli","","R.W. Thorp","Cockerell","Bee","m","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040186","YOSE-7420_EMEC_7170",7170,"AJR","","","","","","","","","","","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040187","YOSE-7420_EMEC_7171",7171,"AJR","","","","","","","","","","","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040188","YOSE-7420_EMEC_7172",7172,"AJR","","","","","","","","","","","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040189","YOSE-7420_EMEC_7173",7173,"AJR","Diptera","Bombyliidae","Conophorus","","sp","a","M. Hauser","","Fly","","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
"1040198","YOSE-7420_EMEC_7182",7182,"AJR","Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","albifrons","T. Griswold","Kirby","Bee","f","Ceanothus","cordulatus","","","","","P33",2014,"6/12/14",1,"1","net","9:05","10:30",17.8,"21.8",0.3,"0.7","clear","clear","USA","CA","Mariposa","YOSE","Illilouette basin",37.6851675,119.4848092,"HIGH","Hoover"
