"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies"
"P33","7/29/13","not blooming",0,"Ceanothus","cordulatus","",""
"P33","6/12/14","full bloom",5,"Ceanothus","cordulatus","",""
"P33","6/22/14","finishing bloom",3,"Ceanothus","cordulatus","",""
"P33","7/2/14","finishing bloom",2,"Ceanothus","cordulatus","",""
"P33","7/13/14","finishing bloom",1,"Ceanothus","cordulatus","",""
"P37","6/28/13","not blooming",0,"Ceanothus","cordulatus","",""
"P37","7/13/13","not blooming",0,"Ceanothus","cordulatus","",""
"P37","7/19/13","not blooming",0,"Ceanothus","cordulatus","",""
"P37","7/30/13","not blooming",0,"Ceanothus","cordulatus","",""
"P37","6/13/14","not blooming",0,"Ceanothus","cordulatus","",""
"P37","6/24/14","finishing bloom",3,"Ceanothus","cordulatus","",""
"P37","7/1/14","finishing bloom",2,"Ceanothus","cordulatus","",""
"P37","7/13/14","not blooming",0,"Ceanothus","cordulatus","",""
"W04","6/30/13","not blooming",0,"Ceanothus","cordulatus","",""
"W04","7/14/13","not blooming",0,"Ceanothus","cordulatus","",""
"W04","7/20/13","not blooming",0,"Ceanothus","cordulatus","",""
"W04","8/1/13","not blooming",0,"Ceanothus","cordulatus","",""
"W04","6/14/14","full bloom",4,"Ceanothus","cordulatus","",""
"W04","6/25/14","finishing bloom",2,"Ceanothus","cordulatus","",""
"W04","7/4/14","finishing bloom",2,"Ceanothus","cordulatus","",""
"W04","7/14/14","finishing bloom",5,"Ceanothus","cordulatus","",""
"L21","6/26/13","full bloom",1,"Chaenactis","douglasii","var.","douglasii"
"L21","7/13/13","full bloom",1,"Chaenactis","douglasii","var.","douglasii"
"L21","7/17/13","full bloom",1,"Chaenactis","douglasii","var.","douglasii"
"L21","7/30/13","finishing bloom",1,"Chaenactis","douglasii","var.","douglasii"
"L21","6/12/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"L21","6/22/14","beginning to bloom to bloom",2,"Chaenactis","douglasii","var.","douglasii"
"L21","7/3/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"L21","7/13/14","finishing bloom",1,"Chaenactis","douglasii","var.","douglasii"
"L33","6/29/13","full bloom",2,"Chaenactis","douglasii","var.","douglasii"
"L33","7/13/13","finishing bloom",1,"Chaenactis","douglasii","var.","douglasii"
"L33","7/19/13","finishing bloom",1,"Chaenactis","douglasii","var.","douglasii"
"L33","7/31/13","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"L33","6/13/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"L33","6/23/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"L33","7/3/14","full bloom",2,"Chaenactis","douglasii","var.","douglasii"
"L33","7/13/14","finishing bloom",2,"Chaenactis","douglasii","var.","douglasii"
"N131","6/14/14","beginning to bloom to bloom",2,"Chaenactis","douglasii","var.","douglasii"
"N131","6/25/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"N131","7/4/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"N131","7/14/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"P24","6/27/13","full bloom",2,"Chaenactis","douglasii","var.","douglasii"
"P24","7/13/13","finishing bloom",2,"Chaenactis","douglasii","var.","douglasii"
"P24","7/19/13","finishing bloom",2,"Chaenactis","douglasii","var.","douglasii"
"P24","7/29/13","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"P24","6/12/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"P24","6/23/14","beginning to bloom to bloom",1,"Chaenactis","douglasii","var.","douglasii"
"P24","7/2/14","finishing bloom",1,"Chaenactis","douglasii","var.","douglasii"
"P24","7/13/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"P37","6/28/13","full bloom",1,"Chaenactis","douglasii","var.","douglasii"
"P37","7/13/13","full bloom",1,"Chaenactis","douglasii","var.","douglasii"
"P37","7/19/13","finishing bloom",1,"Chaenactis","douglasii","var.","douglasii"
"P37","7/30/13","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"P37","6/13/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"P37","6/24/14","full bloom",3,"Chaenactis","douglasii","var.","douglasii"
"P37","7/1/14","full bloom",1,"Chaenactis","douglasii","var.","douglasii"
"P37","7/13/14","not blooming",0,"Chaenactis","douglasii","var.","douglasii"
"L21","6/26/13","not blooming",0,"Cirsium","andersonii","",""
"L21","7/13/13","beginning to bloom",1,"Cirsium","andersonii","",""
"L21","7/17/13","beginning to bloom",2,"Cirsium","andersonii","",""
"L21","7/30/13","finishing bloom",2,"Cirsium","andersonii","",""
"L21","6/12/14","not blooming",0,"Cirsium","andersonii","",""
"L21","6/22/14","not blooming",0,"Cirsium","andersonii","",""
"L21","7/3/14","full bloom",2,"Cirsium","andersonii","",""
"L21","7/13/14","full bloom",2,"Cirsium","andersonii","",""
"L35","6/27/13","not blooming",0,"Cirsium","andersonii","",""
"L35","7/13/13","not blooming",0,"Cirsium","andersonii","",""
"L35","7/18/13","beginning to bloom",1,"Cirsium","andersonii","",""
"L35","7/29/13","not blooming",0,"Cirsium","andersonii","",""
"L35","6/12/14","not blooming",0,"Cirsium","andersonii","",""
"L35","6/22/14","not blooming",0,"Cirsium","andersonii","",""
"L35","7/3/14","beginning to bloom to bloom",1,"Cirsium","andersonii","",""
"L35","7/13/14","full bloom",1,"Cirsium","andersonii","",""
"P24","6/12/14","not blooming",0,"Cirsium","andersonii","",""
"P24","6/23/14","not blooming",0,"Cirsium","andersonii","",""
"P24","7/2/14","not blooming",0,"Cirsium","andersonii","",""
"P24","7/13/14","beginning to bloom to bloom",1,"Cirsium","andersonii","",""
"P33","6/27/13","not blooming",0,"Cirsium","andersonii","",""
"P33","7/13/13","beginning to bloom",1,"Cirsium","andersonii","",""
"P33","7/18/13","beginning to bloom",1,"Cirsium","andersonii","",""
"P33","7/29/13","full bloom",2,"Cirsium","andersonii","",""
"P33","6/12/14","not blooming",0,"Cirsium","andersonii","",""
"P33","6/22/14","not blooming",0,"Cirsium","andersonii","",""
"P33","7/2/14","not blooming",0,"Cirsium","andersonii","",""
"P33","7/13/14","beginning to bloom to bloom",1,"Cirsium","andersonii","",""
"L21","6/12/14","full bloom",2,"Collinsia","torreyi","var.","torreyi"
"L21","6/22/14","finishing bloom",1,"Collinsia","torreyi","var.","torreyi"
"L21","7/3/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L21","7/13/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L24","6/27/13","full bloom",1,"Collinsia","torreyi","var.","torreyi"
"L24","7/13/13","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L24","7/18/13","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L24","7/31/13","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L24","6/13/14","full bloom",2,"Collinsia","torreyi","var.","torreyi"
"L24","6/23/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L24","7/2/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L24","7/13/14","finishing bloom",1,"Collinsia","torreyi","var.","torreyi"
"L33","6/13/14","full bloom",1,"Collinsia","torreyi","var.","torreyi"
"L33","6/23/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L33","7/3/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L33","7/13/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"N137","7/9/13","finishing bloom",4,"Collinsia","torreyi","var.","torreyi"
"N137","7/12/13","finishing bloom",4,"Collinsia","torreyi","var.","torreyi"
"N137","7/24/13","finishing bloom",1,"Collinsia","torreyi","var.","torreyi"
"N137","7/26/13","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"N137","6/19/14","full bloom",1,"Collinsia","torreyi","var.","torreyi"
"N137","7/7/14","full bloom",1,"Collinsia","torreyi","var.","torreyi"
"N137","7/10/14","finishing bloom",0,"Collinsia","torreyi","var.","torreyi"
"N137","7/19/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"N139","6/18/14","full bloom",3,"Collinsia","torreyi","var.","torreyi"
"N139","7/6/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"N139","7/9/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"N139","7/18/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"P24","6/27/13","finishing bloom",1,"Collinsia","torreyi","var.","torreyi"
"P24","7/13/13","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"P24","7/19/13","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"P24","7/29/13","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"P24","6/12/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"P24","6/23/14","full bloom",3,"Collinsia","torreyi","var.","torreyi"
"P24","7/2/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"P24","7/13/14","not blooming",0,"Collinsia","torreyi","var.","torreyi"
"L21","6/26/13","beginning to bloom",1,"Collomia","grandiflora","",""
"L21","7/13/13","full bloom",2,"Collomia","grandiflora","",""
"L21","7/17/13","finishing bloom",2,"Collomia","grandiflora","",""
"L21","7/30/13","finishing bloom",1,"Collomia","grandiflora","",""
"L21","6/12/14","not blooming",0,"Collomia","grandiflora","",""
"L21","6/22/14","not blooming",0,"Collomia","grandiflora","",""
"L21","7/3/14","not blooming",0,"Collomia","grandiflora","",""
"L21","7/13/14","full bloom",2,"Collomia","grandiflora","",""
"L24","6/27/13","not blooming",0,"Collomia","grandiflora","",""
"L24","7/13/13","full bloom",1,"Collomia","grandiflora","",""
"L24","7/18/13","finishing bloom",1,"Collomia","grandiflora","",""
"L24","7/31/13","finishing bloom",1,"Collomia","grandiflora","",""
"L24","6/13/14","not blooming",0,"Collomia","grandiflora","",""
"L24","6/23/14","not blooming",0,"Collomia","grandiflora","",""
"L24","7/2/14","finishing bloom",1,"Collomia","grandiflora","",""
"L24","7/13/14","not blooming",0,"Collomia","grandiflora","",""
"L35","6/12/14","not blooming",0,"Collomia","grandiflora","",""
"L35","6/22/14","not blooming",0,"Collomia","grandiflora","",""
"L35","7/3/14","full bloom",1,"Collomia","grandiflora","",""
"L35","7/13/14","not blooming",0,"Collomia","grandiflora","",""
"N137","7/9/13","full bloom",4,"Cymopterus","terebinthinus","",""
"N137","7/12/13","full bloom",4,"Cymopterus","terebinthinus","",""
"N137","7/24/13","finishing bloom",2,"Cymopterus","terebinthinus","",""
"N137","7/26/13","finishing bloom",2,"Cymopterus","terebinthinus","",""
"N137","6/19/14","beginning to bloom to bloom",2,"Cymopterus","terebinthinus","",""
"N137","7/7/14","full bloom",3,"Cymopterus","terebinthinus","",""
"N137","7/10/14","full bloom",3,"Cymopterus","terebinthinus","",""
"N137","7/19/14","full bloom",3,"Cymopterus","terebinthinus","",""
"L21","6/26/13","full bloom",1,"Delphinium","sp.","",""
"L21","7/13/13","not blooming",0,"Delphinium","sp.","",""
"L21","7/17/13","not blooming",0,"Delphinium","sp.","",""
"L21","7/30/13","not blooming",0,"Delphinium","sp.","",""
"L21","6/12/14","full bloom",2,"Delphinium","sp.","",""
"L21","6/22/14","full bloom",2,"Delphinium","sp.","",""
"L21","7/3/14","finishing bloom",1,"Delphinium","sp.","",""
"L21","7/13/14","not blooming",0,"Delphinium","sp.","",""
"L24","6/13/14","full bloom",2,"Delphinium","sp.","",""
"L24","6/23/14","not blooming",0,"Delphinium","sp.","",""
"L24","7/2/14","not blooming",0,"Delphinium","sp.","",""
"L24","7/13/14","not blooming",0,"Delphinium","sp.","",""
"L35","6/27/13","full bloom",1,"Delphinium","sp.","",""
"L35","7/13/13","not blooming",0,"Delphinium","sp.","",""
"L35","7/18/13","not blooming",0,"Delphinium","sp.","",""
"L35","7/29/13","not blooming",0,"Delphinium","sp.","",""
"L35","6/12/14","full bloom",1,"Delphinium","sp.","",""
"L35","6/22/14","full bloom",2,"Delphinium","sp.","",""
"L35","7/3/14","finishing bloom",1,"Delphinium","sp.","",""
"L35","7/13/14","not blooming",0,"Delphinium","sp.","",""
"L24","6/27/13","beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"L24","7/13/13","full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"L24","7/18/13","full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"L24","7/31/13","finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"L24","6/13/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L24","6/23/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L24","7/2/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L24","7/13/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","6/27/13","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","7/13/13","beginning to bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","7/18/13","full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","7/29/13","full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","6/12/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","6/22/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","7/3/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"L35","7/13/14","beginning to bloom to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","7/8/13","beginning to bloom",3,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","7/11/13","full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","7/22/13","full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","7/25/13","finishing bloom",3,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","6/17/14","not blooming",3,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","7/6/14","full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","7/9/14","full bloom",4,"Epilobium","angustifloium","ssp.","circumvagum"
"N134","7/17/14","full bloom",4,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/9/13","beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/12/13","beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/24/13","finishing bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/26/13","finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","6/17/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/7/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/10/14","finishing bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/17/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","7/9/13","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","7/12/13","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","7/24/13","full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","7/26/13","finishing bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","6/19/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","7/7/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","7/10/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"N137","7/19/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","6/27/13","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","7/13/13","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","7/18/13","full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","7/29/13","finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","6/12/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","6/22/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","7/2/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P33","7/13/14","full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","6/28/13","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","7/13/13","beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","7/19/13","full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","7/30/13","finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","6/13/14","full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","6/24/14","full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","7/1/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"P37","7/13/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","6/30/13","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","7/14/13","beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","7/20/13","full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","8/1/13","finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","6/14/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","6/25/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","7/4/14","not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum"
"W04","7/14/14","full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum"
"N136","7/9/13","full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum"
"N136","7/12/13","full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum"
"N136","7/24/13","full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum"
"N136","7/26/13","full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum"
"N136","6/17/14","not blooming",0,"Epilobium","ciliatum","ssp.","glandulosum"
"N136","7/7/14","beginning to bloom to bloom",1,"Epilobium","ciliatum","ssp.","glandulosum"
"N136","7/10/14","full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum"
"N136","7/17/14","not blooming",0,"Epilobium","ciliatum","ssp.","glandulosum"
"N135","7/8/13","not blooming",0,"Ericameria","bloomeri","",""
"N135","7/11/13","not blooming",0,"Ericameria","bloomeri","",""
"N135","7/22/13","not blooming",0,"Ericameria","bloomeri","",""
"N135","7/25/13","beginning to bloom",1,"Ericameria","bloomeri","",""
"N135","6/18/14","not blooming",0,"Ericameria","bloomeri","",""
"N135","7/6/14","not blooming",0,"Ericameria","bloomeri","",""
"N135","7/9/14","not blooming",0,"Ericameria","bloomeri","",""
"N135","7/19/14","not blooming",0,"Ericameria","bloomeri","",""
"P33","6/27/13","not blooming",0,"Ericameria","bloomeri","",""
"P33","7/13/13","not blooming",0,"Ericameria","bloomeri","",""
"P33","7/18/13","not blooming",0,"Ericameria","bloomeri","",""
"P33","7/29/13","full bloom",3,"Ericameria","bloomeri","",""
"P33","6/12/14","not blooming",0,"Ericameria","bloomeri","",""
"P33","6/22/14","not blooming",0,"Ericameria","bloomeri","",""
"P33","7/2/14","not blooming",0,"Ericameria","bloomeri","",""
"P33","7/13/14","not blooming",0,"Ericameria","bloomeri","",""
"L21","6/26/13","beginning to bloom",2,"Erigeron","brewerii","var.","brewerii"
"L21","7/13/13","full bloom",3,"Erigeron","brewerii","var.","brewerii"
"L21","7/17/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L21","7/30/13","finishing bloom",1,"Erigeron","brewerii","var.","brewerii"
"L21","6/12/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L21","6/22/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L21","7/3/14","finishing bloom",1,"Erigeron","brewerii","var.","brewerii"
"L21","7/13/14","full bloom",1,"Erigeron","brewerii","var.","brewerii"
"L24","6/27/13","beginning to bloom",1,"Erigeron","brewerii","var.","brewerii"
"L24","7/13/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L24","7/18/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L24","7/31/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"L24","6/13/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L24","6/23/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L24","7/2/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L24","7/13/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L33","6/29/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L33","7/13/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"L33","7/19/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"L33","7/31/13","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L33","6/13/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L33","6/23/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L33","7/3/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L33","7/13/14","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"L35","6/27/13","beginning to bloom",1,"Erigeron","brewerii","var.","brewerii"
"L35","7/13/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L35","7/18/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L35","7/29/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"L35","6/12/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L35","6/22/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L35","7/3/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"L35","7/13/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N132","6/30/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N132","7/14/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N132","7/20/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N132","8/1/13","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N132","6/14/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N132","6/25/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N132","7/4/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N132","7/14/14","beginning to bloom to bloom",1,"Erigeron","brewerii","var.","brewerii"
"N133","6/18/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N133","7/7/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N133","7/10/14","beginning to bloom to bloom",2,"Erigeron","brewerii","var.","brewerii"
"N133","7/18/14","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N135","7/8/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N135","7/11/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N135","7/22/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N135","7/25/13","finishing bloom",1,"Erigeron","brewerii","var.","brewerii"
"N135","6/18/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N135","7/6/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N135","7/9/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N135","7/19/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N137","7/9/13","finishing bloom",3,"Erigeron","brewerii","var.","brewerii"
"N137","7/12/13","finishing bloom",3,"Erigeron","brewerii","var.","brewerii"
"N137","7/24/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N137","7/26/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N137","6/19/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N137","7/7/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N137","7/10/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N137","7/19/14","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N139","7/9/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N139","7/12/13","full bloom",3,"Erigeron","brewerii","var.","brewerii"
"N139","7/24/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N139","7/26/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N139","6/18/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"N139","7/6/14","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"N139","7/9/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"N139","7/18/14","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"P24","6/27/13","beginning to bloom",0,"Erigeron","brewerii","var.","brewerii"
"P24","7/13/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"P24","7/19/13","finishing bloom",1,"Erigeron","brewerii","var.","brewerii"
"P24","7/29/13","finishing bloom",1,"Erigeron","brewerii","var.","brewerii"
"P24","6/12/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P24","6/23/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P24","7/2/14","full bloom",1,"Erigeron","brewerii","var.","brewerii"
"P24","7/13/14","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"P310","6/29/13","beginning to bloom",2,"Erigeron","brewerii","var.","brewerii"
"P310","7/13/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"P310","7/17/13","full bloom",3,"Erigeron","brewerii","var.","brewerii"
"P310","7/31/13","finishing bloom",3,"Erigeron","brewerii","var.","brewerii"
"P310","6/12/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P310","6/24/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P310","7/1/14","beginning to bloom to bloom",1,"Erigeron","brewerii","var.","brewerii"
"P310","7/13/14","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"P33","6/27/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"P33","7/13/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"P33","7/18/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"P33","7/29/13","full bloom",4,"Erigeron","brewerii","var.","brewerii"
"P33","6/12/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P33","6/22/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P33","7/2/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P33","7/13/14","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"P43","6/28/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"P43","7/13/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"P43","7/17/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"P43","7/30/13","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P43","6/13/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P43","6/24/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P43","7/3/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"P43","7/13/14","full bloom",1,"Erigeron","brewerii","var.","brewerii"
"W04","6/30/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"W04","7/14/13","full bloom",2,"Erigeron","brewerii","var.","brewerii"
"W04","7/20/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"W04","8/1/13","finishing bloom",2,"Erigeron","brewerii","var.","brewerii"
"W04","6/14/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"W04","6/25/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"W04","7/4/14","not blooming",0,"Erigeron","brewerii","var.","brewerii"
"W04","7/14/14","beginning to bloom to bloom",3,"Erigeron","brewerii","var.","brewerii"
"L21","6/26/13","beginning to bloom",1,"Eriogonum","nudum","var.","nudum"
