"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies"
"N136","7/17/14","beginning to bloom to bloom",1,"Heracleum","lanatum","",""
"L21","6/26/13","not blooming",0,"Hieracium","albiflorum","",""
"L21","7/13/13","not blooming",0,"Hieracium","albiflorum","",""
"L21","7/17/13","not blooming",0,"Hieracium","albiflorum","",""
"L21","7/30/13","not blooming",0,"Hieracium","albiflorum","",""
"L21","6/12/14","not blooming",0,"Hieracium","albiflorum","",""
"L21","6/22/14","not blooming",0,"Hieracium","albiflorum","",""
"L21","7/3/14","not blooming",0,"Hieracium","albiflorum","",""
"L21","7/13/14","not blooming",0,"Hieracium","albiflorum","",""
"L24","6/27/13","full bloom",1,"Hieracium","albiflorum","",""
"L24","7/13/13","full bloom",1,"Hieracium","albiflorum","",""
"L24","7/18/13","full bloom",1,"Hieracium","albiflorum","",""
"L24","7/31/13","finishing bloom",1,"Hieracium","albiflorum","",""
"L24","6/13/14","not blooming",0,"Hieracium","albiflorum","",""
"L24","6/23/14","not blooming",0,"Hieracium","albiflorum","",""
"L24","7/2/14","not blooming",0,"Hieracium","albiflorum","",""
"L24","7/13/14","not blooming",0,"Hieracium","albiflorum","",""
"N134","7/8/13","full bloom",2,"Hieracium","albiflorum","",""
"N134","7/11/13","full bloom",2,"Hieracium","albiflorum","",""
"N134","7/22/13","finishing bloom",2,"Hieracium","albiflorum","",""
"N134","7/25/13","finishing bloom",2,"Hieracium","albiflorum","",""
"N134","6/17/14","not blooming",3,"Hieracium","albiflorum","",""
"N134","7/6/14","beginning to bloom to bloom",1,"Hieracium","albiflorum","",""
"N134","7/9/14","finishing bloom",2,"Hieracium","albiflorum","",""
"N134","7/17/14","full bloom",2,"Hieracium","albiflorum","",""
"N136","7/9/13","full bloom",2,"Hieracium","albiflorum","",""
"N136","7/12/13","full bloom",2,"Hieracium","albiflorum","",""
"N136","7/24/13","finishing bloom",2,"Hieracium","albiflorum","",""
"N136","7/26/13","finishing bloom",2,"Hieracium","albiflorum","",""
"N136","6/17/14","not blooming",0,"Hieracium","albiflorum","",""
"N136","7/7/14","beginning to bloom to bloom",1,"Hieracium","albiflorum","",""
"N136","7/10/14","full bloom",2,"Hieracium","albiflorum","",""
"N136","7/17/14","full bloom",1,"Hieracium","albiflorum","",""
"P24","6/12/14","not blooming",0,"Hieracium","albiflorum","",""
"P24","6/23/14","not blooming",0,"Hieracium","albiflorum","",""
"P24","7/2/14","not blooming",0,"Hieracium","albiflorum","",""
"P24","7/13/14","finishing bloom",2,"Hieracium","albiflorum","",""
"P37","6/28/13","not blooming",0,"Hieracium","albiflorum","",""
"P37","7/13/13","not blooming",0,"Hieracium","albiflorum","",""
"P37","7/19/13","not blooming",0,"Hieracium","albiflorum","",""
"P37","7/30/13","not blooming",0,"Hieracium","albiflorum","",""
"P37","6/13/14","not blooming",0,"Hieracium","albiflorum","",""
"P37","6/24/14","not blooming",0,"Hieracium","albiflorum","",""
"P37","7/1/14","not blooming",0,"Hieracium","albiflorum","",""
"P37","7/13/14","not blooming",0,"Hieracium","albiflorum","",""
"P43","6/28/13","not blooming",0,"Hieracium","albiflorum","",""
"P43","7/13/13","not blooming",0,"Hieracium","albiflorum","",""
"P43","7/17/13","not blooming",0,"Hieracium","albiflorum","",""
"P43","7/30/13","not blooming",0,"Hieracium","albiflorum","",""
"P43","6/13/14","not blooming",0,"Hieracium","albiflorum","",""
"P43","6/24/14","not blooming",0,"Hieracium","albiflorum","",""
"P43","7/3/14","not blooming",0,"Hieracium","albiflorum","",""
"P43","7/13/14","not blooming",0,"Hieracium","albiflorum","",""
"W04","6/30/13","not blooming",0,"Hieracium","albiflorum","",""
"W04","7/14/13","not blooming",0,"Hieracium","albiflorum","",""
"W04","7/20/13","not blooming",0,"Hieracium","albiflorum","",""
"W04","8/1/13","not blooming",0,"Hieracium","albiflorum","",""
"W04","6/14/14","not blooming",0,"Hieracium","albiflorum","",""
"W04","6/25/14","not blooming",0,"Hieracium","albiflorum","",""
"W04","7/4/14","not blooming",0,"Hieracium","albiflorum","",""
"W04","7/14/14","not blooming",0,"Hieracium","albiflorum","",""
"L24","6/13/14","full bloom",2,"Horkelia","fusca","",""
"L24","6/23/14","full bloom",2,"Horkelia","fusca","",""
"L24","7/2/14","not blooming",0,"Horkelia","fusca","",""
"L24","7/13/14","not blooming",0,"Horkelia","fusca","",""
"L35","6/27/13","full bloom",2,"Horkelia","fusca","",""
"L35","7/13/13","full bloom",2,"Horkelia","fusca","",""
"L35","7/18/13","full bloom",2,"Horkelia","fusca","",""
"L35","7/29/13","finishing bloom",1,"Horkelia","fusca","",""
"L35","6/12/14","not blooming",0,"Horkelia","fusca","",""
"L35","6/22/14","not blooming",0,"Horkelia","fusca","",""
"L35","7/3/14","not blooming",0,"Horkelia","fusca","",""
"L35","7/13/14","full bloom",2,"Horkelia","fusca","",""
"P37","6/28/13","full bloom",5,"Horkelia","fusca","",""
"P37","7/13/13","finishing bloom",4,"Horkelia","fusca","",""
"P37","7/19/13","finishing bloom",3,"Horkelia","fusca","",""
"P37","7/30/13","finishing bloom",3,"Horkelia","fusca","",""
"P37","6/13/14","full bloom",3,"Horkelia","fusca","",""
"P37","6/24/14","full bloom",3,"Horkelia","fusca","",""
"P37","7/1/14","full bloom",4,"Horkelia","fusca","",""
"P37","7/13/14","full bloom",4,"Horkelia","fusca","",""
"L21","6/26/13","full bloom",1,"Hypochaeris","radicata","",""
"L21","7/13/13","full bloom",1,"Hypochaeris","radicata","",""
"L21","7/17/13","full bloom",1,"Hypochaeris","radicata","",""
"L21","7/30/13","finishing bloom",1,"Hypochaeris","radicata","",""
"L21","6/12/14","not blooming",0,"Hypochaeris","radicata","",""
"L21","6/22/14","not blooming",0,"Hypochaeris","radicata","",""
"L21","7/3/14","not blooming",0,"Hypochaeris","radicata","",""
"L21","7/13/14","not blooming",0,"Hypochaeris","radicata","",""
"L24","6/27/13","not blooming",0,"Hypochaeris","radicata","",""
"L24","7/13/13","full bloom",1,"Hypochaeris","radicata","",""
"L24","7/18/13","full bloom",1,"Hypochaeris","radicata","",""
"L24","7/31/13","not blooming",0,"Hypochaeris","radicata","",""
"L24","6/13/14","not blooming",0,"Hypochaeris","radicata","",""
"L24","6/23/14","full bloom",1,"Hypochaeris","radicata","",""
"L24","7/2/14","not blooming",0,"Hypochaeris","radicata","",""
"L24","7/13/14","not blooming",0,"Hypochaeris","radicata","",""
"N135","7/8/13","full bloom",2,"Ipomopsis","aggregata","ssp.","formosissima"
"N135","7/11/13","full bloom",2,"Ipomopsis","aggregata","ssp.","formosissima"
"N135","7/22/13","full bloom",2,"Ipomopsis","aggregata","ssp.","formosissima"
"N135","7/25/13","finishing bloom",2,"Ipomopsis","aggregata","ssp.","formosissima"
"N135","6/18/14","not blooming",0,"Ipomopsis","aggregata","ssp.","formosissima"
"N135","7/6/14","beginning to bloom to bloom",1,"Ipomopsis","aggregata","ssp.","formosissima"
"N135","7/9/14","finishing bloom",1,"Ipomopsis","aggregata","ssp.","formosissima"
"N135","7/19/14","finishing bloom",1,"Ipomopsis","aggregata","ssp.","formosissima"
"P310","6/29/13","full bloom",1,"Kelloggia","galioides","",""
"P310","7/13/13","full bloom",1,"Kelloggia","galioides","",""
"P310","7/17/13","finishing bloom",1,"Kelloggia","galioides","",""
"P310","7/31/13","finishing bloom",1,"Kelloggia","galioides","",""
"P310","6/12/14","not blooming",0,"Kelloggia","galioides","",""
"P310","6/24/14","full bloom",2,"Kelloggia","galioides","",""
"P310","7/1/14","beginning to bloom to bloom",2,"Kelloggia","galioides","",""
"P310","7/13/14","not blooming",0,"Kelloggia","galioides","",""
"P33","6/12/14","not blooming",0,"Kelloggia","galioides","",""
"P33","6/22/14","not blooming",0,"Kelloggia","galioides","",""
"P33","7/2/14","full bloom",2,"Kelloggia","galioides","",""
"P33","7/13/14","full bloom",1,"Kelloggia","galioides","",""
"P37","6/13/14","not blooming",0,"Kelloggia","galioides","",""
"P37","6/24/14","not blooming",0,"Kelloggia","galioides","",""
"P37","7/1/14","full bloom",2,"Kelloggia","galioides","",""
"P37","7/13/14","full bloom",2,"Kelloggia","galioides","",""
"P43","6/13/14","not blooming",0,"Kelloggia","galioides","",""
"P43","6/24/14","not blooming",0,"Kelloggia","galioides","",""
"P43","7/3/14","full bloom",2,"Kelloggia","galioides","",""
"P43","7/13/14","not blooming",0,"Kelloggia","galioides","",""
"W04","6/30/13","not blooming",0,"Kelloggia","galioides","",""
"W04","7/14/13","full bloom",2,"Kelloggia","galioides","",""
"W04","7/20/13","full bloom",2,"Kelloggia","galioides","",""
"W04","8/1/13","not blooming",0,"Kelloggia","galioides","",""
"W04","6/14/14","not blooming",0,"Kelloggia","galioides","",""
"W04","6/25/14","full bloom",2,"Kelloggia","galioides","",""
"W04","7/4/14","full bloom",3,"Kelloggia","galioides","",""
"W04","7/14/14","full bloom",2,"Kelloggia","galioides","",""
"N136","7/9/13","full bloom",2,"Lilium","pardalinum","ssp.","pardalinum"
"N136","7/12/13","full bloom",2,"Lilium","pardalinum","ssp.","pardalinum"
"N136","7/24/13","not blooming",0,"Lilium","pardalinum","ssp.","pardalinum"
"N136","7/26/13","not blooming",0,"Lilium","pardalinum","ssp.","pardalinum"
"N136","6/17/14","not blooming",0,"Lilium","pardalinum","ssp.","pardalinum"
"N136","7/7/14","full bloom",2,"Lilium","pardalinum","ssp.","pardalinum"
"N136","7/10/14","full bloom",3,"Lilium","pardalinum","ssp.","pardalinum"
"N136","7/17/14","full bloom",2,"Lilium","pardalinum","ssp.","pardalinum"
"L33","6/29/13","full bloom",2,"Lupinus","breweri","var.","breweri"
"L33","7/13/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"L33","7/19/13","finishing bloom",1,"Lupinus","breweri","var.","breweri"
"L33","7/31/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"L33","6/13/14","beginning to bloom to bloom",2,"Lupinus","breweri","var.","breweri"
"L33","6/23/14","not blooming",3,"Lupinus","breweri","var.","breweri"
"L33","7/3/14","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"L33","7/13/14","finishing bloom",1,"Lupinus","breweri","var.","breweri"
"N132","6/30/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"N132","7/14/13","finishing bloom",3,"Lupinus","breweri","var.","breweri"
"N132","7/20/13","finishing bloom",3,"Lupinus","breweri","var.","breweri"
"N132","8/1/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N132","6/14/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"N132","6/25/14","full bloom",4,"Lupinus","breweri","var.","breweri"
"N132","7/4/14","full bloom",4,"Lupinus","breweri","var.","breweri"
"N132","7/14/14","full bloom",4,"Lupinus","breweri","var.","breweri"
"N133","7/8/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"N133","7/11/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"N133","7/23/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N133","7/25/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N133","6/18/14","beginning to bloom to bloom",1,"Lupinus","breweri","var.","breweri"
"N133","7/7/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"N133","7/10/14","full bloom",2,"Lupinus","breweri","var.","breweri"
"N133","7/18/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"N134","7/8/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N134","7/11/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N134","7/22/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N134","7/25/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N134","6/17/14","not blooming",3,"Lupinus","breweri","var.","breweri"
"N134","7/6/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"N134","7/9/14","finishing bloom",3,"Lupinus","breweri","var.","breweri"
"N134","7/17/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"N135","7/8/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N135","7/11/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N135","7/22/13","finishing bloom",1,"Lupinus","breweri","var.","breweri"
"N135","7/25/13","finishing bloom",1,"Lupinus","breweri","var.","breweri"
"N135","6/18/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"N135","7/6/14","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N135","7/9/14","full bloom",2,"Lupinus","breweri","var.","breweri"
"N135","7/19/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"N137","7/9/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"N137","7/12/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"N137","7/24/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N137","7/26/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N137","6/19/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"N137","7/7/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"N137","7/10/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"N137","7/19/14","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"N139","7/9/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N139","7/12/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N139","7/24/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N139","7/26/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"N139","6/18/14","not blooming",4,"Lupinus","breweri","var.","breweri"
"N139","7/6/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"N139","7/9/14","not blooming",3,"Lupinus","breweri","var.","breweri"
"N139","7/18/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"P24","6/27/13","full bloom",1,"Lupinus","breweri","var.","breweri"
"P24","7/13/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"P24","7/19/13","finishing bloom",1,"Lupinus","breweri","var.","breweri"
"P24","7/29/13","finishing bloom",1,"Lupinus","breweri","var.","breweri"
"P24","6/12/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"P24","6/23/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"P24","7/2/14","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"P24","7/13/14","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"P310","6/29/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"P310","7/13/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"P310","7/17/13","full bloom",4,"Lupinus","breweri","var.","breweri"
"P310","7/31/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"P310","6/12/14","beginning to bloom to bloom",2,"Lupinus","breweri","var.","breweri"
"P310","6/24/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"P310","7/1/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"P310","7/13/14","finishing bloom",3,"Lupinus","breweri","var.","breweri"
"P37","6/28/13","full bloom",3,"Lupinus","breweri","var.","breweri"
"P37","7/13/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"P37","7/19/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"P37","7/30/13","not blooming",0,"Lupinus","breweri","var.","breweri"
"P37","6/13/14","full bloom",4,"Lupinus","breweri","var.","breweri"
"P37","6/24/14","full bloom",3,"Lupinus","breweri","var.","breweri"
"P37","7/1/14","full bloom",2,"Lupinus","breweri","var.","breweri"
"P37","7/13/14","finishing bloom",1,"Lupinus","breweri","var.","breweri"
"W04","6/30/13","full bloom",2,"Lupinus","breweri","var.","breweri"
"W04","7/14/13","full bloom",2,"Lupinus","breweri","var.","breweri"
"W04","7/20/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"W04","8/1/13","finishing bloom",2,"Lupinus","breweri","var.","breweri"
"W04","6/14/14","not blooming",0,"Lupinus","breweri","var.","breweri"
"W04","6/25/14","full bloom",2,"Lupinus","breweri","var.","breweri"
"W04","7/4/14","full bloom",2,"Lupinus","breweri","var.","breweri"
"W04","7/14/14","full bloom",4,"Lupinus","breweri","var.","breweri"
"L21","6/26/13","full bloom",2,"Lupinus","fulcratus","",""
"L21","7/13/13","full bloom",2,"Lupinus","fulcratus","",""
"L21","7/17/13","finishing bloom",2,"Lupinus","fulcratus","",""
"L21","7/30/13","finishing bloom",1,"Lupinus","fulcratus","",""
"L21","6/12/14","full bloom",2,"Lupinus","fulcratus","",""
"L21","6/22/14","full bloom",1,"Lupinus","fulcratus","",""
"L21","7/3/14","full bloom",2,"Lupinus","fulcratus","",""
"L21","7/13/14","finishing bloom",2,"Lupinus","fulcratus","",""
"N137","7/9/13","full bloom",3,"Lupinus","fulcratus","",""
"N137","7/12/13","full bloom",3,"Lupinus","fulcratus","",""
"N137","7/24/13","finishing bloom",2,"Lupinus","fulcratus","",""
"N137","7/26/13","finishing bloom",2,"Lupinus","fulcratus","",""
"N137","6/19/14","not blooming",0,"Lupinus","fulcratus","",""
"N137","7/7/14","full bloom",1,"Lupinus","fulcratus","",""
"N137","7/10/14","full bloom",1,"Lupinus","fulcratus","",""
"N137","7/19/14","full bloom",2,"Lupinus","fulcratus","",""
"L21","6/26/13","full bloom",1,"Lupinus","latifolius","var.","columbianus"
"L21","7/13/13","finishing bloom",1,"Lupinus","latifolius","var.","columbianus"
"L21","7/17/13","finishing bloom",1,"Lupinus","latifolius","var.","columbianus"
"L21","7/30/13","finishing bloom",1,"Lupinus","latifolius","var.","columbianus"
"L21","6/12/14","not blooming",0,"Lupinus","latifolius","var.","columbianus"
"L21","6/22/14","beginning to bloom to bloom",1,"Lupinus","latifolius","var.","columbianus"
"L21","7/3/14","full bloom",3,"Lupinus","latifolius","var.","columbianus"
"L21","7/13/14","full bloom",1,"Lupinus","latifolius","var.","columbianus"
"L24","6/27/13","full bloom",2,"Lupinus","latifolius","var.","columbianus"
"L24","7/13/13","full bloom",2,"Lupinus","latifolius","var.","columbianus"
"L24","7/18/13","finishing bloom",2,"Lupinus","latifolius","var.","columbianus"
"L24","7/31/13","finishing bloom",2,"Lupinus","latifolius","var.","columbianus"
"L24","6/13/14","not blooming",0,"Lupinus","latifolius","var.","columbianus"
"L24","6/23/14","not blooming",0,"Lupinus","latifolius","var.","columbianus"
"L24","7/2/14","finishing bloom",2,"Lupinus","latifolius","var.","columbianus"
"L24","7/13/14","full bloom",2,"Lupinus","latifolius","var.","columbianus"
"L35","6/27/13","beginning to bloom",1,"Lupinus","latifolius","var.","columbianus"
"L35","7/13/13","beginning to bloom",3,"Lupinus","latifolius","var.","columbianus"
"L35","7/18/13","full bloom",4,"Lupinus","latifolius","var.","columbianus"
"L35","7/29/13","finishing bloom",4,"Lupinus","latifolius","var.","columbianus"
"L35","6/12/14","full bloom",3,"Lupinus","latifolius","var.","columbianus"
"L35","6/22/14","full bloom",2,"Lupinus","latifolius","var.","columbianus"
"L35","7/3/14","finishing bloom",3,"Lupinus","latifolius","var.","columbianus"
"L35","7/13/14","finishing bloom",2,"Lupinus","latifolius","var.","columbianus"
"N134","7/8/13","full bloom",4,"Lupinus","latifolius","var.","columbianus"
"N134","7/11/13","full bloom",4,"Lupinus","latifolius","var.","columbianus"
"N134","7/22/13","finishing bloom",4,"Lupinus","latifolius","var.","columbianus"
"N134","7/25/13","finishing bloom",4,"Lupinus","latifolius","var.","columbianus"
"N134","6/17/14","not blooming",5,"Lupinus","latifolius","var.","columbianus"
"N134","7/6/14","full bloom",4,"Lupinus","latifolius","var.","columbianus"
"N134","7/9/14","full bloom",5,"Lupinus","latifolius","var.","columbianus"
"N134","7/17/14","full bloom",4,"Lupinus","latifolius","var.","columbianus"
"N136","7/9/13","full bloom",2,"Lupinus","latifolius","var.","columbianus"
"N136","7/12/13","full bloom",2,"Lupinus","latifolius","var.","columbianus"
"N136","7/24/13","finishing bloom",2,"Lupinus","latifolius","var.","columbianus"
"N136","7/26/13","finishing bloom",2,"Lupinus","latifolius","var.","columbianus"
"N136","6/17/14","full bloom",1,"Lupinus","latifolius","var.","columbianus"
"N136","7/7/14","full bloom",1,"Lupinus","latifolius","var.","columbianus"
"N136","7/10/14","full bloom",3,"Lupinus","latifolius","var.","columbianus"
"N136","7/17/14","full bloom",2,"Lupinus","latifolius","var.","columbianus"
"L21","6/26/13","beginning to bloom",2,"Madia","gracilis","",""
"L21","7/13/13","full bloom",4,"Madia","gracilis","",""
"L21","7/17/13","full bloom",4,"Madia","gracilis","",""
"L21","7/30/13","finishing bloom",4,"Madia","gracilis","",""
"L21","6/12/14","not blooming",0,"Madia","gracilis","",""
"L21","6/22/14","not blooming",0,"Madia","gracilis","",""
"L21","7/3/14","finishing bloom",2,"Madia","gracilis","",""
"L21","7/13/14","full bloom",2,"Madia","gracilis","",""
"N135","7/8/13","full bloom",2,"Malacothrix","floccifera","",""
"N135","7/11/13","full bloom",2,"Malacothrix","floccifera","",""
"N135","7/22/13","finishing bloom",1,"Malacothrix","floccifera","",""
"N135","7/25/13","finishing bloom",1,"Malacothrix","floccifera","",""
"N135","6/18/14","not blooming",0,"Malacothrix","floccifera","",""
"N135","7/6/14","not blooming",0,"Malacothrix","floccifera","",""
"N135","7/9/14","beginning to bloom to bloom",1,"Malacothrix","floccifera","",""
"N135","7/19/14","beginning to bloom to bloom",1,"Malacothrix","floccifera","",""
"N137","7/9/13","full bloom",2,"Malacothrix","floccifera","",""
"N137","7/12/13","full bloom",2,"Malacothrix","floccifera","",""
"N137","7/24/13","finishing bloom",2,"Malacothrix","floccifera","",""
"N137","7/26/13","finishing bloom",2,"Malacothrix","floccifera","",""
"N137","6/19/14","not blooming",0,"Malacothrix","floccifera","",""
"N137","7/7/14","not blooming",0,"Malacothrix","floccifera","",""
"N137","7/10/14","not blooming",0,"Malacothrix","floccifera","",""
"N137","7/19/14","full bloom",1,"Malacothrix","floccifera","",""
"W04","6/14/14","not blooming",0,"Malacothrix","floccifera","",""
"W04","6/25/14","not blooming",0,"Malacothrix","floccifera","",""
"W04","7/4/14","not blooming",0,"Malacothrix","floccifera","",""
"W04","7/14/14","full bloom",2,"Malacothrix","floccifera","",""
"N136","7/9/13","full bloom",2,"Mimulus","floribundus","",""
"N136","7/12/13","full bloom",2,"Mimulus","floribundus","",""
"N136","7/24/13","full bloom",2,"Mimulus","floribundus","",""
"N136","7/26/13","full bloom",2,"Mimulus","floribundus","",""
"N136","6/17/14","full bloom",3,"Mimulus","floribundus","",""
"N136","7/7/14","beginning to bloom to bloom",1,"Mimulus","floribundus","",""
"N136","7/10/14","full bloom",3,"Mimulus","floribundus","",""
"N136","7/17/14","full bloom",2,"Mimulus","floribundus","",""
"L33","6/13/14","full bloom",2,"Mimulus","whitneyi","",""
"L33","6/23/14","not blooming",0,"Mimulus","whitneyi","",""
"L33","7/3/14","not blooming",0,"Mimulus","whitneyi","",""
"L33","7/13/14","not blooming",0,"Mimulus","whitneyi","",""
"N139","7/9/13","finishing bloom",1,"Mimulus","whitneyi","",""
"N139","7/12/13","finishing bloom",1,"Mimulus","whitneyi","",""
"N139","7/24/13","not blooming",0,"Mimulus","whitneyi","",""
"N139","7/26/13","not blooming",0,"Mimulus","whitneyi","",""
"N139","6/18/14","full bloom",3,"Mimulus","whitneyi","",""
"N139","7/6/14","not blooming",0,"Mimulus","whitneyi","",""
"N139","7/9/14","full bloom",1,"Mimulus","whitneyi","",""
"N139","7/18/14","finishing bloom",1,"Mimulus","whitneyi","",""
"L21","6/26/13","beginning to bloom",1,"Monardella","odoratissima","ssp.","pallida"
"L21","7/13/13","beginning to bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L21","7/17/13","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L21","7/30/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L21","6/12/14","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L21","6/22/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"L21","7/3/14","finishing bloom",1,"Monardella","odoratissima","ssp.","pallida"
"L21","7/13/14","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L24","6/13/14","full bloom",3,"Monardella","odoratissima","ssp.","pallida"
"L24","6/23/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"L24","7/2/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"L24","7/13/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"L33","6/29/13","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L33","7/13/13","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L33","7/19/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L33","7/31/13","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"L33","6/13/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"L33","6/23/14","full bloom",1,"Monardella","odoratissima","ssp.","pallida"
"L33","7/3/14","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"L33","7/13/14","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N131","6/30/13","full bloom",3,"Monardella","odoratissima","ssp.","pallida"
"N131","7/14/13","finishing bloom",3,"Monardella","odoratissima","ssp.","pallida"
"N131","7/20/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N131","8/1/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N131","6/14/14","beginning to bloom to bloom",1,"Monardella","odoratissima","ssp.","pallida"
"N131","6/25/14","full bloom",3,"Monardella","odoratissima","ssp.","pallida"
"N131","7/4/14","beginning to bloom to bloom",4,"Monardella","odoratissima","ssp.","pallida"
"N131","7/14/14","finishing bloom",3,"Monardella","odoratissima","ssp.","pallida"
"N135","7/8/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N135","7/11/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N135","7/22/13","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"N135","7/25/13","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"N135","6/18/14","beginning to bloom to bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N135","7/6/14","full bloom",5,"Monardella","odoratissima","ssp.","pallida"
"N135","7/9/14","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N135","7/19/14","finishing bloom",1,"Monardella","odoratissima","ssp.","pallida"
"N137","7/9/13","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N137","7/12/13","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N137","7/24/13","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N137","7/26/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N137","6/19/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"N137","7/7/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"N137","7/10/14","finishing bloom",1,"Monardella","odoratissima","ssp.","pallida"
"N137","7/19/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"N139","7/9/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N139","7/12/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N139","7/24/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N139","7/26/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"N139","6/18/14","not blooming",3,"Monardella","odoratissima","ssp.","pallida"
"N139","7/6/14","full bloom",1,"Monardella","odoratissima","ssp.","pallida"
"N139","7/9/14","finishing bloom",1,"Monardella","odoratissima","ssp.","pallida"
"N139","7/18/14","finishing bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P310","6/29/13","beginning to bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P310","7/13/13","finishing bloom",3,"Monardella","odoratissima","ssp.","pallida"
"P310","7/17/13","finishing bloom",3,"Monardella","odoratissima","ssp.","pallida"
