Site,Date,FieldPlantSp,PlantSp,BloomStatus,NumFlower,Collector,SampleRound,Year
P310,6/12/14,Calochortus spp.,Calochortus spp.,not blooming,0,LCP,1,2014
P310,6/24/14,Calochortus spp.,Calochortus spp.,full bloom,1,LCP,2,2014
P310,7/1/14,Calochortus spp.,Calochortus spp.,full bloom,1,KK,3,2014
P310,7/13/14,Calochortus spp.,Calochortus spp.,finishing bloom,1,CV,4,2014
P37,6/28/13,Calochortus spp.,Calochortus spp.,full,1,CRP,1,2013
P37,7/13/13,Calochortus spp.,Calochortus spp.,not blooming,0,LCP,2,2013
P37,7/19/13,Calochortus spp.,Calochortus spp.,not blooming,0,GH,3,2013
P37,7/30/13,Calochortus spp.,Calochortus spp.,not blooming,0,GH,4,2013
P37,6/24/14,Calochortus spp.,Calochortus spp.,not blooming,0,KK,2,2014
P37,7/1/14,Calochortus spp.,Calochortus spp.,not blooming,0,LCP,3,2014
P37,7/13/14,Calochortus spp.,Calochortus spp.,,,LKM,4,2014
N132,6/30/13,CALUMB,Calyptridium umbellatum,full,1,LCP,1,2013
N132,7/14/13,CALUMB,Calyptridium umbellatum,finishing,1,GH,2,2013
N132,7/20/13,CALUMB,Calyptridium umbellatum,finishing,1,CRP,3,2013
N132,8/1/13,CALUMB,Calyptridium umbellatum,not blooming,0,LCP,4,2013
N132,6/14/14,CALUMB,Calyptridium umbellatum,full bloom,2,AJR,1,2014
N132,6/25/14,CALUMB,Calyptridium umbellatum,full bloom,1,LTC,2,2014
N132,7/4/14,CALUMB,Calyptridium umbellatum,finishing bloom,1,KK,3,2014
N132,7/14/14,CALUMB,Calyptridium umbellatum,finishing bloom,1,LCP,4,2014
N133,7/8/13,CALUMB,Calyptridium umbellatum,full,2,CRP,1,2013
N133,7/11/13,CALUMB,Calyptridium umbellatum,full,2,GH,2,2013
N133,7/23/13,CALUMB,Calyptridium umbellatum,finishing,1,LCP,3,2013
N133,7/25/13,CALUMB,Calyptridium umbellatum,not blooming,0,GH,4,2013
N133,6/18/14,CALUMB,Calyptridium umbellatum,full bloom,1,LCP/KAK,1,2014
N133,7/7/14,CALUMB,Calyptridium umbellatum,not blooming,0,KK,2,2014
N133,7/10/14,CALUMB,Calyptridium umbellatum,finishing bloom,1,LCP,3,2014
N133,7/18/14,CALUMB,Calyptridium umbellatum,not blooming,0,LTC,4,2014
N137,7/9/13,CALUMB,Calyptridium umbellatum,finishing,1,CRP,1,2013
N137,7/12/13,CALUMB,Calyptridium umbellatum,finishing,1,GH,2,2013
N137,7/24/13,CALUMB,Calyptridium umbellatum,finishing,1,LCP,3,2013
N137,7/26/13,CALUMB,Calyptridium umbellatum,finishing,1,CRP,4,2013
N137,6/19/14,CALUMB,Calyptridium umbellatum,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,CALUMB,Calyptridium umbellatum,full bloom,1,LTC,2,2014
N137,7/10/14,CALUMB,Calyptridium umbellatum,full bloom,1,LTC,3,2014
N137,7/19/14,CALUMB,Calyptridium umbellatum,full bloom,1,LTC,4,2014
P37,6/28/13,CALUMB,Calyptridium umbellatum,full,1,CRP,1,2013
P37,7/13/13,CALUMB,Calyptridium umbellatum,not blooming,0,LCP,2,2013
P37,7/19/13,CALUMB,Calyptridium umbellatum,not blooming,0,GH,3,2013
P37,7/30/13,CALUMB,Calyptridium umbellatum,not blooming,0,GH,4,2013
P37,6/24/14,CALUMB,Calyptridium umbellatum,not blooming,0,KK,2,2014
P37,7/1/14,CALUMB,Calyptridium umbellatum,not blooming,0,LCP,3,2014
P37,7/13/14,CALUMB,Calyptridium umbellatum,,,LKM,4,2014
L21,6/26/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,LCP,1,2013
L21,7/13/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,LKM,2,2013
L21,7/17/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,LCP,3,2013
L21,7/30/13,CASAPP,Castilleja applegatei ssp. disticha,finishing,1,LCP,4,2013
L21,6/12/14,CASAPP,Castilleja applegatei ssp. disticha,full bloom,1,LKM,1,2014
L21,6/22/14,CASAPP,Castilleja applegatei ssp. disticha,full bloom,3,LCP/EK,2,2014
L21,7/3/14,CASAPP,Castilleja applegatei ssp. disticha,full bloom,2,KD,3,2014
L21,7/13/14,CASAPP,Castilleja applegatei ssp. disticha,finishing bloom,2,KC,4,2014
N131,6/30/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,CK,1,2013
N131,7/14/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,CRP,2,2013
N131,7/20/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,LCP,3,2013
N131,8/1/13,CASAPP,Castilleja applegatei ssp. disticha,finishing,2,CRP,4,2013
N131,6/14/14,CASAPP,Castilleja applegatei ssp. disticha,beginning to bloom to bloom,1,LCP,1,2014
N131,6/25/14,CASAPP,Castilleja applegatei ssp. disticha,full bloom,2,KK,2,2014
N131,7/4/14,CASAPP,Castilleja applegatei ssp. disticha,full bloom,2,MV/KD,3,2014
N131,7/14/14,CASAPP,Castilleja applegatei ssp. disticha,full bloom,2,KK,4,2014
N135,7/8/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,GH,1,2013
N135,7/11/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,LCP,2,2013
N135,7/22/13,CASAPP,Castilleja applegatei ssp. disticha,finishing,1,CRP,3,2013
N135,7/25/13,CASAPP,Castilleja applegatei ssp. disticha,finishing,1,LCP,4,2013
N135,6/18/14,CASAPP,Castilleja applegatei ssp. disticha,not blooming,0,LTC,1,2014
N135,7/6/14,CASAPP,Castilleja applegatei ssp. disticha,full bloom,2,KK,2,2014
N135,7/9/14,CASAPP,Castilleja applegatei ssp. disticha,finishing bloom,1,LCP,3,2014
N135,7/19/14,CASAPP,Castilleja applegatei ssp. disticha,not blooming,0,LCP,4,2014
P310,6/29/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,LCP,1,2013
P310,7/13/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,BES,2,2013
P310,7/17/13,CASAPP,Castilleja applegatei ssp. disticha,full,2,CRP,3,2013
P310,7/31/13,CASAPP,Castilleja applegatei ssp. disticha,finishing,1,GH,4,2013
P310,6/12/14,CASAPP,Castilleja applegatei ssp. disticha,not blooming,0,LCP,1,2014
P310,6/24/14,CASAPP,Castilleja applegatei ssp. disticha,not blooming,0,LCP,2,2014
P310,7/1/14,CASAPP,Castilleja applegatei ssp. disticha,not blooming,0,KK,3,2014
P310,7/13/14,CASAPP,Castilleja applegatei ssp. disticha,not blooming,0,CV,4,2014
L21,6/26/13,CEACOR,Ceanothus cordulatus,full,2,LCP,1,2013
L21,7/13/13,CEACOR,Ceanothus cordulatus,not blooming,0,LKM,2,2013
L21,7/17/13,CEACOR,Ceanothus cordulatus,not blooming,0,LCP,3,2013
L21,7/30/13,CEACOR,Ceanothus cordulatus,not blooming,0,LCP,4,2013
L21,6/12/14,CEACOR,Ceanothus cordulatus,full bloom,5,LKM,1,2014
L21,6/22/14,CEACOR,Ceanothus cordulatus,finishing bloom,4,LCP/EK,2,2014
L21,7/3/14,CEACOR,Ceanothus cordulatus,finishing bloom,4,KD,3,2014
L21,7/13/14,CEACOR,Ceanothus cordulatus,not blooming,0,KC,4,2014
L24,6/13/14,CEACOR,Ceanothus cordulatus,full bloom,3,LKM,1,2014
N131,6/30/13,CEACOR,Ceanothus cordulatus,finishing,3,CK,1,2013
N131,7/14/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,2,2013
N131,7/20/13,CEACOR,Ceanothus cordulatus,not blooming,0,LCP,3,2013
N131,8/1/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,4,2013
N131,6/14/14,CEACOR,Ceanothus cordulatus,full bloom,5,LCP,1,2014
N131,6/25/14,CEACOR,Ceanothus cordulatus,full bloom,4,KK,2,2014
N131,7/4/14,CEACOR,Ceanothus cordulatus,finishing bloom,5,MV/KD,3,2014
N131,7/14/14,CEACOR,Ceanothus cordulatus,finishing bloom,2,KK,4,2014
N133,7/8/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,1,2013
N133,7/11/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,2,2013
N133,7/23/13,CEACOR,Ceanothus cordulatus,not blooming,0,LCP,3,2013
N133,7/25/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,4,2013
N133,6/18/14,CEACOR,Ceanothus cordulatus,finishing bloom,5,LCP/KAK,1,2014
N133,7/7/14,CEACOR,Ceanothus cordulatus,finishing bloom,3,KK,2,2014
N133,7/10/14,CEACOR,Ceanothus cordulatus,finishing bloom,1,LCP,3,2014
N133,7/18/14,CEACOR,Ceanothus cordulatus,not blooming,4,LTC,4,2014
N134,6/17/14,CEACOR,Ceanothus cordulatus,full bloom,4,JPS,1,2014
N135,6/18/14,CEACOR,Ceanothus cordulatus,full bloom,2,LTC,1,2014
N137,7/9/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,1,2013
N137,7/12/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,2,2013
N137,7/24/13,CEACOR,Ceanothus cordulatus,not blooming,0,LCP,3,2013
N137,7/26/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,4,2013
N137,6/19/14,CEACOR,Ceanothus cordulatus,finishing bloom,2,LCP/KAK,1,2014
N137,7/7/14,CEACOR,Ceanothus cordulatus,finishing bloom,2,LTC,2,2014
N137,7/10/14,CEACOR,Ceanothus cordulatus,not blooming,0,LTC,3,2014
N137,7/19/14,CEACOR,Ceanothus cordulatus,not blooming,0,LTC,4,2014
P310,6/29/13,CEACOR,Ceanothus cordulatus,finishing,2,LCP,1,2013
P310,7/13/13,CEACOR,Ceanothus cordulatus,not blooming,0,BES,2,2013
P310,7/17/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,3,2013
P310,7/31/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,4,2013
P310,6/12/14,CEACOR,Ceanothus cordulatus,full bloom,4,LCP,1,2014
P310,6/24/14,CEACOR,Ceanothus cordulatus,finishing bloom,3,LCP,2,2014
P310,7/1/14,CEACOR,Ceanothus cordulatus,finishing bloom,5,KK,3,2014
P310,7/13/14,CEACOR,Ceanothus cordulatus,finishing bloom,3,CV,4,2014
P33,6/27/13,CEACOR,Ceanothus cordulatus,finishing,3,CRP,1,2013
P33,7/13/13,CEACOR,Ceanothus cordulatus,finishing,2,RW,2,2013
P33,7/18/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,3,2013
P33,7/29/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,4,2013
P33,6/12/14,CEACOR,Ceanothus cordulatus,full bloom,5,AJR,1,2014
P33,6/22/14,CEACOR,Ceanothus cordulatus,finishing bloom,3,LTC,2,2014
P33,7/2/14,CEACOR,Ceanothus cordulatus,finishing bloom,2,LCP,3,2014
P33,7/13/14,CEACOR,Ceanothus cordulatus,finishing bloom,1,LMH,4,2014
P37,6/28/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,1,2013
P37,7/13/13,CEACOR,Ceanothus cordulatus,not blooming,0,LCP,2,2013
P37,7/19/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,3,2013
P37,7/30/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,4,2013
P37,6/24/14,CEACOR,Ceanothus cordulatus,finishing bloom,3,KK,2,2014
P37,7/1/14,CEACOR,Ceanothus cordulatus,finishing bloom,2,LCP,3,2014
P37,7/13/14,CEACOR,Ceanothus cordulatus,,,LKM,4,2014
W04,6/30/13,CEACOR,Ceanothus cordulatus,not blooming,0,CRP,1,2013
W04,7/14/13,CEACOR,Ceanothus cordulatus,not blooming,0,LCP,2,2013
W04,7/20/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,3,2013
W04,8/1/13,CEACOR,Ceanothus cordulatus,not blooming,0,GH,4,2013
W04,6/14/14,CEACOR,Ceanothus cordulatus,full bloom,4,JPS/LTC,1,2014
W04,6/25/14,CEACOR,Ceanothus cordulatus,finishing bloom,2,LCP,2,2014
W04,7/4/14,CEACOR,Ceanothus cordulatus,finishing bloom,2,LCP,3,2014
W04,7/14/14,CEACOR,Ceanothus cordulatus,finishing bloom,5,LTC,4,2014
L21,6/26/13,CHADOU,Chaenactis douglasii var. douglasii,full,1,LCP,1,2013
L21,7/13/13,CHADOU,Chaenactis douglasii var. douglasii,full,1,LCP,2,2013
L21,7/17/13,CHADOU,Chaenactis douglasii var. douglasii,full,1,LKM,3,2013
L21,7/30/13,CHADOU,Chaenactis douglasii var. douglasii,finishing,1,LCP,4,2013
L21,6/12/14,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,LKM,1,2014
L21,6/22/14,CHADOU,Chaenactis douglasii var. douglasii,beginning to bloom to bloom,2,LCP/EK,2,2014
L21,7/3/14,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,KD,3,2014
L21,7/13/14,CHADOU,Chaenactis douglasii var. douglasii,finishing bloom,1,KC,4,2014
L33,6/29/13,CHADOU,Chaenactis douglasii var. douglasii,full,2,CRP,1,2013
L33,7/13/13,CHADOU,Chaenactis douglasii var. douglasii,finishing,1,GH,2,2013
L33,7/19/13,CHADOU,Chaenactis douglasii var. douglasii,finishing,1,LCP,3,2013
L33,7/31/13,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,CRP,4,2013
L33,6/13/14,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,AJR,1,2014
L33,6/23/14,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,LTC,2,2014
L33,7/3/14,CHADOU,Chaenactis douglasii var. douglasii,full bloom,2,KK,3,2014
L33,7/13/14,CHADOU,Chaenactis douglasii var. douglasii,finishing bloom,2,KK,4,2014
N131,6/14/14,CHADOU,Chaenactis douglasii var. douglasii,beginning to bloom to bloom,2,LCP,1,2014
P24,6/27/13,CHADOU,Chaenactis douglasii var. douglasii,full,2,CC,1,2013
P24,7/13/13,CHADOU,Chaenactis douglasii var. douglasii,finishing,2,CRP,2,2013
P24,7/19/13,CHADOU,Chaenactis douglasii var. douglasii,finishing,2,CRP,3,2013
P24,7/29/13,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,GH,4,2013
P24,6/12/14,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,JPS,1,2014
P24,6/23/14,CHADOU,Chaenactis douglasii var. douglasii,beginning to bloom to bloom,1,KK,2,2014
P24,7/2/14,CHADOU,Chaenactis douglasii var. douglasii,finishing bloom,1,KK,3,2014
P24,7/13/14,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,MRM,4,2014
P37,6/28/13,CHADOU,Chaenactis douglasii var. douglasii,full,1,CRP,1,2013
P37,7/13/13,CHADOU,Chaenactis douglasii var. douglasii,full,1,LCP,2,2013
P37,7/19/13,CHADOU,Chaenactis douglasii var. douglasii,finishing,1,GH,3,2013
P37,7/30/13,CHADOU,Chaenactis douglasii var. douglasii,not blooming,0,GH,4,2013
P37,6/24/14,CHADOU,Chaenactis douglasii var. douglasii,full bloom,3,KK,2,2014
P37,7/1/14,CHADOU,Chaenactis douglasii var. douglasii,full bloom,1,LCP,3,2014
P37,7/13/14,CHADOU,Chaenactis douglasii var. douglasii,,,LKM,4,2014
L21,6/26/13,CIRAND,Cirsium andersonii,not blooming,0,LCP,1,2013
L21,7/13/13,CIRAND,Cirsium andersonii,beginning to bloom,1,LKM,2,2013
L21,7/17/13,CIRAND,Cirsium andersonii,beginning to bloom,2,LCP,3,2013
L21,7/30/13,CIRAND,Cirsium andersonii,finishing,2,LCP,4,2013
L21,6/12/14,CIRAND,Cirsium andersonii,not blooming,0,LKM,1,2014
L21,6/22/14,CIRAND,Cirsium andersonii,not blooming,0,LCP/EK,2,2014
L21,7/3/14,CIRAND,Cirsium andersonii,full bloom,2,KD,3,2014
L21,7/13/14,CIRAND,Cirsium andersonii,full bloom,2,KC,4,2014
L35,6/27/13,CIRAND,Cirsium andersonii,not blooming,0,LCP,1,2013
L35,7/13/13,CIRAND,Cirsium andersonii,not blooming,0,SH,2,2013
L35,7/18/13,CIRAND,Cirsium andersonii,beginning to bloom,1,CRP,3,2013
L35,7/29/13,CIRAND,Cirsium andersonii,not blooming,0,LCP,4,2013
L35,6/22/14,CIRAND,Cirsium andersonii,not blooming,0,KK,2,2014
L35,7/3/14,CIRAND,Cirsium andersonii,beginning to bloom to bloom,1,MV,3,2014
L35,7/13/14,CIRAND,Cirsium andersonii,full bloom,1,LCP,4,2014
P24,7/13/14,CIRAND,Cirsium andersonii,beginning to bloom to bloom,1,MRM,4,2014
P33,6/27/13,CIRAND,Cirsium andersonii,not blooming,0,CRP,1,2013
P33,7/13/13,CIRAND,Cirsium andersonii,beginning to bloom,1,RW,2,2013
P33,7/18/13,CIRAND,Cirsium andersonii,beginning to bloom,1,GH,3,2013
P33,7/29/13,CIRAND,Cirsium andersonii,full,2,CRP,4,2013
P33,6/12/14,CIRAND,Cirsium andersonii,not blooming,0,AJR,1,2014
P33,6/22/14,CIRAND,Cirsium andersonii,not blooming,0,LTC,2,2014
P33,7/2/14,CIRAND,Cirsium andersonii,not blooming,0,LCP,3,2014
P33,7/13/14,CIRAND,Cirsium andersonii,beginning to bloom to bloom,1,LMH,4,2014
L21,6/12/14,COLTOR,Collinsia torreyi var. torreyi,full bloom,2,LKM,1,2014
L21,6/22/14,COLTOR,Collinsia torreyi var. torreyi,finishing bloom,1,LCP/EK,2,2014
L24,6/27/13,COLTOR,Collinsia torreyi var. torreyi,full,1,LKM,1,2013
L24,7/13/13,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,SB,2,2013
L24,7/18/13,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,LCP,3,2013
L24,7/31/13,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,LCP,4,2013
L24,6/13/14,COLTOR,Collinsia torreyi var. torreyi,full bloom,2,LKM,1,2014
L24,6/23/14,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,LCP/EK,2,2014
L24,7/2/14,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,MV/KD,3,2014
L24,7/13/14,COLTOR,Collinsia torreyi var. torreyi,finishing bloom,1,LTC,4,2014
L33,6/13/14,COLTOR,Collinsia torreyi var. torreyi,full bloom,1,AJR,1,2014
N137,7/9/13,COLTOR,Collinsia torreyi var. torreyi,finishing,4,CRP,1,2013
N137,7/12/13,COLTOR,Collinsia torreyi var. torreyi,finishing,4,GH,2,2013
N137,7/24/13,COLTOR,Collinsia torreyi var. torreyi,finishing,1,LCP,3,2013
N137,7/26/13,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,CRP,4,2013
N137,6/19/14,COLTOR,Collinsia torreyi var. torreyi,full bloom,1,LCP/KAK,1,2014
N137,7/7/14,COLTOR,Collinsia torreyi var. torreyi,full bloom,1,LTC,2,2014
N137,7/10/14,COLTOR,Collinsia torreyi var. torreyi,finishing bloom,0,LTC,3,2014
N137,7/19/14,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,LTC,4,2014
N139,6/18/14,COLTOR,Collinsia torreyi var. torreyi,full bloom,3,JPS,1,2014
P24,6/27/13,COLTOR,Collinsia torreyi var. torreyi,finishing,1,CC,1,2013
P24,7/13/13,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,CRP,2,2013
P24,7/19/13,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,CRP,3,2013
P24,7/29/13,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,GH,4,2013
P24,6/12/14,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,JPS,1,2014
P24,6/23/14,COLTOR,Collinsia torreyi var. torreyi,full bloom,3,KK,2,2014
P24,7/2/14,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,KK,3,2014
P24,7/13/14,COLTOR,Collinsia torreyi var. torreyi,not blooming,0,MRM,4,2014
L21,6/26/13,COLGRA,Collomia grandiflora,beginning to bloom,1,LCP,1,2013
L21,7/13/13,COLGRA,Collomia grandiflora,full,2,LKM,2,2013
L21,7/17/13,COLGRA,Collomia grandiflora,finishing,2,LCP,3,2013
L21,7/30/13,COLGRA,Collomia grandiflora,finishing,1,LCP,4,2013
L21,6/12/14,COLGRA,Collomia grandiflora,not blooming,0,LKM,1,2014
L21,6/22/14,COLGRA,Collomia grandiflora,not blooming,0,LCP/EK,2,2014
L21,7/3/14,COLGRA,Collomia grandiflora,not blooming,0,KD,3,2014
L21,7/13/14,COLGRA,Collomia grandiflora,full bloom,2,KC,4,2014
L24,6/27/13,COLGRA,Collomia grandiflora,not blooming,0,LKM,1,2013
L24,7/13/13,COLGRA,Collomia grandiflora,full,1,SB,2,2013
L24,7/18/13,COLGRA,Collomia grandiflora,finishing,1,LCP,3,2013
L24,7/31/13,COLGRA,Collomia grandiflora,finishing,1,LCP,4,2013
L24,6/13/14,COLGRA,Collomia grandiflora,not blooming,0,LKM,1,2014
L24,6/23/14,COLGRA,Collomia grandiflora,not blooming,0,LCP/EK,2,2014
L24,7/2/14,COLGRA,Collomia grandiflora,finishing bloom,1,MV/KD,3,2014
L24,7/13/14,COLGRA,Collomia grandiflora,not blooming,0,LTC,4,2014
L35,7/3/14,COLGRA,Collomia grandiflora,full bloom,1,MV,3,2014
N137,7/9/13,CYMTER,Cymopterus terebinthinus,full,4,CRP,1,2013
N137,7/12/13,CYMTER,Cymopterus terebinthinus,full,4,GH,2,2013
N137,7/24/13,CYMTER,Cymopterus terebinthinus,finishing,2,LCP,3,2013
N137,7/26/13,CYMTER,Cymopterus terebinthinus,finishing,2,CRP,4,2013
N137,6/19/14,CYMTER,Cymopterus terebinthinus,beginning to bloom to bloom,2,LCP/KAK,1,2014
N137,7/7/14,CYMTER,Cymopterus terebinthinus,full bloom,3,LTC,2,2014
N137,7/10/14,CYMTER,Cymopterus terebinthinus,full bloom,3,LTC,3,2014
N137,7/19/14,CYMTER,Cymopterus terebinthinus,full bloom,3,LTC,4,2014
L21,6/26/13,Delphinium sp.,Delphinium sp.,full,1,LCP,1,2013
L21,7/13/13,Delphinium sp.,Delphinium sp.,not blooming,0,LKM,2,2013
L21,7/17/13,Delphinium sp.,Delphinium sp.,not blooming,0,LCP,3,2013
L21,7/30/13,Delphinium sp.,Delphinium sp.,not blooming,0,LCP,4,2013
L21,6/12/14,Delphinium sp.,Delphinium sp.,full bloom,2,LKM,1,2014
L21,6/22/14,Delphinium sp.,Delphinium sp.,full bloom,2,LCP/EK,2,2014
L21,7/3/14,Delphinium sp.,Delphinium sp.,finishing bloom,1,KD,3,2014
L21,7/13/14,Delphinium sp.,Delphinium sp.,not blooming,0,KC,4,2014
L24,6/13/14,Delphinium sp.,Delphinium sp.,full bloom,2,LKM,1,2014
L35,6/27/13,Delphinium sp.,Delphinium sp.,full,1,LCP,1,2013
L35,7/13/13,Delphinium sp.,Delphinium sp.,not blooming,0,SH,2,2013
L35,7/18/13,Delphinium sp.,Delphinium sp.,not blooming,0,CRP,3,2013
L35,7/29/13,Delphinium sp.,Delphinium sp.,not blooming,0,LCP,4,2013
L35,6/22/14,Delphinium sp.,Delphinium sp.,full bloom,2,KK,2,2014
L35,7/3/14,Delphinium sp.,Delphinium sp.,finishing bloom,1,MV,3,2014
L35,7/13/14,Delphinium sp.,Delphinium sp.,not blooming,0,LCP,4,2014
L24,6/27/13,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom,1,LKM,1,2013
L24,7/13/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,1,SB,2,2013
L24,7/18/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,1,LCP,3,2013
L24,7/31/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,1,LCP,4,2013
L24,6/13/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LKM,1,2014
L24,6/23/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP/EK,2,2014
L24,7/2/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,MV/KD,3,2014
L24,7/13/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LTC,4,2014
L35,6/27/13,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP,1,2013
L35,7/13/13,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom,2,SH,2,2013
L35,7/18/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,2,CRP,3,2013
L35,7/29/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,2,LCP,4,2013
L35,6/22/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,KK,2,2014
L35,7/3/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,MV,3,2014
L35,7/13/14,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom to bloom,1,LCP,4,2014
N134,7/8/13,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom,3,LCP,1,2013
N134,7/11/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,3,CRP,2,2013
N134,7/22/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,3,GH,3,2013
N134,7/25/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,3,CRP,4,2013
N134,6/17/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,3,JPS,1,2014
N134,7/6/14,EPIANG,Epilobium angustifloium ssp. circumvagum,full bloom,3,LCP,2,2014
N134,7/9/14,EPIANG,Epilobium angustifloium ssp. circumvagum,full bloom,4,KK,3,2014
N134,7/17/14,EPIANG,Epilobium angustifloium ssp. circumvagum,full bloom,4,LCP,4,2014
N136,7/9/13,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom,1,GH,1,2013
N136,7/12/13,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom,1,LCP,2,2013
N136,7/24/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,2,CRP,3,2013
N136,7/26/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,1,LCP,4,2013
N136,6/17/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LTC,1,2014
N136,7/7/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP,2,2014
N136,7/10/14,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing bloom,2,KK,3,2014
N136,7/17/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LTC,4,2014
N137,7/9/13,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,CRP,1,2013
N137,7/12/13,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,GH,2,2013
N137,7/24/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,2,LCP,3,2013
N137,7/26/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,2,CRP,4,2013
N137,6/19/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LTC,2,2014
N137,7/10/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LTC,3,2014
N137,7/19/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LTC,4,2014
P33,6/27/13,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,CRP,1,2013
P33,7/13/13,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,RW,2,2013
P33,7/18/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,1,GH,3,2013
P33,7/29/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,1,CRP,4,2013
