Site,Date,FieldPlantSp,PlantSp,BloomStatus,NumFlower,Collector,SampleRound,Year
L33,7/13/14,GAYDIF,Gayophytum diffusum,finishing bloom,2,KK,4,2014
L35,6/27/13,GAYDIF,Gayophytum diffusum,full,2,LCP,1,2013
L35,7/13/13,GAYDIF,Gayophytum diffusum,full,2,SH,2,2013
L35,7/18/13,GAYDIF,Gayophytum diffusum,full,2,CRP,3,2013
L35,7/29/13,GAYDIF,Gayophytum diffusum,full,2,LCP,4,2013
L35,6/22/14,GAYDIF,Gayophytum diffusum,not blooming,0,KK,2,2014
L35,7/3/14,GAYDIF,Gayophytum diffusum,full bloom,2,MV,3,2014
L35,7/13/14,GAYDIF,Gayophytum diffusum,full bloom,3,LCP,4,2014
N131,6/30/13,GAYDIF,Gayophytum diffusum,full,3,CK,1,2013
N131,7/14/13,GAYDIF,Gayophytum diffusum,full,3,CRP,2,2013
N131,7/20/13,GAYDIF,Gayophytum diffusum,full,3,LCP,3,2013
N131,8/1/13,GAYDIF,Gayophytum diffusum,full,3,CRP,4,2013
N131,6/14/14,GAYDIF,Gayophytum diffusum,not blooming,0,LCP,1,2014
N131,6/25/14,GAYDIF,Gayophytum diffusum,beginning to bloom to bloom,1,KK,2,2014
N131,7/4/14,GAYDIF,Gayophytum diffusum,full bloom,2,MV/KD,3,2014
N131,7/14/14,GAYDIF,Gayophytum diffusum,full bloom,2,KK,4,2014
N132,6/30/13,GAYDIF,Gayophytum diffusum,full,1,LCP,1,2013
N132,7/14/13,GAYDIF,Gayophytum diffusum,full,1,GH,2,2013
N132,7/20/13,GAYDIF,Gayophytum diffusum,full,1,CRP,3,2013
N132,8/1/13,GAYDIF,Gayophytum diffusum,finishing,1,LCP,4,2013
N132,6/14/14,GAYDIF,Gayophytum diffusum,not blooming,0,AJR,1,2014
N132,6/25/14,GAYDIF,Gayophytum diffusum,not blooming,0,LTC,2,2014
N132,7/4/14,GAYDIF,Gayophytum diffusum,full bloom,3,KK,3,2014
N132,7/14/14,GAYDIF,Gayophytum diffusum,full bloom,2,LCP,4,2014
N133,7/8/13,GAYDIF,Gayophytum diffusum,full,4,CRP,1,2013
N133,7/11/13,GAYDIF,Gayophytum diffusum,full,4,GH,2,2013
N133,7/23/13,GAYDIF,Gayophytum diffusum,full,4,LCP,3,2013
N133,7/25/13,GAYDIF,Gayophytum diffusum,full,4,GH,4,2013
N133,6/18/14,GAYDIF,Gayophytum diffusum,not blooming,0,LCP/KAK,1,2014
N133,7/7/14,GAYDIF,Gayophytum diffusum,full bloom,3,KK,2,2014
N133,7/10/14,GAYDIF,Gayophytum diffusum,full bloom,3,LCP,3,2014
N133,7/18/14,GAYDIF,Gayophytum diffusum,full bloom,3,LTC,4,2014
N134,7/8/13,GAYDIF,Gayophytum diffusum,full,2,LCP,1,2013
N134,7/11/13,GAYDIF,Gayophytum diffusum,full,2,CRP,2,2013
N134,7/22/13,GAYDIF,Gayophytum diffusum,full,2,GH,3,2013
N134,7/25/13,GAYDIF,Gayophytum diffusum,full,2,CRP,4,2013
N134,6/17/14,GAYDIF,Gayophytum diffusum,full bloom,3,JPS,1,2014
N134,7/6/14,GAYDIF,Gayophytum diffusum,full bloom,1,LCP,2,2014
N134,7/9/14,GAYDIF,Gayophytum diffusum,full bloom,3,KK,3,2014
N134,7/17/14,GAYDIF,Gayophytum diffusum,full bloom,2,LCP,4,2014
N135,7/8/13,GAYDIF,Gayophytum diffusum,full,3,GH,1,2013
N135,7/11/13,GAYDIF,Gayophytum diffusum,full,3,LCP,2,2013
N135,7/22/13,GAYDIF,Gayophytum diffusum,full,3,CRP,3,2013
N135,7/25/13,GAYDIF,Gayophytum diffusum,finishing,2,LCP,4,2013
N135,6/18/14,GAYDIF,Gayophytum diffusum,full bloom,2,LTC,1,2014
N135,7/6/14,GAYDIF,Gayophytum diffusum,full bloom,4,KK,2,2014
N135,7/9/14,GAYDIF,Gayophytum diffusum,full bloom,2,LCP,3,2014
N135,7/19/14,GAYDIF,Gayophytum diffusum,full bloom,2,LCP,4,2014
N137,7/9/13,GAYDIF,Gayophytum diffusum,full,4,CRP,1,2013
N137,7/12/13,GAYDIF,Gayophytum diffusum,full,4,GH,2,2013
N137,7/24/13,GAYDIF,Gayophytum diffusum,full,4,LCP,3,2013
N137,7/26/13,GAYDIF,Gayophytum diffusum,full,4,CRP,4,2013
N137,6/19/14,GAYDIF,Gayophytum diffusum,beginning to bloom to bloom,1,LCP/KAK,1,2014
N137,7/7/14,GAYDIF,Gayophytum diffusum,not blooming,0,LTC,2,2014
N137,7/10/14,GAYDIF,Gayophytum diffusum,full bloom,2,LTC,3,2014
N137,7/19/14,GAYDIF,Gayophytum diffusum,full bloom,2,LTC,4,2014
P24,6/27/13,GAYDIF,Gayophytum diffusum,full,3,CC,1,2013
P24,7/13/13,GAYDIF,Gayophytum diffusum,full,3,CRP,2,2013
P24,7/19/13,GAYDIF,Gayophytum diffusum,full,3,CRP,3,2013
P24,7/29/13,GAYDIF,Gayophytum diffusum,full,3,GH,4,2013
P24,6/12/14,GAYDIF,Gayophytum diffusum,not blooming,0,JPS,1,2014
P24,6/23/14,GAYDIF,Gayophytum diffusum,not blooming,0,KK,2,2014
P24,7/2/14,GAYDIF,Gayophytum diffusum,full bloom,2,KK,3,2014
P24,7/13/14,GAYDIF,Gayophytum diffusum,beginning to bloom to bloom,2,MRM,4,2014
P33,6/27/13,GAYDIF,Gayophytum diffusum,full,3,CRP,1,2013
P33,7/13/13,GAYDIF,Gayophytum diffusum,full,3,RW,2,2013
P33,7/18/13,GAYDIF,Gayophytum diffusum,full,3,GH,3,2013
P33,7/29/13,GAYDIF,Gayophytum diffusum,full,4,CRP,4,2013
P33,6/12/14,GAYDIF,Gayophytum diffusum,not blooming,0,AJR,1,2014
P33,6/22/14,GAYDIF,Gayophytum diffusum,not blooming,0,LTC,2,2014
P33,7/2/14,GAYDIF,Gayophytum diffusum,not blooming,0,LCP,3,2014
P33,7/13/14,GAYDIF,Gayophytum diffusum,not blooming,0,LMH,4,2014
P37,6/28/13,GAYDIF,Gayophytum diffusum,full,2,CRP,1,2013
P37,7/13/13,GAYDIF,Gayophytum diffusum,full,2,LCP,2,2013
P37,7/19/13,GAYDIF,Gayophytum diffusum,full,2,GH,3,2013
P37,7/30/13,GAYDIF,Gayophytum diffusum,full,2,GH,4,2013
P37,6/13/14,GAYDIF,Gayophytum diffusum,full bloom,2,JPS/LTC,1,2014
P37,6/24/14,GAYDIF,Gayophytum diffusum,full bloom,2,KK,2,2014
P37,7/1/14,GAYDIF,Gayophytum diffusum,beginning to bloom to bloom,1,LCP,3,2014
P37,7/13/14,GAYDIF,Gayophytum diffusum,,,LKM,4,2014
P43,6/28/13,GAYDIF,Gayophytum diffusum,full,4,LCP,1,2013
P43,7/13/13,GAYDIF,Gayophytum diffusum,full,4,TS,2,2013
P43,7/17/13,GAYDIF,Gayophytum diffusum,full,4,GH,3,2013
P43,7/30/13,GAYDIF,Gayophytum diffusum,finishing,2,CRP,4,2013
P43,6/13/14,GAYDIF,Gayophytum diffusum,not blooming,0,LCP,1,2014
P43,6/24/14,GAYDIF,Gayophytum diffusum,not blooming,0,LTC,2,2014
P43,7/3/14,GAYDIF,Gayophytum diffusum,full bloom,2,LCP,3,2014
P43,7/13/14,GAYDIF,Gayophytum diffusum,full bloom,2,PG,4,2014
W04,6/30/13,GAYDIF,Gayophytum diffusum,full,2,CRP,1,2013
W04,7/14/13,GAYDIF,Gayophytum diffusum,full,2,LCP,2,2013
W04,7/20/13,GAYDIF,Gayophytum diffusum,full,2,GH,3,2013
W04,8/1/13,GAYDIF,Gayophytum diffusum,full,4,GH,4,2013
W04,6/14/14,GAYDIF,Gayophytum diffusum,not blooming,0,JPS/LTC,1,2014
W04,6/25/14,GAYDIF,Gayophytum diffusum,not blooming,0,LCP,2,2014
W04,7/4/14,GAYDIF,Gayophytum diffusum,full bloom,1,LCP,3,2014
W04,7/14/14,GAYDIF,Gayophytum diffusum,full bloom,3,LTC,4,2014
L24,6/27/13,GAYERI,Gayophytum eriospermum,full,2,LKM,1,2013
L24,7/13/13,GAYERI,Gayophytum eriospermum,full,2,SB,2,2013
L24,7/18/13,GAYERI,Gayophytum eriospermum,full,2,LCP,3,2013
L24,7/31/13,GAYERI,Gayophytum eriospermum,finishing,2,LCP,4,2013
L24,6/13/14,GAYERI,Gayophytum eriospermum,not blooming,0,LKM,1,2014
L24,6/23/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP/EK,2,2014
L24,7/2/14,GAYERI,Gayophytum eriospermum,not blooming,0,MV/KD,3,2014
L24,7/13/14,GAYERI,Gayophytum eriospermum,full bloom,3,LTC,4,2014
L33,6/29/13,GAYERI,Gayophytum eriospermum,full,1,CRP,1,2013
L33,7/13/13,GAYERI,Gayophytum eriospermum,full,1,GH,2,2013
L33,7/19/13,GAYERI,Gayophytum eriospermum,full,1,LCP,3,2013
L33,7/31/13,GAYERI,Gayophytum eriospermum,full,1,CRP,4,2013
L33,6/13/14,GAYERI,Gayophytum eriospermum,full bloom,1,AJR,1,2014
L33,6/23/14,GAYERI,Gayophytum eriospermum,full bloom,2,LTC,2,2014
L33,7/3/14,GAYERI,Gayophytum eriospermum,full bloom,2,KK,3,2014
L33,7/13/14,GAYERI,Gayophytum eriospermum,full bloom,2,KK,4,2014
N131,6/30/13,GAYERI,Gayophytum eriospermum,full,3,CK,1,2013
N131,7/14/13,GAYERI,Gayophytum eriospermum,full,4,CRP,2,2013
N131,7/20/13,GAYERI,Gayophytum eriospermum,full,3,LCP,3,2013
N131,8/1/13,GAYERI,Gayophytum eriospermum,full,3,CRP,4,2013
N131,6/14/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP,1,2014
N131,6/25/14,GAYERI,Gayophytum eriospermum,beginning to bloom to bloom,2,KK,2,2014
N131,7/4/14,GAYERI,Gayophytum eriospermum,full bloom,2,MV/KD,3,2014
N131,7/14/14,GAYERI,Gayophytum eriospermum,full bloom,3,KK,4,2014
N132,6/30/13,GAYERI,Gayophytum eriospermum,full,4,LCP,1,2013
N132,7/14/13,GAYERI,Gayophytum eriospermum,full,4,GH,2,2013
N132,7/20/13,GAYERI,Gayophytum eriospermum,full,4,CRP,3,2013
N132,8/1/13,GAYERI,Gayophytum eriospermum,finishing,3,LCP,4,2013
N132,6/14/14,GAYERI,Gayophytum eriospermum,not blooming,0,AJR,1,2014
N132,6/25/14,GAYERI,Gayophytum eriospermum,full bloom,2,LTC,2,2014
N132,7/4/14,GAYERI,Gayophytum eriospermum,full bloom,2,KK,3,2014
N132,7/14/14,GAYERI,Gayophytum eriospermum,full bloom,4,LCP,4,2014
N133,7/8/13,GAYERI,Gayophytum eriospermum,full,4,CRP,1,2013
N133,7/11/13,GAYERI,Gayophytum eriospermum,full,4,GH,2,2013
N133,7/23/13,GAYERI,Gayophytum eriospermum,full,4,LCP,3,2013
N133,7/25/13,GAYERI,Gayophytum eriospermum,full,4,GH,4,2013
N133,6/18/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP/KAK,1,2014
N133,7/7/14,GAYERI,Gayophytum eriospermum,full bloom,2,KK,2,2014
N133,7/10/14,GAYERI,Gayophytum eriospermum,full bloom,2,LCP,3,2014
N133,7/18/14,GAYERI,Gayophytum eriospermum,full bloom,3,LTC,4,2014
N134,7/8/13,GAYERI,Gayophytum eriospermum,full,3,LCP,1,2013
N134,7/11/13,GAYERI,Gayophytum eriospermum,full,3,CRP,2,2013
N134,7/22/13,GAYERI,Gayophytum eriospermum,full,3,GH,3,2013
N134,7/25/13,GAYERI,Gayophytum eriospermum,full,3,CRP,4,2013
N134,6/17/14,GAYERI,Gayophytum eriospermum,full bloom,3,JPS,1,2014
N134,7/6/14,GAYERI,Gayophytum eriospermum,full bloom,2,LCP,2,2014
N134,7/9/14,GAYERI,Gayophytum eriospermum,full bloom,3,KK,3,2014
N134,7/17/14,GAYERI,Gayophytum eriospermum,full bloom,2,LCP,4,2014
N135,7/8/13,GAYERI,Gayophytum eriospermum,full,1,GH,1,2013
N135,7/11/13,GAYERI,Gayophytum eriospermum,full,1,LCP,2,2013
N135,7/22/13,GAYERI,Gayophytum eriospermum,full,2,CRP,3,2013
N135,7/25/13,GAYERI,Gayophytum eriospermum,full,2,LCP,4,2013
N135,6/18/14,GAYERI,Gayophytum eriospermum,not blooming,0,LTC,1,2014
N135,7/6/14,GAYERI,Gayophytum eriospermum,full bloom,4,KK,2,2014
N135,7/9/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP,3,2014
N135,7/19/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP,4,2014
N137,7/9/13,GAYERI,Gayophytum eriospermum,full,5,CRP,1,2013
N137,7/12/13,GAYERI,Gayophytum eriospermum,full,5,GH,2,2013
N137,7/24/13,GAYERI,Gayophytum eriospermum,full,5,LCP,3,2013
N137,7/26/13,GAYERI,Gayophytum eriospermum,full,5,CRP,4,2013
N137,6/19/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,GAYERI,Gayophytum eriospermum,full bloom,2,LTC,2,2014
N137,7/10/14,GAYERI,Gayophytum eriospermum,full bloom,2,LTC,3,2014
N137,7/19/14,GAYERI,Gayophytum eriospermum,full bloom,2,LTC,4,2014
N139,7/9/13,GAYERI,Gayophytum eriospermum,full,3,LCP,1,2013
N139,7/12/13,GAYERI,Gayophytum eriospermum,full,3,CRP,2,2013
N139,7/24/13,GAYERI,Gayophytum eriospermum,full,3,GH,3,2013
N139,7/26/13,GAYERI,Gayophytum eriospermum,full,3,GH,4,2013
N139,6/18/14,GAYERI,Gayophytum eriospermum,full bloom,3,JPS,1,2014
N139,7/6/14,GAYERI,Gayophytum eriospermum,full bloom,4,LTC,2,2014
N139,7/9/14,GAYERI,Gayophytum eriospermum,full bloom,3,LTC,3,2014
N139,7/18/14,GAYERI,Gayophytum eriospermum,full bloom,2,LCP,4,2014
P310,6/29/13,GAYERI,Gayophytum eriospermum,full,3,LCP,1,2013
P310,7/13/13,GAYERI,Gayophytum eriospermum,full,3,BES,2,2013
P310,7/17/13,GAYERI,Gayophytum eriospermum,full,3,CRP,3,2013
P310,7/31/13,GAYERI,Gayophytum eriospermum,full,3,GH,4,2013
P310,6/12/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP,1,2014
P310,6/24/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP,2,2014
P310,7/1/14,GAYERI,Gayophytum eriospermum,beginning to bloom to bloom,2,KK,3,2014
P310,7/13/14,GAYERI,Gayophytum eriospermum,finishing bloom,2,CV,4,2014
P33,6/27/13,GAYERI,Gayophytum eriospermum,full,2,CRP,1,2013
P33,7/13/13,GAYERI,Gayophytum eriospermum,full,2,RW,2,2013
P33,7/18/13,GAYERI,Gayophytum eriospermum,full,2,GH,3,2013
P33,7/29/13,GAYERI,Gayophytum eriospermum,full,3,CRP,4,2013
P33,6/12/14,GAYERI,Gayophytum eriospermum,not blooming,0,AJR,1,2014
P33,6/22/14,GAYERI,Gayophytum eriospermum,not blooming,0,LTC,2,2014
P33,7/2/14,GAYERI,Gayophytum eriospermum,full bloom,1,LCP,3,2014
P33,7/13/14,GAYERI,Gayophytum eriospermum,full bloom,2,LMH,4,2014
P37,7/1/14,GAYERI,Gayophytum eriospermum,beginning to bloom to bloom,1,LCP,3,2014
W04,6/30/13,GAYERI,Gayophytum eriospermum,full,1,CRP,1,2013
W04,7/14/13,GAYERI,Gayophytum eriospermum,full,1,LCP,2,2013
W04,7/20/13,GAYERI,Gayophytum eriospermum,full,1,GH,3,2013
W04,8/1/13,GAYERI,Gayophytum eriospermum,full,3,GH,4,2013
W04,6/14/14,GAYERI,Gayophytum eriospermum,not blooming,0,JPS/LTC,1,2014
W04,6/25/14,GAYERI,Gayophytum eriospermum,not blooming,0,LCP,2,2014
W04,7/4/14,GAYERI,Gayophytum eriospermum,full bloom,1,LCP,3,2014
W04,7/14/14,GAYERI,Gayophytum eriospermum,full bloom,3,LTC,4,2014
L35,6/12/14,GERRIC,Geranium richardsonii,full bloom,1,LTC,1,2014
L35,7/3/14,GERRIC,Geranium richardsonii,full bloom,1,MV,3,2014
N136,7/9/13,GERRIC,Geranium richardsonii,full,3,GH,1,2013
N136,7/12/13,GERRIC,Geranium richardsonii,full,3,LCP,2,2013
N136,7/24/13,GERRIC,Geranium richardsonii,full,3,CRP,3,2013
N136,7/26/13,GERRIC,Geranium richardsonii,finishing,2,LCP,4,2013
N136,6/17/14,GERRIC,Geranium richardsonii,full bloom,3,LTC,1,2014
N136,7/7/14,GERRIC,Geranium richardsonii,full bloom,3,LCP,2,2014
N136,7/10/14,GERRIC,Geranium richardsonii,full bloom,4,KK,3,2014
N136,7/17/14,GERRIC,Geranium richardsonii,full bloom,4,LTC,4,2014
N137,7/9/13,HACMIC,Hackelia micrantha,full,2,CRP,1,2013
N137,7/12/13,HACMIC,Hackelia micrantha,full,2,GH,2,2013
N137,7/24/13,HACMIC,Hackelia micrantha,finishing,1,LCP,3,2013
N137,7/26/13,HACMIC,Hackelia micrantha,finishing,1,CRP,4,2013
N137,6/19/14,HACMIC,Hackelia micrantha,full bloom,2,LCP/KAK,1,2014
N137,7/7/14,HACMIC,Hackelia micrantha,not blooming,0,LTC,2,2014
N137,7/10/14,HACMIC,Hackelia micrantha,not blooming,0,LTC,3,2014
N137,7/19/14,HACMIC,Hackelia micrantha,not blooming,0,LTC,4,2014
P310,6/24/14,HACMIC,Hackelia micrantha,not blooming,0,LCP,2,2014
P33,6/27/13,HACMIC,Hackelia micrantha,full,2,CRP,1,2013
P33,7/13/13,HACMIC,Hackelia micrantha,finishing,1,RW,2,2013
P33,7/18/13,HACMIC,Hackelia micrantha,finishing,1,GH,3,2013
P33,7/29/13,HACMIC,Hackelia micrantha,finishing,1,CRP,4,2013
P33,6/12/14,HACMIC,Hackelia micrantha,,1,AJR,1,2014
P33,6/22/14,HACMIC,Hackelia micrantha,full bloom,2,LTC,2,2014
P33,7/2/14,HACMIC,Hackelia micrantha,finishing bloom,2,LCP,3,2014
P33,7/13/14,HACMIC,Hackelia micrantha,not blooming,0,LMH,4,2014
P310,6/12/14,HACMUN,Hackelia mundula,full bloom,2,LCP,1,2014
N136,7/9/13,HERMAX,Heracleum lanatum,full,2,GH,1,2013
N136,7/12/13,HERMAX,Heracleum lanatum,full,2,LCP,2,2013
N136,7/24/13,HERMAX,Heracleum lanatum,finishing,2,CRP,3,2013
N136,7/26/13,HERMAX,Heracleum lanatum,finishing,1,LCP,4,2013
N136,6/17/14,HERMAX,Heracleum lanatum,not blooming,0,LTC,1,2014
N136,7/7/14,HERMAX,Heracleum lanatum,beginning to bloom to bloom,1,LCP,2,2014
N136,7/10/14,HERMAX,Heracleum lanatum,not blooming,0,KK,3,2014
N136,7/17/14,HERMAX,Heracleum lanatum,beginning to bloom to bloom,1,LTC,4,2014
L24,6/27/13,HIEALB,Hieracium albiflorum,full,1,LKM,1,2013
L24,7/13/13,HIEALB,Hieracium albiflorum,full,1,SB,2,2013
L24,7/18/13,HIEALB,Hieracium albiflorum,full,1,LCP,3,2013
L24,7/31/13,HIEALB,Hieracium albiflorum,finishing,1,LCP,4,2013
L24,6/13/14,HIEALB,Hieracium albiflorum,not blooming,0,LKM,1,2014
L24,6/23/14,HIEALB,Hieracium albiflorum,not blooming,0,LCP/EK,2,2014
L24,7/2/14,HIEALB,Hieracium albiflorum,not blooming,0,MV/KD,3,2014
L24,7/13/14,HIEALB,Hieracium albiflorum,not blooming,0,LTC,4,2014
N134,7/8/13,HIEALB,Hieracium albiflorum,full,2,LCP,1,2013
N134,7/11/13,HIEALB,Hieracium albiflorum,full,2,CRP,2,2013
N134,7/22/13,HIEALB,Hieracium albiflorum,finishing,2,GH,3,2013
N134,7/25/13,HIEALB,Hieracium albiflorum,finishing,2,CRP,4,2013
N134,6/17/14,HIEALB,Hieracium albiflorum,not blooming,3,JPS,1,2014
N134,7/6/14,HIEALB,Hieracium albiflorum,beginning to bloom to bloom,1,LCP,2,2014
N134,7/9/14,HIEALB,Hieracium albiflorum,finishing bloom,2,KK,3,2014
N134,7/17/14,HIEALB,Hieracium albiflorum,full bloom,2,LCP,4,2014
N136,7/9/13,HIEALB,Hieracium albiflorum,full,2,GH,1,2013
N136,7/12/13,HIEALB,Hieracium albiflorum,full,2,LCP,2,2013
N136,7/24/13,HIEALB,Hieracium albiflorum,finishing,2,CRP,3,2013
N136,7/26/13,HIEALB,Hieracium albiflorum,finishing,2,LCP,4,2013
N136,6/17/14,HIEALB,Hieracium albiflorum,not blooming,0,LTC,1,2014
N136,7/7/14,HIEALB,Hieracium albiflorum,beginning to bloom to bloom,1,LCP,2,2014
N136,7/10/14,HIEALB,Hieracium albiflorum,full bloom,2,KK,3,2014
N136,7/17/14,HIEALB,Hieracium albiflorum,full bloom,1,LTC,4,2014
P24,7/13/14,HIEALB,Hieracium albiflorum,finishing bloom,2,MRM,4,2014
L35,6/12/14,HIEHOR,Hieracium horridium,beginning to bloom to bloom,1,LTC,1,2014
L24,6/13/14,HORFUS,Horkelia fusca,full bloom,2,LKM,1,2014
L24,6/23/14,HORFUS,Horkelia fusca,full bloom,2,LCP/EK,2,2014
L35,6/27/13,HORTRI,Horkelia fusca,full,2,LCP,1,2013
L35,7/13/13,HORTRI,Horkelia fusca,full,2,SH,2,2013
L35,7/18/13,HORTRI,Horkelia fusca,full,2,CRP,3,2013
L35,7/29/13,HORTRI,Horkelia fusca,finishing,1,LCP,4,2013
L35,6/12/14,HORFUS,Horkelia fusca,not blooming,0,LTC,1,2014
L35,6/22/14,HORFUS,Horkelia fusca,not blooming,0,KK,2,2014
L35,7/3/14,HORFUS,Horkelia fusca,not blooming,0,MV,3,2014
L35,7/13/14,HORFUS,Horkelia fusca,full bloom,2,LCP,4,2014
P37,6/28/13,HORTRI,Horkelia fusca,full,5,CRP,1,2013
P37,7/13/13,HORTRI,Horkelia fusca,finishing,4,LCP,2,2013
P37,7/19/13,HORTRI,Horkelia fusca,finishing,3,GH,3,2013
P37,7/30/13,HORTRI,Horkelia fusca,finishing,3,GH,4,2013
P37,6/13/14,HORFUS,Horkelia fusca,full bloom,3,JPS/LTC,1,2014
P37,6/24/14,HORFUS,Horkelia fusca,full bloom,3,KK,2,2014
P37,7/1/14,HORFUS,Horkelia fusca,full bloom,4,LCP,3,2014
P37,7/13/14,HORFUS,Horkelia fusca,,,LKM,4,2014
L21,6/26/13,HYPRAD,Hypochaeris radicata,full,1,LCP,1,2013
L21,7/13/13,HYPRAD,Hypochaeris radicata,full,1,LKM,2,2013
L21,7/17/13,HYPRAD,Hypochaeris radicata,full,1,LCP,3,2013
L21,7/30/13,HYPRAD,Hypochaeris radicata,finishing,1,LCP,4,2013
L21,6/12/14,HYPRAD,Hypochaeris radicata,not blooming,0,LKM,1,2014
L21,6/22/14,HYPRAD,Hypochaeris radicata,not blooming,0,LCP/EK,2,2014
L21,7/3/14,HYPRAD,Hypochaeris radicata,not blooming,0,KD,3,2014
L21,7/13/14,HYPRAD,Hypochaeris radicata,not blooming,0,KC,4,2014
L24,6/27/13,HYPRAD,Hypochaeris radicata,not blooming,0,LKM,1,2013
L24,7/13/13,HYPRAD,Hypochaeris radicata,full,1,SB,2,2013
L24,7/18/13,HYPRAD,Hypochaeris radicata,full,1,LCP,3,2013
L24,7/31/13,HYPRAD,Hypochaeris radicata,not blooming,0,LCP,4,2013
L24,6/13/14,HYPRAD,Hypochaeris radicata,not blooming,0,LKM,1,2014
L24,6/23/14,HYPRAD,Hypochaeris radicata,full bloom,1,LCP/EK,2,2014
L24,7/2/14,HYPRAD,Hypochaeris radicata,not blooming,0,MV/KD,3,2014
L24,7/13/14,HYPRAD,Hypochaeris radicata,not blooming,0,LTC,4,2014
N135,7/8/13,IPOAGG,Ipomopsis aggregata ssp. formosissima,full,2,GH,1,2013
N135,7/11/13,IPOAGG,Ipomopsis aggregata ssp. formosissima,full,2,LCP,2,2013
N135,7/22/13,IPOAGG,Ipomopsis aggregata ssp. formosissima,full,2,CRP,3,2013
N135,7/25/13,IPOAGG,Ipomopsis aggregata ssp. formosissima,finishing,2,LCP,4,2013
N135,6/18/14,IPOAGG,Ipomopsis aggregata ssp. formosissima,not blooming,0,LTC,1,2014
N135,7/6/14,IPOAGG,Ipomopsis aggregata ssp. formosissima,beginning to bloom to bloom,1,KK,2,2014
N135,7/9/14,IPOAGG,Ipomopsis aggregata ssp. formosissima,finishing bloom,1,LCP,3,2014
N135,7/19/14,IPOAGG,Ipomopsis aggregata ssp. formosissima,finishing bloom,1,LCP,4,2014
N139,7/9/13,IVESAN,Ivesia santolinoides,full,3,LCP,1,2013
N139,7/12/13,IVESAN,Ivesia santolinoides,full,3,CRP,2,2013
N139,7/24/13,IVESAN,Ivesia santolinoides,full,2,GH,3,2013
N139,7/26/13,IVESAN,Ivesia santolinoides,full,2,GH,4,2013
N139,6/18/14,IVESAN,Ivesia santolinoides,full bloom,2,JPS,1,2014
N139,7/6/14,IVESAN,Ivesia santolinoides,not blooming,0,LTC,2,2014
N139,7/9/14,IVESAN,Ivesia santolinoides,not blooming,0,LTC,3,2014
N139,7/18/14,IVESAN,Ivesia santolinoides,not blooming,0,LCP,4,2014
P310,6/29/13,KELGAL,Kelloggia galioides,full,1,LCP,1,2013
P310,7/13/13,KELGAL,Kelloggia galioides,full,1,BES,2,2013
P310,7/17/13,KELGAL,Kelloggia galioides,finishing,1,CRP,3,2013
P310,7/31/13,KELGAL,Kelloggia galioides,finishing,1,GH,4,2013
P310,6/12/14,KELGAL,Kelloggia galioides,not blooming,0,LCP,1,2014
P310,6/24/14,KELGAL,Kelloggia galioides,full bloom,2,LCP,2,2014
P310,7/1/14,KELGAL,Kelloggia galioides,beginning to bloom to bloom,2,KK,3,2014
P310,7/13/14,KELGAL,Kelloggia galioides,not blooming,0,CV,4,2014
P33,7/2/14,KELGAL,Kelloggia galioides,full bloom,2,LCP,3,2014
P33,7/13/14,KELGAL,Kelloggia galioides,full bloom,1,LMH,4,2014
P37,7/1/14,KELGAL,Kelloggia galioides,full bloom,2,LCP,3,2014
P43,6/13/14,KELGAL,Kelloggia galioides,not blooming,0,LCP,1,2014
P43,7/3/14,KELGAL,Kelloggia galioides,full bloom,2,LCP,3,2014
W04,6/30/13,KELGAL,Kelloggia galioides,not blooming,0,CRP,1,2013
W04,7/14/13,KELGAL,Kelloggia galioides,full,2,LCP,2,2013
W04,7/20/13,KELGAL,Kelloggia galioides,full,2,GH,3,2013
W04,8/1/13,KELGAL,Kelloggia galioides,not blooming,0,GH,4,2013
W04,6/14/14,KELGAL,Kelloggia galioides,not blooming,0,JPS/LTC,1,2014
W04,6/25/14,KELGAL,Kelloggia galioides,full bloom,2,LCP,2,2014
W04,7/4/14,KELGAL,Kelloggia galioides,full bloom,3,LCP,3,2014
W04,7/14/14,KELGAL,Kelloggia galioides,full bloom,2,LTC,4,2014
N136,7/9/13,LILPAR,Lilium pardalinum ssp. pardalinum,full,2,GH,1,2013
N136,7/12/13,LILPAR,Lilium pardalinum ssp. pardalinum,full,2,LCP,2,2013
N136,7/24/13,LILPAR,Lilium pardalinum ssp. pardalinum,not blooming,0,CRP,3,2013
N136,7/26/13,LILPAR,Lilium pardalinum ssp. pardalinum,not blooming,0,LCP,4,2013
N136,6/17/14,LILPAR,Lilium pardalinum ssp. pardalinum,not blooming,0,LTC,1,2014
N136,7/7/14,LILPAR,Lilium pardalinum ssp. pardalinum,full bloom,2,LCP,2,2014
N136,7/10/14,LILPAR,Lilium pardalinum ssp. pardalinum,full bloom,3,KK,3,2014
N136,7/17/14,LILPAR,Lilium pardalinum ssp. pardalinum,full bloom,2,LTC,4,2014
