"GenusSpecies","NestLoc","Excavate","Sociality","Lecty","MeanITD","Specimen1","Specimen2","Specimen3","Specimen4","Specimen5","Neal","InKremen","PredForDist_Typical","CILow_Typical","CIHigh_Typical","PredForDist_Feeder","CILow_Feeder","CIHigh_Feeder","PredForDist_HomingMax","CILow_HomingMax","CIHigh_HomingMax","abun.net","abun.pan","num.occ.net","num.occ.pan","degree","normalised.degree","nestedrank","species.strength","interaction.push.pull","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweeness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Andrena subchalybea","below","ex","solitary","oligolectic",1.5609756098,1.609756098,1.707317073,1.609756098,1.463414634,1.414634146,"yes","yes","0.362036665","0.15984251","0.81999805","0.731487768","0.387496952","1.446351175","0.490647825","0.23162139","1.014314203",3,12,2,9,"2","0.0158730158730159","0.703389830508475","0.102949852507375","-0.448525073746313","0.996","0.992","0.742967024840268","0.0352999016715831","1.74576271186441",NA,"0",NA,"0.000372314673605767","2.62230102153243","0.636514168294813","1.88988157484231","0.0539015982450642","0.12455390083304","0.396547681522391"
"Andrena subtilis","below","ex","solitary","polylectic",2.2048780488,2.048780488,2.390243902,2.195121951,2.097560976,2.292682927,"yes","no","0.588753781","0.216537914","1.600786705","1.034841753","0.46099842","2.079788382","0.812883461","0.320146655","1.977159766",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrena w-scripta","below","ex","solitary","polylectic",1.7365853658,1.707317073,1.853658537,1.951219512,1.707317073,1.463414634,"yes","yes","0.420670621","0.17554585","1.008077217","0.81417265","0.408839805","1.580380416","0.573393648","0.25595958","1.246385558",1,0,1,0,"1","0.00793650793650794","0.847457627118644","0.1","-0.9","1","1","1","0.1","1.95762711864407",NA,"0",NA,"0.000132126891494485","8196.04299273653","0","1","0.000783453462864306","0.0659056644030367","0.717077252890564"
"Anthidiellum ehrhorni","above","rent","solitary","polylectic",2.3902439025,2.43902439,2.341463415,NA,NA,NA,"yes","no","0.659620687","0.232460968","1.87170971","1.122251407","0.480098537","2.70436081","0.914696017","0.3453069","2.310971212",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthidiellum notatum robertsoni","above","rent","solitary","polylectic",2.1837397708,2.243902439,2.195121951,2.097560976,2.048780488,2.333333,"yes","yes","0.580822117","0.214712058","1.571194159","1.024876015","0.458770416","2.385197118","0.801516416","0.317269251","1.940690684",42,0,12,0,"7","0.0555555555555556","0.279661016949153","0.335070959280462","-0.094989862959934","0.996413793103448","0.952","0.70427267446636","0.0396882579553873","1.39830508474576",NA,"0",NA,"0.00243535011101064","2.39865517342383","1.10955295497617","3.03300220277687","0.131142648221934","0.199892025309883","0.364367847204785"
"Anthidium manicatum","above","rent",NA,"polylectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"1","0.00793650793650794","0.855932203389831","0.0062111801242236","-0.993788819875776","1","1","1","0.0062111801242236","1.72881355932203",NA,"0",NA,"0.000131966332031794","8196.04299273653","0","1","0.0126136007521153","0.0659056644030367","0.375638760760882"
"Anthidium mormonum","above","rent","solitary","polylectic",2.292682927,2.292682927,NA,NA,NA,NA,"yes","no","0.622031365","0.224099809","1.726565588","1.076242346","0.47014146","2.463721425","0.86063731","0.332080571","2.132149842",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthidium utahense","above","rent","solitary","polylectic",2.0980182928,2,2.048780488,2.097560976,2.25,2.09375,"yes","no","0.548979409","0.207285536","1.453928708","0.984466748","0.449623432","2.005657676","0.755942476","0.305582467","1.796160361",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthophora bomboides stanfordiana","below","ex","solitary","polylectic",4.312,4.52,4.56,4.44,3.92,4.12,"yes","no","1.513808278","0.39046763","5.86890007","2.029951607","0.645944298","6.848434541","2.166967403","0.600277487","7.227696969",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthophora californica","below","ex","solitary","polylectic",3.58,3.6,3.5,3.5,3.6,3.7,"yes","no","1.164962354","0.331561902","4.093164138","1.683931841","0.58824988","4.861062681","1.650982009","0.504231179","5.044908256",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthophora curta","below","ex","solitary","polylectic",2.682926829,2.682926829,NA,NA,NA,NA,"yes","yes","0.776118411","0.25730433","2.341040233","1.260328272","0.508814903","3.121817664","1.082959224","0.38478823","2.888996721",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthophora edwardsii","below","ex","solitary","polylectic",4.08,4,3.6,4.1,4.3,4.4,"yes","no","1.400403275","0.37193959","5.272709291","1.920253017","0.628225858","5.697024665","1.998670299","0.569956425","6.495032966",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthophora pacifica","below","ex","solitary","polylectic",4.4678281278,4.243902439,4.2857143,4.7619048,4.2857143,4.7619048,"yes","no","1.591397748","0.402844451","6.286661725","2.103648267","0.65758036","6.228218756","2.28239351","0.62058553","7.740987302",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthophora urbana","below","ex","solitary","polylectic",2.975609756,2.975609756,3.024390244,2.87804878,3.024390244,2.975609756,"yes","yes","0.897926832","0.281821263","2.860935999","1.39847342","0.536011843","3.648665476","1.259930711","0.423999481","3.528994845",67,24,34,15,"17","0.134920634920635","0.101694915254237","3.80600156760622","0.165058915741542","0.978222222222222","0.872","0.366863121325068","0.25345218380134","1.32203389830508",NA,"0",NA,"0.00257770341780736","7.34397220965986","2.32127342640454","10.188640532434","0.170873538917758","0.671489123653775","0.538742175267003"
"Anthophorula chionura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashmeadiella aridula astragali","above","rent","solitary","polylectic",1.3142405278,1.245901639,1.253012,1.301205,1.373494,1.39759,"yes","yes","0.284149117","0.137407805","0.587599231","0.615386312","0.355377556","0.983279043","0.381539675","0.197128464","0.727386801",45,98,27,40,"12","0.0952380952380952","0.144067796610169","0.313016105442874","-0.0572486578797605","0.980307692307692","0.912","0.427374413002099","0.0326585692243253","1.19491525423729",NA,"0",NA,"0.00248311629120226","5.35430856634122","1.93572019343394","6.92903250255113","0.36230370138236","0.456662490750868","0.245472388114743"
"Ashmeadiella bucconis denticulata","above","rent","solitary","oligolectic",1.5228916,1.445783,1.518072,1.493976,1.46988,1.686747,"yes","yes","0.349662411","0.156409461","0.781690576","0.71356152","0.382713233","1.230274849","0.473247782","0.22632114","0.96703268",28,3,11,3,"8","0.0634920634920635","0.245762711864407","0.902097569543506","-0.0122378038070618","0.989333333333333","0.944","0.499142121186799","0.100415527991454","1.56779661016949",NA,"0",NA,"0.00200756867224234","3.74162266193746","1.66656657442276","5.29396013960096","0.128329677217173","0.348901960323594","0.481228434899834"
"Ashmeadiella cactorum basalis","above","rent","solitary","polylectic",1.2081632,1.285714,1.22449,1.22449,1.142857,1.163265,"yes","yes","0.252397818","0.127609842","0.499214303","0.56550085","0.340650399","1.030982968","0.337373309","0.182177654","0.61820135",3,0,2,0,"1","0.00793650793650794","0.864406779661017","0.25","-0.75","1","1","1","0.25","1.98305084745763",NA,"0",NA,"0.000132840140841895","8196.04299273653","0","1","0.000313381385145722","0.0659056644030367","0.82966353332881"
"Ashmeadiella timberlakei solida",NA,"rent","solitary","polylectic",NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bombus californicus","mix","rent","social","polylectic",3.3219510196,3.609756098,3.333333,3.333333,3.285714,3.047619,"yes","yes","1.048496082","0.31046003","3.541016321","1.562024176","0.566529205","4.880917498","1.479951911","0.470088915","4.365793021",84,13,32,9,"19","0.150793650793651","0.0847457627118644","3.63597302269596","0.138735422247156","0.98112","0.856","0.348055824750653","0.303687744085204","1.20338983050847",NA,"0.00658689871887841",NA,"0.0026085626580268","7.65189477099862","2.49058872571069","12.0683789944177","0.181126979152676","0.795374535894747","0.551868015594433"
"Bombus crotchii","below","rent","social","polylectic",5.3,5.3,5.4,5.2,4.9,5.7,"yes","yes","2.024053875","0.4681036","8.751896138","2.497399739","0.716563405","8.704052448","2.929736763","0.728321525","10.768526",17,0,4,0,"4","0.0317460317460317","0.432203389830508","0.186166656931275","-0.203458335767181","0.998285714285714","0.976","0.828305478309738","0.132608733830182","1.61864406779661",NA,"0",NA,"0.00151084393850403","1.64909623646013","0.659872013784827","1.93454472349973","0.045675336884989","0.127497455319639","0.621543921552505"
"Bombus melanopygus","mix","rent","social","polylectic",3.86,3.4,4.3,4.2,3.8,3.6,"yes","yes","1.295265951","0.354251808","4.735935976","1.81625454","0.610955043","4.460089728","1.843107245","0.541103559","5.83522897",27,0,14,0,"10","0.0793650793650794","0.194915254237288","0.893574378847581","-0.0106425621152419","0.99","0.928","0.483709942674301","0.0720132255117236","1.25423728813559",NA,"0",NA,"0.00184855841050145","5.74639966613369","1.84460937520046","6.32562836042233","0.162290933992595","0.416894739860325","0.422128853828335"
"Bombus vandykei",NA,"rent","social","polylectic",3.6285714,3,3.761905,3.428571,4.047619,3.904762,"no","yes","1.187277716","0.335512858","4.201413862","1.706882508","0.592250205","3.693802855","1.683828847","0.510640011","5.178025188",2,1,2,1,"2","0.0158730158730159","0.720338983050847","0.0295566502463054","-0.485221674876847","0.992","0.992","0.70427267446636","0.0147783251231527","1.56779661016949",NA,"0",NA,"0.000252605619401284","17872.483199054","0.693147180559945","2","0.0822626136007521","0.131811328806073","0.353287921222858"
"Bombus vosnesenskii","below","rent","social","polylectic",3.551219512,2.926829268,3.268292683,3.902439024,4,3.658536585,"yes","yes","1.151797671","0.329217747","4.029666956","1.670333321","0.585866791","3.558952094","1.63161566","0.500431118","4.966820794",162,2,34,2,"23","0.182539682539683","0.0593220338983051","4.77611977157064","0.164179120503071","0.972972972972973","0.824","0.331070508737686","0.137836096236516","1.21186440677966",NA,"0.0481024897268552",NA,"0.00352888893682343","7.32299485193655","2.5218974497232","12.4522016884685","0.256321792386767","0.820670625559131","0.424646246243118"
"Calliopsis fracta","below","ex","solitary","oligolectic",1.4585365854,1.390243902,1.463414634,1.56097561,1.512195122,1.365853659,"yes","yes","0.329038661","0.150584434","0.71897498","0.683274073","0.374492413","1.15979073","0.444300441","0.217345634","0.889613755",0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliopsis hesperia equina","below","ex","solitary","oligolectic",1.2705572,1.084337,1.325301,1.349398,1.28125,1.3125,"no","yes","0.270941938","0.133384987","0.550358293","0.594840864","0.349387139","0.797677988","0.363144138","0.190981165","0.681386413",3,0,1,0,"2","0.0158730158730159","0.711864406779661","0.0247947454844007","-0.4876026272578","0.996","0.992","0.742967024840268","0.0162014230979748","1.58474576271186",NA,"0",NA,"0.00037237990918401","2.62230102153243","0.636514168294813","1.88988157484231","0.0861015355687872","0.12455390083304","0.377373378828364"
"Calliopsis scitula","below","ex","solitary","polylectic",1.4081632,1.387755,1.428571,1.44898,1.408163,1.367347,NA,"yes","0.313151868","0.146003257","0.671656881","0.659571015","0.367931008","1.156664917","0.422048926","0.210302808","0.831192226",1,0,1,0,"1","0.00793650793650794","0.872881355932203","0.0119047619047619","-0.988095238095238","1","1","1","0.0119047619047619","1.89830508474576",NA,"0",NA,"0.000131821257397132","8196.04299273653","0","1","0.00658100908806017","0.0659056644030367","0.455577618181588"
"Calliopsis scutellaris","below","ex","solitary","polylectic",1.6625,1.65625,1.71875,1.65625,1.71875,1.5625,"no","yes","0.395624117","0.168945616","0.926442753","0.779285118","0.399973092","1.509726624","0.53798948","0.245711708","1.145669704",0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratina acantha","above","ex","solitary","polylectic",1.1540983606,1.081967213,1.213114754,1.180327869,1.245901639,1.049180328,"yes","yes","0.236641542","0.12257643","0.456851446","0.540083054","0.332896779","0.795053795","0.315533427","0.174526273","0.56585386",358,42,83,23,"26","0.206349206349206","0.0338983050847458","2.51903890258924","0.0584245731765093","0.994029268292683","0.8","0.587093587245478","0.0885718886956007","1.08474576271186",NA,"0.00801708162114254",NA,"0.00391691119560757","6.44302071401373","1.76488367697122","5.84089288821625","0.528127730050824","0.384947926504864","0.180585330552041"
"Ceratina arizonensis","above","ex","solitary","polylectic",0.8524590164,0.819672131,0.885245902,0.885245902,0.819672131,0.852459016,"yes","yes","0.154469829","0.09391954","0.254057121","0.398378718","0.285852288","0.523354673","0.202634185","0.131387203","0.315088135",88,54,28,34,"11","0.0873015873015873","0.161016949152542","0.776384397606794","-0.0203286911266551","0.9904","0.92","0.538830996672618","0.102919078879657","1.17796610169492",NA,"0.007070340826686",NA,"0.00314451483806974","3.31837418102841","1.57104882121904","4.81169215303664","0.401779863821544","0.317117768248758","0.294737642443989"
"Ceratina dallatorreana","above","ex","solitary","polylectic",1.2852459016,1.31147541,1.245901639,1.344262295,1.180327869,1.344262295,"yes","yes","0.27536256","0.134739516","0.562749085","0.601749005","0.351412705","1.062253088","0.369297636","0.193049679","0.696692399",97,131,52,71,"13","0.103174603174603","0.127118644067797","0.442077522078422","-0.0429171136862752","0.996061538461538","0.904","0.686907456317428","0.0203028767307354","1.24576271186441",NA,"0",NA,"0.00321457268068683","4.03740542006866","1.23265012004346","3.43030822975742","0.474255880747075","0.226076742989367","0.130024965930043"
"Ceratina nanula","above","ex","solitary","polylectic",1.0229508196,0.950819672,0.983606557,0.983606557,1.049180328,1.147540984,"yes","yes","0.199677665","0.110244575","0.361661064","0.478448859","0.313301844","0.654452948","0.264522518","0.155869924","0.448186274",74,58,32,21,"12","0.0952380952380952","0.135593220338983","0.994821036565241","-0.00043158028622996","0.9895","0.912","0.590853093118686","0.0303572645414416","1.22881355932203",NA,"0",NA,"0.00296321517016046","4.0587242319707","1.38903726804612","4.01098668854874","0.572937399950875","0.264346742620541","0.108669376479187"
"Ceratina punctigena","above","ex","solitary","polylectic",1.6195121952,1.853658537,1.56097561,1.707317073,1.463414634,1.512195122,"yes","yes","0.381297126","0.165099603","0.880604772","0.759044941","0.394737982","1.788768015","0.517775926","0.23975233","1.089108848",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratina sequoiae","above","ex","solitary","oligolectic",1.4819672132,1.540983607,1.37704918,1.508196721,1.409836066,1.573770492,"yes","no","0.336505336","0.152708763","0.741515018","0.69430056","0.377505966","1.354298393","0.454772817","0.220616294","0.917439859",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratina tejonensis","above","ex","solitary","polylectic",1.6097560976,1.609756098,1.463414634,1.951219512,1.414634146,1.609756098,"yes","no","0.37806701","0.164225039","0.87035853","0.754451761","0.39354029","1.446351175","0.513222618","0.238398473","1.076464813",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratina timberlakei","above","ex","solitary","polylectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"1","0.00793650793650794","0.88135593220339","0.0263157894736842","-0.973684210526316","1","1","1","0.0263157894736842","1.92372881355932",NA,"0",NA,"0.000131833460244707","8196.04299273653","0","1","0.00297712315888436","0.0659056644030367","0.553043285006747"
"Chelostoma phaceliae","above","rent","solitary","oligolectic",1.0819672134,1.049180328,1.049180328,1.147540984,1.016393443,1.147540984,"yes","no","0.216086198","0.115816219","0.403166718","0.506180079","0.322265328","0.759046895","0.287125655","0.164282796","0.499500214",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coelioxys gilensis",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"3","0.0238095238095238","0.61864406779661","0.0270187119940815","-0.324327096001973","0.984","0.984","0.572712842531054","0.00900623733136048","1.55932203389831",NA,"0",NA,"0.000372240476496844","26534.1902247895","1.09861228866811","3","0.0951112503917267","0.19771699320911","0.313963074307074"
"Coelioxys apacheiorum",NA,NA,"parasite",NA,2.3469388,2.44898,2.489796,2.040816,2.204082,2.55102,"no","yes","0.642856805","0.228754837","1.806584184","1.10182796","0.475704243","2.721003665","0.890572237","0.339440301","2.23073885",3,0,3,0,"1","0.00793650793650794","0.889830508474576","0.000985221674876847","-0.999014778325123","1","1","1","0.000985221674876847","1.60169491525424",NA,"0",NA,"0.000131842665721172","8196.04299273653","0","1","0.079520526480727","0.0659056644030367","0.149402368235614"
"Coelioxys novomexicana",NA,NA,"parasite",NA,2.55170892,2.2891566,2.612245,2.857143,2.55102,2.44898,"no","yes","0.723211571","0.246209178","2.12435207","1.198415668","0.496143763","2.458016309","1.006414072","0.36712297","2.622160343",3,0,3,0,"1","0.00793650793650794","0.788135593220339","0.00295566502463054","-0.997044334975369","1","1","1","0.00295566502463054","1.60169491525424",NA,"0",NA,"0.000372914130196458","0.525260979927648","0","1","0.079520526480727","0.0659056644030367","0.244436442339544"
"Coelioxys octodentata",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,0,"3","0.0238095238095238","0.567796610169492","0.0227705464049325","-0.325743151198356","0.992","0.984","0.619677335393187","0.00487766476728771","1.32203389830508",NA,"0",NA,"0.000684631465668974","2.38771407267496","1.01140426470735","2.74945927399721","0.35184895017236","0.181204940201877","0.156917330897904"
"Coelioxys sp. MA","above",NA,"parasite",NA,NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colletes hyalinus","below","ex","solitary","oligolectic",2.16842874,2.1686747,2.204082,2.183673,2.244898,2.040816,"no","yes","0.57509651","0.213388206","1.549926313","1.017657831","0.45714991","2.265787146","0.793314604","0.315183977","1.914479796",2,0,1,0,"1","0.00793650793650794","0.822033898305085","0.666666666666667","-0.333333333333333","1","1","1","0.666666666666667","2.00847457627119",NA,"0",NA,"0.000259751939090259","0.795904611997693","0","1","0.000235036038859292","0.0659056644030367","0.949948580966027"
"Diadasia australis",NA,NA,NA,"oligolectic",3,3,NA,NA,NA,NA,"no","yes","0.908306963","0.283850786","2.906532518","1.409988379","0.538216929","3.693802855","1.275056056","0.427255821","3.585111529",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diadasia bituberculata","below","ex","solitary","oligolectic",3.16,3.4,3.2,2.7,3.333333,3.166667,"yes","yes","0.977248335","0.297115792","3.214283234","1.48553685","0.552466568","4.460089728","1.375678027","0.448576844","3.963817269",0,18,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diadasia consociata","below","ex","solitary","oligolectic",1.7907317074,1.853658537,1.9,1.666667,1.733333,1.8,"yes","yes","0.439255055","0.180348134","1.069847521","0.839674973","0.415201783","1.788768015","0.599715887","0.263431968","1.322581924",5,4,5,3,"2","0.0158730158730159","0.669491525423729","0.0679261125104954","-0.466036943744752","0.998","0.992","0.823067433446373","0.0143408900083963","1.65254237288136",NA,"0",NA,"0.000586388331390955","1.23549078343898","0.500402423538188","1.64938488846612","0.25","0.108703806930688","0.195260926348054"
"Diadasia diminuta",NA,NA,NA,"oligolectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,"1","0.00793650793650794","0.796610169491525","0.2","-0.8","1","1","1","0.2","1.94915254237288",NA,"0",NA,"0.000374494435229281","0.525260979927648","0","1","0.00117518019429646","0.0659056644030367","0.791204320669195"
"Diadasia enavata","below","ex","solitary","oligolectic",2.8151219512,2.536585366,2.87804878,2.829268293,2.731707317,3.1,"yes","yes","0.83049777","0.268415899","2.569618826","1.322715809","0.52127256","2.868924456","1.161843096","0.402530256","3.170415332",70,73,30,25,"16","0.126984126984127","0.110169491525424","0.659680221141748","-0.0212699861786407","0.982545454545454","0.88","0.375415959779473","0.0284327558187569","1.17796610169492",NA,"0",NA,"0.00292519734097526","6.48344938310378","2.28387667000851","9.81465493304499","0.413907418185074","0.646841354248871","0.190884939563109"
"Diadasia nigrifrons","below","ex","solitary","oligolectic",2.19375,2.40625,2.15625,2.03125,2.09375,2.28125,"yes","yes","0.584574345","0.215576975","1.585174692","1.029595329","0.459826838","2.649814692","0.806893082","0.31863209","1.957920118",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diadasia ochracea",NA,NA,NA,"oligolectic",2.1166665,2.233333,2.166667,2.233333,1.833333,NA,"no","yes","0.555862231","0.208904208","1.479064608","0.993256923","0.451628889","2.36829593","0.765784945","0.30812737","1.827142629",1,5,1,5,"1","0.00793650793650794","0.898305084745763","0.0232558139534884","-0.976744186046512","1","1","1","0.0232558139534884","1.90677966101695",NA,"0",NA,"0.000131901707321725","8196.04299273653","0","1","0.00336884989031652","0.0659056644030367","0.537854617230816"
"Diadasia rinconis",NA,NA,NA,"oligolectic",3.625,3.5625,3.6875,NA,NA,NA,"no","yes","1.185632718","0.335222568","4.193407833","1.705194924","0.591956975","4.784999401","1.6814067","0.510168961","5.168180274",0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dianthidium ulkei","mix","rent","solitary","oligolectic",2.0195149608,1.836065574,1.93442623,2.233333,2.15625,1.9375,"yes","yes","0.520279567","0.200452109","1.350401497","0.947466673","0.441082261","1.763259765","0.71495309","0.294853454","1.668540818",1,0,1,0,"1","0.00793650793650794","0.906779661016949","0.00425531914893617","-0.995744680851064","1","1","1","0.00425531914893617","1.83898305084746",NA,"0",NA,"0.000131805185026679","8196.04299273653","0","1","0.0184111563773112","0.0659056644030367","0.329170966823183"
"Dioxys pomonae","above",NA,"parasite",NA,NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dufourea sp. 2","below","ex","solitary","oligolectic",1.606557377,1.606557377,NA,NA,NA,NA,"yes","no","0.37700969","0.163938158","0.867011735","0.752945828","0.393146818","1.442024693","0.511732499","0.237954473","1.07233474",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eucera actuosa","below","ex","solitary","polylectic",2.7317073172,2.682926829,2.780487805,2.585365854,2.829268293,2.780487805,"yes","yes","0.796060227","0.261412085","2.424187412","1.28334792","0.513446606","3.121817664","1.111863462","0.391341355","2.991371682",35,588,6,70,"7","0.0555555555555556","0.288135593220339","1.37734552824055","0.0539065040343647","0.997230769230769","0.952","0.748728445909654","0.280613764133399","1.47457627118644",NA,"0.0140198211264201",NA,"0.00215125947240112","2.63118945922234","1.01622254514889","2.7627389066476","0.103993374222143","0.182080143214729","0.664308383677582"
"Eucera amsinckiae","below","ex","solitary","oligolectic",3.1414634148,3.073170732,3.12195122,3.12195122,2.926829268,3.463414634,"yes","no","0.969186678","0.295583231","3.177862332","1.47678338","0.550834357","3.830328752","1.363897395","0.446110263","3.919003562",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eucera dorsata","below","ex","solitary","polylectic",3.13333333333333,3,3.2,3.2,NA,NA,"yes","no","0.965656975","0.294910711","3.161951597","1.472944212","0.550116966","3.693802855","1.35874056","0.445028141","3.899426009",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eucera edwardsii","below",NA,NA,"polylectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eucera frater albopilosa","below","ex","solitary","polylectic",3.9,3.9,4,4,3.8,3.8,"yes","yes","1.31420439","0.357476649","4.831457333","1.835161404","0.614130898","5.48387549","1.871094338","0.546357051","5.952655969",1,6,1,6,"1","0.00793650793650794","0.915254237288136","0.00925925925925926","-0.990740740740741","1","1","1","0.00925925925925926","1.83898305084746",NA,"0",NA,"0.000131854571551139","8196.04299273653","0","1","0.0084612973989345","0.0659056644030367","0.424698165060046"
"Eucera lunata","below","ex","solitary","polylectic",3.76666666666667,3.7,4,3.6,NA,NA,"yes","no","1.251387838","0.346711364","4.516643195","1.772141988","0.603480485","5.065858293","1.778324977","0.528832048","5.565626127",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eucera stretchii","below","ex","solitary","polylectic",3.073170732,3.073170732,NA,NA,NA,NA,"yes","no","0.939653625","0.289927455","3.045413324","1.44453578","0.544779249","3.830328752","1.320772501","0.437014927","3.756023296",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eucera virgata","below","ex","solitary","polylectic",3.02,3,2.9,2.8,3.3,3.1,"yes","no","0.916844413","0.285513505","2.944181841","1.41943096","0.540018457","3.693802855","1.287501309","0.429924779","3.631445928",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Habropoda depressa","below","ex","solitary","polylectic",4.48,4.8,4.6,4.5,4.3,4.2,"yes","no","1.597505454","0.403808994","6.319878242","2.109405272","0.658480705","7.497312412","2.291488932","0.622169917","7.781796019",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
