"Family","Genus","SubGenus","Species","SubSpecies","Sociality","NestLoc","Excavate","Lecty","Wood","FireKill","Notes","Reference","GenusSpecies","PolSpec","PolSpec.2013","PolSpec.2014","YoseSpec"
"Megachilidae","Osmia","Helicosmia","coloradensis","","solitary","above","rent","oligolectic","yes","yes","","Cane 2007","Osmia coloradensis",0.527975234706991,0.491444570028884,0.625311653226051,0.465953051754238
"Megachilidae","Osmia","Helicosmia","texana","","solitary","mix","rent","oligolectic","yes","yes","Nests, wood, stem","Cane 2007","Osmia texana",0.461781476784579,NA,0.485859643836896,0.474586901065371
"Megachilidae","Osmia","Melanosmia","aglaia","","solitary","above","rent","polylectic","yes","yes","","Cane 2007; Cane 2005b","Osmia aglaia",0.121562239954343,0.152778347475079,NA,0.259999709049525
"Megachilidae","Osmia","Melanosmia","albolateralis","","solitary","above","rent",NA,"yes","yes","Stem","Cane 2007","Osmia albolateralis",0.505985863350568,0.398056266371489,0.519973530448113,0.358789522529668
"Megachilidae","Osmia","Melanosmia","atrocyanea","","solitary","above","rent","polylectic","yes","yes","","","Osmia atrocyanea",0.0698309720035496,NA,0.195793148833415,0.329753770681425
"Megachilidae","Osmia","Melanosmia","bakeri","","solitary","above","rent","oligolectic","yes","yes","Wood; stem","Cane 2007","Osmia bakeri",0.639392372071748,0.570034003782353,0.72499135699133,0.478381306186107
"Megachilidae","Osmia","Melanosmia","brevis","","solitary","above","rent",NA,"yes","yes","","","Osmia brevis",0.125753502882271,0.0281584765250949,0.190116180900766,0.452819142596477
"Megachilidae","Osmia","Melanosmia","bruneri","","solitary","above","rent",NA,"yes","yes","Wood, stem, nests","Cane 2007","Osmia bruneri",0.22980474473515,0.292187983906413,0.188967795575942,0.408193509109936
"Megachilidae","Osmia","Melanosmia","californica","","solitary","above","rent",NA,"yes","yes","","","Osmia californica",0.429199939102012,0.473826519572569,0.337286478581493,0.479525440327601
"Megachilidae","Osmia","Melanosmia","calla","","solitary","above","rent",NA,"yes","yes","","","Osmia calla",0.212938796480828,0.220133203763726,0.135490732059987,0.330650695668646
"Megachilidae","Osmia","Melanosmia","cara","","solitary","above","rent","polylectic","yes","yes","","","Osmia cara",0.69450658572701,0.689883035807919,NA,0.413722615824804
"Megachilidae","Osmia","Melanosmia","cobaltina","","solitary","above","rent",NA,"yes","yes","Stem","Cane 2007","Osmia cobaltina",NA,NA,NA,0.3230486285684
"Megachilidae","Osmia","Melanosmia","cyanella","","solitary","above","rent","polylectic","yes","yes","Wood, stem","Cane 2007","Osmia cyanella",0.0422027111122967,0.0281584765250949,0.0569932195823067,0.277627333550042
"Megachilidae","Osmia","Melanosmia","cyanopoda","","solitary","above","rent",NA,"yes","yes","","","Osmia cyanopoda",NA,NA,NA,0.361579132607391
"Megachilidae","Osmia","Melanosmia","densa","","solitary","above","rent",NA,"yes","yes","Wood","Cane 2007","Osmia densa",0.244406054284921,0.243558083684235,0.13730797069046,0.353755625789152
"Megachilidae","Osmia","Melanosmia","ednae","","solitary","above","rent",NA,"yes","yes","","","Osmia ednae",0.430759436865849,0.420088138105318,0.429946707033636,0.453148494077553
"Megachilidae","Osmia","Melanosmia","exigua","","solitary","above","rent",NA,"yes","yes","","","Osmia exigua",0.128350619033083,0.152778347475079,0.353442422751975,0.324777717053881
"Megachilidae","Osmia","Melanosmia","giffardi","","solitary","below","ex",NA,"yes","yes","","","Osmia giffardi",0.267031323972886,0.0281584765250949,0.376740977883729,0.308963541405106
"Megachilidae","Osmia","Melanosmia","grindeliae","","solitary","above","rent",NA,"yes","yes","","","Osmia grindeliae",0.317990548428139,0.324974829226008,NA,0.260801729592171
"Megachilidae","Osmia","Melanosmia","juxta","","solitary","above","rent",NA,"yes","yes","","","Osmia juxta",0.394795786415241,0.284357928398487,0.371743448138588,0.522512122924481
"Megachilidae","Osmia","Melanosmia","kincadii","","solitary","above","rent",NA,"yes","yes","Wood, stem","Cane 2007","Osmia kincadii",NA,NA,NA,NA
"Megachilidae","Osmia","Melanosmia","laeta","","solitary","above","rent","polylectic","yes","yes","Stem","Cane 2007","Osmia laeta",0.234991791450005,0.134135897679623,0.303965597710693,0.361395728049118
"Megachilidae","Osmia","Melanosmia","malina","","solitary","above","rent",NA,"yes","yes","","","Osmia malina",0.255068485119986,0.25282739961818,NA,0.36910240616093
"Megachilidae","Osmia","Melanosmia","nifoata","","solitary","below","ex",NA,"no","yes","Soil, Shallow subterranean","Cane 2007","Osmia nifoata",0.142715654518171,0.0508265732943262,0.353442422751975,0.343937242781868
"Megachilidae","Osmia","Melanosmia","paradisica","","solitary","above","rent",NA,"yes","yes","","","Osmia paradisica",0.487001686509009,0.480874626756179,NA,0.502230223684378
"Megachilidae","Osmia","Melanosmia","pentstemonis","","solitary","above","rent",NA,"yes","yes","","","Osmia pentstemonis",0,0,NA,0.404633702100293
"Megachilidae","Osmia","Melanosmia","phaceliae","","solitary","above","rent",NA,"yes","yes","","","Osmia phaceliae",0.288840173767712,0.268802676043571,0.44794214449134,0.377071281643004
"Megachilidae","Osmia","Melanosmia","pikei","","solitary","above","rent",NA,"yes","yes","Wood, stem","","Osmia pikei",0.661724281441164,NA,0.611153491549548,0.749181071988878
"Megachilidae","Osmia","Melanosmia","proxima","aff.","solitary","above","rent",NA,"yes","yes","Wood, stem","Cane 2007","Osmia proxima aff.",0.234374991958753,NA,0.239760186158625,0.377071281643004
"Megachilidae","Osmia","Melanosmia","pusilla","","solitary","above","rent","polylectic","yes","yes","Wood, stem","Cane 2007","Osmia pusilla",0.313257213301726,0.603983921401983,0.195793148833415,0.312553327642689
"Megachilidae","Osmia","Melanosmia","sp.","Y4","solitary","above","rent",NA,"yes","yes","","","Osmia sp. Y4",0.398990774542959,0.209078429833801,0.510646477424095,0.377071281643004
"Megachilidae","Osmia","Melanosmia","trevoris","","solitary","above","rent",NA,"yes","yes","","","Osmia trevoris",0.0238149606361634,0.0508265732943262,0,0.46410920500917
"Megachilidae","Osmia","Melanosmia","tristella","","solitary","above","rent",NA,"yes","yes","Wood, stem","Cane 2007","Osmia tristella",0.255976559426727,0.286106802724209,0.267029558876293,0.331708245379331
"Megachilidae","Osmia","Melanosmia","visenda","","solitary","above","rent",NA,"yes","yes","","","Osmia visenda",0.0698309720035496,0.0281584765250949,NA,0.33006567520391
"Megachilidae","Stelis","Dolichostelis","laticincta","","parasite","above","rent",NA,"yes","yes","","","Stelis laticincta",0.16008357673208,0.0537432041275673,0.280144654860837,0.239843920338108
"Megachilidae","Stelis","Stelis","calliphorina","","parasite","above","rent",NA,"yes","yes","","","Stelis calliphorina",0.376096659563743,0.526911219434882,0.0306988263233228,0.206176917386926
