"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies","Year","doy","Occ","logFlowerNum","PlantGenusSpecies","SiteStatus"
"L33",2013-07-31,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2013",212,0,0,"Monardella odoratissima ssp. pallida","LOW"
"L33",2014-06-13,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",164,0,0,"Monardella odoratissima ssp. pallida","LOW"
"L33",2014-06-23,"full bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",174,1,1,"Monardella odoratissima ssp. pallida","LOW"
"L33",2014-07-03,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2014",184,1,10,"Monardella odoratissima ssp. pallida","LOW"
"L33",2014-07-13,"full bloom",2,"Monardella","odoratissima","ssp.","pallida","2014",194,1,10,"Monardella odoratissima ssp. pallida","LOW"
"N131",2013-06-30,"full bloom",3,"Monardella","odoratissima","ssp.","pallida","2013",181,1,100,"Monardella odoratissima ssp. pallida","LOW"
"N131",2013-07-14,"finishing bloom",3,"Monardella","odoratissima","ssp.","pallida","2013",195,1,100,"Monardella odoratissima ssp. pallida","LOW"
"N131",2013-07-20,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",201,1,10,"Monardella odoratissima ssp. pallida","LOW"
"N131",2013-08-01,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",213,1,10,"Monardella odoratissima ssp. pallida","LOW"
"N131",2014-06-14,"beginning to bloom to bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",165,1,1,"Monardella odoratissima ssp. pallida","LOW"
"N131",2014-06-25,"full bloom",3,"Monardella","odoratissima","ssp.","pallida","2014",176,1,100,"Monardella odoratissima ssp. pallida","LOW"
"N131",2014-07-04,"beginning to bloom to bloom",4,"Monardella","odoratissima","ssp.","pallida","2014",185,1,1000,"Monardella odoratissima ssp. pallida","LOW"
"N131",2014-07-14,"finishing bloom",3,"Monardella","odoratissima","ssp.","pallida","2014",195,1,100,"Monardella odoratissima ssp. pallida","LOW"
"N135",2013-07-08,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",189,1,10,"Monardella odoratissima ssp. pallida","MOD"
"N135",2013-07-11,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",192,1,10,"Monardella odoratissima ssp. pallida","MOD"
"N135",2013-07-22,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2013",203,0,0,"Monardella odoratissima ssp. pallida","MOD"
"N135",2013-07-25,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2013",206,0,0,"Monardella odoratissima ssp. pallida","MOD"
"N135",2014-06-18,"beginning to bloom to bloom",2,"Monardella","odoratissima","ssp.","pallida","2014",169,1,10,"Monardella odoratissima ssp. pallida","MOD"
"N135",2014-07-06,"full bloom",5,"Monardella","odoratissima","ssp.","pallida","2014",187,1,10000,"Monardella odoratissima ssp. pallida","MOD"
"N135",2014-07-09,"full bloom",2,"Monardella","odoratissima","ssp.","pallida","2014",190,1,10,"Monardella odoratissima ssp. pallida","MOD"
"N135",2014-07-19,"finishing bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",200,1,1,"Monardella odoratissima ssp. pallida","MOD"
"N137",2013-07-09,"full bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",190,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"N137",2013-07-12,"full bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",193,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"N137",2013-07-24,"full bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",205,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"N137",2013-07-26,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",207,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"N137",2014-06-19,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",170,0,0,"Monardella odoratissima ssp. pallida","HIGH"
"N137",2014-07-07,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",188,0,0,"Monardella odoratissima ssp. pallida","HIGH"
"N137",2014-07-10,"finishing bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",191,1,1,"Monardella odoratissima ssp. pallida","HIGH"
"N137",2014-07-19,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",200,0,0,"Monardella odoratissima ssp. pallida","HIGH"
"N139",2013-07-09,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",190,1,10,"Monardella odoratissima ssp. pallida","LOW"
"N139",2013-07-12,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",193,1,10,"Monardella odoratissima ssp. pallida","LOW"
"N139",2013-07-24,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",205,1,10,"Monardella odoratissima ssp. pallida","LOW"
"N139",2013-07-26,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",207,1,10,"Monardella odoratissima ssp. pallida","LOW"
"N139",2014-06-18,"not blooming",3,"Monardella","odoratissima","ssp.","pallida","2014",169,1,100,"Monardella odoratissima ssp. pallida","LOW"
"N139",2014-07-06,"full bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",187,1,1,"Monardella odoratissima ssp. pallida","LOW"
"N139",2014-07-09,"finishing bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",190,1,1,"Monardella odoratissima ssp. pallida","LOW"
"N139",2014-07-18,"finishing bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",199,1,1,"Monardella odoratissima ssp. pallida","LOW"
"P310",2013-06-29,"beginning to bloom",1,"Monardella","odoratissima","ssp.","pallida","2013",180,1,1,"Monardella odoratissima ssp. pallida","HIGH"
"P310",2013-07-13,"finishing bloom",3,"Monardella","odoratissima","ssp.","pallida","2013",194,1,100,"Monardella odoratissima ssp. pallida","HIGH"
"P310",2013-07-17,"finishing bloom",3,"Monardella","odoratissima","ssp.","pallida","2013",198,1,100,"Monardella odoratissima ssp. pallida","HIGH"
"P310",2013-07-31,"finishing bloom",3,"Monardella","odoratissima","ssp.","pallida","2013",212,1,100,"Monardella odoratissima ssp. pallida","HIGH"
"P310",2014-06-12,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",163,0,0,"Monardella odoratissima ssp. pallida","HIGH"
"P310",2014-06-24,"beginning to bloom to bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",175,1,1,"Monardella odoratissima ssp. pallida","HIGH"
"P310",2014-07-01,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2014",182,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"P310",2014-07-13,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2014",194,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2013-06-27,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2013",178,0,0,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2013-07-13,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",194,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2013-07-18,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",199,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2013-07-29,"finishing bloom",2,"Monardella","odoratissima","ssp.","pallida","2013",210,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2014-06-12,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",163,0,0,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2014-06-22,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",173,0,0,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2014-07-02,"beginning to bloom to bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",183,1,1,"Monardella odoratissima ssp. pallida","HIGH"
"P33",2014-07-13,"full bloom",2,"Monardella","odoratissima","ssp.","pallida","2014",194,1,10,"Monardella odoratissima ssp. pallida","HIGH"
"P43",2013-06-28,"full bloom",1,"Monardella","odoratissima","ssp.","pallida","2013",179,1,1,"Monardella odoratissima ssp. pallida","LOW"
"P43",2013-07-13,"finishing bloom",1,"Monardella","odoratissima","ssp.","pallida","2013",194,1,1,"Monardella odoratissima ssp. pallida","LOW"
"P43",2013-07-17,"finishing bloom",1,"Monardella","odoratissima","ssp.","pallida","2013",198,1,1,"Monardella odoratissima ssp. pallida","LOW"
"P43",2013-07-30,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2013",211,0,0,"Monardella odoratissima ssp. pallida","LOW"
"P43",2014-06-13,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",164,0,0,"Monardella odoratissima ssp. pallida","LOW"
"P43",2014-06-24,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",175,0,0,"Monardella odoratissima ssp. pallida","LOW"
"P43",2014-07-03,"full bloom",1,"Monardella","odoratissima","ssp.","pallida","2014",184,1,1,"Monardella odoratissima ssp. pallida","LOW"
"P43",2014-07-13,"not blooming",0,"Monardella","odoratissima","ssp.","pallida","2014",194,0,0,"Monardella odoratissima ssp. pallida","LOW"
"L24",2013-06-27,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2013",178,0,0,"Osmorhiza bertero ssp. chilensis","HIGH"
"L24",2013-07-13,"full bloom",3,"Osmorhiza","bertero","ssp.","chilensis","2013",194,1,100,"Osmorhiza bertero ssp. chilensis","HIGH"
"L24",2013-07-18,"full bloom",3,"Osmorhiza","bertero","ssp.","chilensis","2013",199,1,100,"Osmorhiza bertero ssp. chilensis","HIGH"
"L24",2013-07-31,"finishing bloom",2,"Osmorhiza","bertero","ssp.","chilensis","2013",212,1,10,"Osmorhiza bertero ssp. chilensis","HIGH"
"L24",2014-06-13,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2014",164,0,0,"Osmorhiza bertero ssp. chilensis","HIGH"
"L24",2014-06-23,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2014",174,0,0,"Osmorhiza bertero ssp. chilensis","HIGH"
"L24",2014-07-02,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2014",183,0,0,"Osmorhiza bertero ssp. chilensis","HIGH"
"L24",2014-07-13,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2014",194,0,0,"Osmorhiza bertero ssp. chilensis","HIGH"
"N136",2013-07-09,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2013",190,0,0,"Osmorhiza bertero ssp. chilensis","LOW"
"N136",2013-07-12,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2013",193,0,0,"Osmorhiza bertero ssp. chilensis","LOW"
"N136",2013-07-24,"full bloom",3,"Osmorhiza","bertero","ssp.","chilensis","2013",205,1,100,"Osmorhiza bertero ssp. chilensis","LOW"
"N136",2013-07-26,"full bloom",2,"Osmorhiza","bertero","ssp.","chilensis","2013",207,1,10,"Osmorhiza bertero ssp. chilensis","LOW"
"N136",2014-06-17,"full bloom",2,"Osmorhiza","bertero","ssp.","chilensis","2014",168,1,10,"Osmorhiza bertero ssp. chilensis","LOW"
"N136",2014-07-07,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2014",188,0,0,"Osmorhiza bertero ssp. chilensis","LOW"
"N136",2014-07-10,"full bloom",2,"Osmorhiza","bertero","ssp.","chilensis","2014",191,1,10,"Osmorhiza bertero ssp. chilensis","LOW"
"N136",2014-07-17,"not blooming",0,"Osmorhiza","bertero","ssp.","chilensis","2014",198,0,0,"Osmorhiza bertero ssp. chilensis","LOW"
"P24",2013-06-27,"finishing bloom",1,"Pedicularis","semibarbata","","","2013",178,1,1,"Pedicularis semibarbata","LOW"
"P24",2013-07-13,"not blooming",0,"Pedicularis","semibarbata","","","2013",194,0,0,"Pedicularis semibarbata","LOW"
"P24",2013-07-19,"not blooming",0,"Pedicularis","semibarbata","","","2013",200,0,0,"Pedicularis semibarbata","LOW"
"P24",2013-07-29,"not blooming",0,"Pedicularis","semibarbata","","","2013",210,0,0,"Pedicularis semibarbata","LOW"
"P24",2014-06-12,"not blooming",0,"Pedicularis","semibarbata","","","2014",163,0,0,"Pedicularis semibarbata","LOW"
"P24",2014-06-23,"beginning to bloom to bloom",2,"Pedicularis","semibarbata","","","2014",174,1,10,"Pedicularis semibarbata","LOW"
"P24",2014-07-02,"beginning to bloom to bloom",0,"Pedicularis","semibarbata","","","2014",183,0,0,"Pedicularis semibarbata","LOW"
"P24",2014-07-13,"not blooming",0,"Pedicularis","semibarbata","","","2014",194,0,0,"Pedicularis semibarbata","LOW"
"N135",2013-07-08,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2013",189,0,0,"Penstemon newberryi var.newberryi","MOD"
"N135",2013-07-11,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2013",192,0,0,"Penstemon newberryi var.newberryi","MOD"
"N135",2013-07-22,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2013",203,0,0,"Penstemon newberryi var.newberryi","MOD"
"N135",2013-07-25,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2013",206,0,0,"Penstemon newberryi var.newberryi","MOD"
"N135",2014-06-18,"full bloom",3,"Penstemon","newberryi","var.newberryi","","2014",169,1,100,"Penstemon newberryi var.newberryi","MOD"
"N135",2014-07-06,"finishing bloom",1,"Penstemon","newberryi","var.newberryi","","2014",187,1,1,"Penstemon newberryi var.newberryi","MOD"
"N135",2014-07-09,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2014",190,0,0,"Penstemon newberryi var.newberryi","MOD"
"N135",2014-07-19,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2014",200,0,0,"Penstemon newberryi var.newberryi","MOD"
"P37",2014-06-13,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2014",164,0,0,"Penstemon newberryi var.newberryi","LOW"
"P37",2014-06-24,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2014",175,0,0,"Penstemon newberryi var.newberryi","LOW"
"P37",2014-07-01,"finishing bloom",1,"Penstemon","newberryi","var.newberryi","","2014",182,1,1,"Penstemon newberryi var.newberryi","LOW"
"P37",2014-07-13,"not blooming",0,"Penstemon","newberryi","var.newberryi","","2014",194,0,0,"Penstemon newberryi var.newberryi","LOW"
"L21",2013-06-26,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2013",177,1,10,"Phacelia hastata ssp. compacta","MOD"
"L21",2013-07-13,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",194,1,1,"Phacelia hastata ssp. compacta","MOD"
"L21",2013-07-17,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",198,1,1,"Phacelia hastata ssp. compacta","MOD"
"L21",2013-07-30,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",211,0,0,"Phacelia hastata ssp. compacta","MOD"
"L21",2014-06-12,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",163,0,0,"Phacelia hastata ssp. compacta","MOD"
"L21",2014-06-22,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2014",173,1,10,"Phacelia hastata ssp. compacta","MOD"
"L21",2014-07-03,"finishing bloom",4,"Phacelia","hastata","ssp.","compacta","2014",184,1,1000,"Phacelia hastata ssp. compacta","MOD"
"L21",2014-07-13,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2014",194,1,1,"Phacelia hastata ssp. compacta","MOD"
"L24",2013-06-27,"full bloom",3,"Phacelia","hastata","ssp.","compacta","2013",178,1,100,"Phacelia hastata ssp. compacta","HIGH"
"L24",2013-07-13,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",194,1,10,"Phacelia hastata ssp. compacta","HIGH"
"L24",2013-07-18,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",199,1,10,"Phacelia hastata ssp. compacta","HIGH"
"L24",2013-07-31,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",212,1,10,"Phacelia hastata ssp. compacta","HIGH"
"L24",2014-06-13,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",164,0,0,"Phacelia hastata ssp. compacta","HIGH"
"L24",2014-06-23,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2014",174,1,10,"Phacelia hastata ssp. compacta","HIGH"
"L24",2014-07-02,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2014",183,1,100,"Phacelia hastata ssp. compacta","HIGH"
"L24",2014-07-13,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",194,1,10,"Phacelia hastata ssp. compacta","HIGH"
"L33",2013-06-29,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",180,1,10,"Phacelia hastata ssp. compacta","LOW"
"L33",2013-07-13,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",194,1,1,"Phacelia hastata ssp. compacta","LOW"
"L33",2013-07-19,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",200,0,0,"Phacelia hastata ssp. compacta","LOW"
"L33",2013-07-31,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",212,0,0,"Phacelia hastata ssp. compacta","LOW"
"L33",2014-06-13,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",164,0,0,"Phacelia hastata ssp. compacta","LOW"
"L33",2014-06-23,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",174,0,0,"Phacelia hastata ssp. compacta","LOW"
"L33",2014-07-03,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",184,1,10,"Phacelia hastata ssp. compacta","LOW"
"L33",2014-07-13,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2014",194,1,1,"Phacelia hastata ssp. compacta","LOW"
"L35",2013-06-27,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2013",178,1,10,"Phacelia hastata ssp. compacta","MOD"
"L35",2013-07-13,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",194,1,10,"Phacelia hastata ssp. compacta","MOD"
"L35",2013-07-18,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",199,1,10,"Phacelia hastata ssp. compacta","MOD"
"L35",2013-07-29,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",210,0,0,"Phacelia hastata ssp. compacta","MOD"
"L35",2014-06-12,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",163,0,0,"Phacelia hastata ssp. compacta","MOD"
"L35",2014-06-22,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2014",173,1,10,"Phacelia hastata ssp. compacta","MOD"
"L35",2014-07-03,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2014",184,1,1,"Phacelia hastata ssp. compacta","MOD"
"L35",2014-07-13,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",194,1,10,"Phacelia hastata ssp. compacta","MOD"
"N131",2013-06-30,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2013",181,1,10,"Phacelia hastata ssp. compacta","LOW"
"N131",2013-07-14,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",195,1,10,"Phacelia hastata ssp. compacta","LOW"
"N131",2013-07-20,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",201,0,0,"Phacelia hastata ssp. compacta","LOW"
"N131",2013-08-01,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",213,0,0,"Phacelia hastata ssp. compacta","LOW"
"N131",2014-06-14,"beginning to bloom to bloom",1,"Phacelia","hastata","ssp.","compacta","2014",165,1,1,"Phacelia hastata ssp. compacta","LOW"
"N131",2014-06-25,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",176,1,10,"Phacelia hastata ssp. compacta","LOW"
"N131",2014-07-04,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",185,1,10,"Phacelia hastata ssp. compacta","LOW"
"N131",2014-07-14,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",195,1,10,"Phacelia hastata ssp. compacta","LOW"
"N133",2013-07-08,"full bloom",3,"Phacelia","hastata","ssp.","compacta","2013",189,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N133",2013-07-11,"full bloom",3,"Phacelia","hastata","ssp.","compacta","2013",192,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N133",2013-07-23,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",204,1,1,"Phacelia hastata ssp. compacta","HIGH"
"N133",2013-07-25,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",206,0,0,"Phacelia hastata ssp. compacta","HIGH"
"N133",2014-06-18,"beginning to bloom to bloom",2,"Phacelia","hastata","ssp.","compacta","2014",169,1,10,"Phacelia hastata ssp. compacta","HIGH"
"N133",2014-07-07,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2014",188,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N133",2014-07-10,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2014",191,1,10,"Phacelia hastata ssp. compacta","HIGH"
"N133",2014-07-18,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",199,0,0,"Phacelia hastata ssp. compacta","HIGH"
"N134",2013-07-08,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2013",189,1,100,"Phacelia hastata ssp. compacta","MOD"
"N134",2013-07-11,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2013",192,1,100,"Phacelia hastata ssp. compacta","MOD"
"N134",2013-07-22,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",203,1,10,"Phacelia hastata ssp. compacta","MOD"
"N134",2013-07-25,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",206,1,10,"Phacelia hastata ssp. compacta","MOD"
"N134",2014-06-17,"full bloom",4,"Phacelia","hastata","ssp.","compacta","2014",168,1,1000,"Phacelia hastata ssp. compacta","MOD"
"N134",2014-07-06,"full bloom",3,"Phacelia","hastata","ssp.","compacta","2014",187,1,100,"Phacelia hastata ssp. compacta","MOD"
"N134",2014-07-09,"full bloom",5,"Phacelia","hastata","ssp.","compacta","2014",190,1,10000,"Phacelia hastata ssp. compacta","MOD"
"N134",2014-07-17,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2014",198,1,1,"Phacelia hastata ssp. compacta","MOD"
"N136",2013-07-09,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",190,1,1,"Phacelia hastata ssp. compacta","LOW"
"N136",2013-07-12,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",193,1,1,"Phacelia hastata ssp. compacta","LOW"
"N136",2013-07-24,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",205,1,1,"Phacelia hastata ssp. compacta","LOW"
"N136",2013-07-26,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",207,0,0,"Phacelia hastata ssp. compacta","LOW"
"N136",2014-06-17,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",168,0,0,"Phacelia hastata ssp. compacta","LOW"
"N136",2014-07-07,"full bloom",1,"Phacelia","hastata","ssp.","compacta","2014",188,1,1,"Phacelia hastata ssp. compacta","LOW"
"N136",2014-07-10,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",191,1,10,"Phacelia hastata ssp. compacta","LOW"
"N136",2014-07-17,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",198,0,0,"Phacelia hastata ssp. compacta","LOW"
"N137",2013-07-09,"finishing bloom",4,"Phacelia","hastata","ssp.","compacta","2013",190,1,1000,"Phacelia hastata ssp. compacta","HIGH"
"N137",2013-07-12,"finishing bloom",4,"Phacelia","hastata","ssp.","compacta","2013",193,1,1000,"Phacelia hastata ssp. compacta","HIGH"
"N137",2013-07-24,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2013",205,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N137",2013-07-26,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2013",207,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N137",2014-06-19,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2014",170,1,10,"Phacelia hastata ssp. compacta","HIGH"
"N137",2014-07-07,"full bloom",3,"Phacelia","hastata","ssp.","compacta","2014",188,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N137",2014-07-10,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2014",191,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N137",2014-07-19,"finishing bloom",3,"Phacelia","hastata","ssp.","compacta","2014",200,1,100,"Phacelia hastata ssp. compacta","HIGH"
"N139",2014-06-18,"full bloom",1,"Phacelia","hastata","ssp.","compacta","2014",169,1,1,"Phacelia hastata ssp. compacta","LOW"
"N139",2014-07-06,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",187,0,0,"Phacelia hastata ssp. compacta","LOW"
"N139",2014-07-09,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",190,0,0,"Phacelia hastata ssp. compacta","LOW"
"N139",2014-07-18,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",199,0,0,"Phacelia hastata ssp. compacta","LOW"
"P24",2013-06-27,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2013",178,1,10,"Phacelia hastata ssp. compacta","LOW"
"P24",2013-07-13,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",194,1,10,"Phacelia hastata ssp. compacta","LOW"
"P24",2013-07-19,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",200,1,10,"Phacelia hastata ssp. compacta","LOW"
"P24",2013-07-29,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",210,0,0,"Phacelia hastata ssp. compacta","LOW"
"P24",2014-06-12,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2014",163,1,10,"Phacelia hastata ssp. compacta","LOW"
"P24",2014-06-23,"beginning to bloom to bloom",2,"Phacelia","hastata","ssp.","compacta","2014",174,1,10,"Phacelia hastata ssp. compacta","LOW"
"P24",2014-07-02,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2014",183,1,10,"Phacelia hastata ssp. compacta","LOW"
"P24",2014-07-13,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",194,0,0,"Phacelia hastata ssp. compacta","LOW"
"P33",2013-06-27,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2013",178,1,10,"Phacelia hastata ssp. compacta","HIGH"
"P33",2013-07-13,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",194,1,10,"Phacelia hastata ssp. compacta","HIGH"
"P33",2013-07-18,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",199,1,10,"Phacelia hastata ssp. compacta","HIGH"
"P33",2013-07-29,"finishing bloom",2,"Phacelia","hastata","ssp.","compacta","2013",210,1,10,"Phacelia hastata ssp. compacta","HIGH"
"P33",2014-06-12,"beginning to bloom to bloom",2,"Phacelia","hastata","ssp.","compacta","2014",163,1,10,"Phacelia hastata ssp. compacta","HIGH"
"P33",2014-06-22,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2014",173,0,0,"Phacelia hastata ssp. compacta","HIGH"
"P33",2014-07-02,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2014",183,1,10,"Phacelia hastata ssp. compacta","HIGH"
"P33",2014-07-13,"full bloom",3,"Phacelia","hastata","ssp.","compacta","2014",194,1,100,"Phacelia hastata ssp. compacta","HIGH"
"P37",2013-06-28,"full bloom",2,"Phacelia","hastata","ssp.","compacta","2013",179,1,10,"Phacelia hastata ssp. compacta","LOW"
"P37",2013-07-13,"finishing bloom",1,"Phacelia","hastata","ssp.","compacta","2013",194,1,1,"Phacelia hastata ssp. compacta","LOW"
"P37",2013-07-19,"not blooming",0,"Phacelia","hastata","ssp.","compacta","2013",200,0,0,"Phacelia hastata ssp. compacta","LOW"
