"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies","Year","doy","Occ","logFlowerNum","PlantGenusSpecies","SiteStatus"
"N137",2014-07-07,"full bloom",3,"Cymopterus","terebinthinus","","","2014",188,1,100,"Cymopterus terebinthinus","HIGH"
"N137",2014-07-10,"full bloom",3,"Cymopterus","terebinthinus","","","2014",191,1,100,"Cymopterus terebinthinus","HIGH"
"N137",2014-07-19,"full bloom",3,"Cymopterus","terebinthinus","","","2014",200,1,100,"Cymopterus terebinthinus","HIGH"
"L21",2013-06-26,"full bloom",1,"Delphinium","sp.","","","2013",177,1,1,"Delphinium sp.","MOD"
"L21",2013-07-13,"not blooming",0,"Delphinium","sp.","","","2013",194,0,0,"Delphinium sp.","MOD"
"L21",2013-07-17,"not blooming",0,"Delphinium","sp.","","","2013",198,0,0,"Delphinium sp.","MOD"
"L21",2013-07-30,"not blooming",0,"Delphinium","sp.","","","2013",211,0,0,"Delphinium sp.","MOD"
"L21",2014-06-12,"full bloom",2,"Delphinium","sp.","","","2014",163,1,10,"Delphinium sp.","MOD"
"L21",2014-06-22,"full bloom",2,"Delphinium","sp.","","","2014",173,1,10,"Delphinium sp.","MOD"
"L21",2014-07-03,"finishing bloom",1,"Delphinium","sp.","","","2014",184,1,1,"Delphinium sp.","MOD"
"L21",2014-07-13,"not blooming",0,"Delphinium","sp.","","","2014",194,0,0,"Delphinium sp.","MOD"
"L24",2014-06-13,"full bloom",2,"Delphinium","sp.","","","2014",164,1,10,"Delphinium sp.","HIGH"
"L24",2014-06-23,"not blooming",0,"Delphinium","sp.","","","2014",174,0,0,"Delphinium sp.","HIGH"
"L24",2014-07-02,"not blooming",0,"Delphinium","sp.","","","2014",183,0,0,"Delphinium sp.","HIGH"
"L24",2014-07-13,"not blooming",0,"Delphinium","sp.","","","2014",194,0,0,"Delphinium sp.","HIGH"
"L35",2013-06-27,"full bloom",1,"Delphinium","sp.","","","2013",178,1,1,"Delphinium sp.","MOD"
"L35",2013-07-13,"not blooming",0,"Delphinium","sp.","","","2013",194,0,0,"Delphinium sp.","MOD"
"L35",2013-07-18,"not blooming",0,"Delphinium","sp.","","","2013",199,0,0,"Delphinium sp.","MOD"
"L35",2013-07-29,"not blooming",0,"Delphinium","sp.","","","2013",210,0,0,"Delphinium sp.","MOD"
"L35",2014-06-12,"full bloom",1,"Delphinium","sp.","","","2014",163,1,1,"Delphinium sp.","MOD"
"L35",2014-06-22,"full bloom",2,"Delphinium","sp.","","","2014",173,1,10,"Delphinium sp.","MOD"
"L35",2014-07-03,"finishing bloom",1,"Delphinium","sp.","","","2014",184,1,1,"Delphinium sp.","MOD"
"L35",2014-07-13,"not blooming",0,"Delphinium","sp.","","","2014",194,0,0,"Delphinium sp.","MOD"
"L24",2013-06-27,"beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",178,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L24",2013-07-13,"full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",194,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L24",2013-07-18,"full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",199,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L24",2013-07-31,"finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",212,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L24",2014-06-13,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",164,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L24",2014-06-23,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",174,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L24",2014-07-02,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",183,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L24",2014-07-13,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",194,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"L35",2013-06-27,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2013",178,0,0,"Epilobium angustifloium ssp. circumvagum","MOD"
"L35",2013-07-13,"beginning to bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2013",194,1,10,"Epilobium angustifloium ssp. circumvagum","MOD"
"L35",2013-07-18,"full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2013",199,1,10,"Epilobium angustifloium ssp. circumvagum","MOD"
"L35",2013-07-29,"full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2013",210,1,10,"Epilobium angustifloium ssp. circumvagum","MOD"
"L35",2014-06-12,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",163,0,0,"Epilobium angustifloium ssp. circumvagum","MOD"
"L35",2014-06-22,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",173,0,0,"Epilobium angustifloium ssp. circumvagum","MOD"
"L35",2014-07-03,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",184,0,0,"Epilobium angustifloium ssp. circumvagum","MOD"
"L35",2014-07-13,"beginning to bloom to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2014",194,1,1,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2013-07-08,"beginning to bloom",3,"Epilobium","angustifloium","ssp.","circumvagum","2013",189,1,100,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2013-07-11,"full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum","2013",192,1,100,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2013-07-22,"full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum","2013",203,1,100,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2013-07-25,"finishing bloom",3,"Epilobium","angustifloium","ssp.","circumvagum","2013",206,1,100,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2014-06-17,"not blooming",3,"Epilobium","angustifloium","ssp.","circumvagum","2014",168,1,100,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2014-07-06,"full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum","2014",187,1,100,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2014-07-09,"full bloom",4,"Epilobium","angustifloium","ssp.","circumvagum","2014",190,1,1000,"Epilobium angustifloium ssp. circumvagum","MOD"
"N134",2014-07-17,"full bloom",4,"Epilobium","angustifloium","ssp.","circumvagum","2014",198,1,1000,"Epilobium angustifloium ssp. circumvagum","MOD"
"N136",2013-07-09,"beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",190,1,1,"Epilobium angustifloium ssp. circumvagum","LOW"
"N136",2013-07-12,"beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",193,1,1,"Epilobium angustifloium ssp. circumvagum","LOW"
"N136",2013-07-24,"finishing bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2013",205,1,10,"Epilobium angustifloium ssp. circumvagum","LOW"
"N136",2013-07-26,"finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",207,1,1,"Epilobium angustifloium ssp. circumvagum","LOW"
"N136",2014-06-17,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",168,0,0,"Epilobium angustifloium ssp. circumvagum","LOW"
"N136",2014-07-07,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",188,0,0,"Epilobium angustifloium ssp. circumvagum","LOW"
"N136",2014-07-10,"finishing bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2014",191,1,10,"Epilobium angustifloium ssp. circumvagum","LOW"
"N136",2014-07-17,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",198,0,0,"Epilobium angustifloium ssp. circumvagum","LOW"
"N137",2013-07-09,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2013",190,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N137",2013-07-12,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2013",193,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N137",2013-07-24,"full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2013",205,1,10,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N137",2013-07-26,"finishing bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2013",207,1,10,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N137",2014-06-19,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",170,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N137",2014-07-07,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",188,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N137",2014-07-10,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",191,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N137",2014-07-19,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",200,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2013-06-27,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2013",178,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2013-07-13,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2013",194,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2013-07-18,"full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",199,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2013-07-29,"finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",210,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2014-06-12,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",163,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2014-06-22,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",173,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2014-07-02,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",183,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P33",2014-07-13,"full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2014",194,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"P37",2013-06-28,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2013",179,0,0,"Epilobium angustifloium ssp. circumvagum","LOW"
"P37",2013-07-13,"beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",194,1,1,"Epilobium angustifloium ssp. circumvagum","LOW"
"P37",2013-07-19,"full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",200,1,1,"Epilobium angustifloium ssp. circumvagum","LOW"
"P37",2013-07-30,"finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",211,1,1,"Epilobium angustifloium ssp. circumvagum","LOW"
"P37",2014-06-13,"full bloom",3,"Epilobium","angustifloium","ssp.","circumvagum","2014",164,1,100,"Epilobium angustifloium ssp. circumvagum","LOW"
"P37",2014-06-24,"full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2014",175,1,10,"Epilobium angustifloium ssp. circumvagum","LOW"
"P37",2014-07-01,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",182,0,0,"Epilobium angustifloium ssp. circumvagum","LOW"
"P37",2014-07-13,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",194,0,0,"Epilobium angustifloium ssp. circumvagum","LOW"
"W04",2013-06-30,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2013",181,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"W04",2013-07-14,"beginning to bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",195,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"W04",2013-07-20,"full bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",201,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"W04",2013-08-01,"finishing bloom",1,"Epilobium","angustifloium","ssp.","circumvagum","2013",213,1,1,"Epilobium angustifloium ssp. circumvagum","HIGH"
"W04",2014-06-14,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",165,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"W04",2014-06-25,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",176,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"W04",2014-07-04,"not blooming",0,"Epilobium","angustifloium","ssp.","circumvagum","2014",185,0,0,"Epilobium angustifloium ssp. circumvagum","HIGH"
"W04",2014-07-14,"full bloom",2,"Epilobium","angustifloium","ssp.","circumvagum","2014",195,1,10,"Epilobium angustifloium ssp. circumvagum","HIGH"
"N136",2013-07-09,"full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum","2013",190,1,100,"Epilobium ciliatum ssp. glandulosum","LOW"
"N136",2013-07-12,"full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum","2013",193,1,100,"Epilobium ciliatum ssp. glandulosum","LOW"
"N136",2013-07-24,"full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum","2013",205,1,100,"Epilobium ciliatum ssp. glandulosum","LOW"
"N136",2013-07-26,"full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum","2013",207,1,100,"Epilobium ciliatum ssp. glandulosum","LOW"
"N136",2014-06-17,"not blooming",0,"Epilobium","ciliatum","ssp.","glandulosum","2014",168,0,0,"Epilobium ciliatum ssp. glandulosum","LOW"
"N136",2014-07-07,"beginning to bloom to bloom",1,"Epilobium","ciliatum","ssp.","glandulosum","2014",188,1,1,"Epilobium ciliatum ssp. glandulosum","LOW"
"N136",2014-07-10,"full bloom",3,"Epilobium","ciliatum","ssp.","glandulosum","2014",191,1,100,"Epilobium ciliatum ssp. glandulosum","LOW"
"N136",2014-07-17,"not blooming",0,"Epilobium","ciliatum","ssp.","glandulosum","2014",198,0,0,"Epilobium ciliatum ssp. glandulosum","LOW"
"N135",2013-07-08,"not blooming",0,"Ericameria","bloomeri","","","2013",189,0,0,"Ericameria bloomeri","MOD"
"N135",2013-07-11,"not blooming",0,"Ericameria","bloomeri","","","2013",192,0,0,"Ericameria bloomeri","MOD"
"N135",2013-07-22,"not blooming",0,"Ericameria","bloomeri","","","2013",203,0,0,"Ericameria bloomeri","MOD"
"N135",2013-07-25,"beginning to bloom",1,"Ericameria","bloomeri","","","2013",206,1,1,"Ericameria bloomeri","MOD"
"N135",2014-06-18,"not blooming",0,"Ericameria","bloomeri","","","2014",169,0,0,"Ericameria bloomeri","MOD"
"N135",2014-07-06,"not blooming",0,"Ericameria","bloomeri","","","2014",187,0,0,"Ericameria bloomeri","MOD"
"N135",2014-07-09,"not blooming",0,"Ericameria","bloomeri","","","2014",190,0,0,"Ericameria bloomeri","MOD"
"N135",2014-07-19,"not blooming",0,"Ericameria","bloomeri","","","2014",200,0,0,"Ericameria bloomeri","MOD"
"P33",2013-06-27,"not blooming",0,"Ericameria","bloomeri","","","2013",178,0,0,"Ericameria bloomeri","HIGH"
"P33",2013-07-13,"not blooming",0,"Ericameria","bloomeri","","","2013",194,0,0,"Ericameria bloomeri","HIGH"
"P33",2013-07-18,"not blooming",0,"Ericameria","bloomeri","","","2013",199,0,0,"Ericameria bloomeri","HIGH"
"P33",2013-07-29,"full bloom",3,"Ericameria","bloomeri","","","2013",210,1,100,"Ericameria bloomeri","HIGH"
"P33",2014-06-12,"not blooming",0,"Ericameria","bloomeri","","","2014",163,0,0,"Ericameria bloomeri","HIGH"
"P33",2014-06-22,"not blooming",0,"Ericameria","bloomeri","","","2014",173,0,0,"Ericameria bloomeri","HIGH"
"P33",2014-07-02,"not blooming",0,"Ericameria","bloomeri","","","2014",183,0,0,"Ericameria bloomeri","HIGH"
"P33",2014-07-13,"not blooming",0,"Ericameria","bloomeri","","","2014",194,0,0,"Ericameria bloomeri","HIGH"
"L21",2013-06-26,"beginning to bloom",2,"Erigeron","brewerii","var.","brewerii","2013",177,1,10,"Erigeron brewerii var. brewerii","MOD"
"L21",2013-07-13,"full bloom",3,"Erigeron","brewerii","var.","brewerii","2013",194,1,100,"Erigeron brewerii var. brewerii","MOD"
"L21",2013-07-17,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",198,1,10,"Erigeron brewerii var. brewerii","MOD"
"L21",2013-07-30,"finishing bloom",1,"Erigeron","brewerii","var.","brewerii","2013",211,1,1,"Erigeron brewerii var. brewerii","MOD"
"L21",2014-06-12,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",163,0,0,"Erigeron brewerii var. brewerii","MOD"
"L21",2014-06-22,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",173,0,0,"Erigeron brewerii var. brewerii","MOD"
"L21",2014-07-03,"finishing bloom",1,"Erigeron","brewerii","var.","brewerii","2014",184,1,1,"Erigeron brewerii var. brewerii","MOD"
"L21",2014-07-13,"full bloom",1,"Erigeron","brewerii","var.","brewerii","2014",194,1,1,"Erigeron brewerii var. brewerii","MOD"
"L24",2013-06-27,"beginning to bloom",1,"Erigeron","brewerii","var.","brewerii","2013",178,1,1,"Erigeron brewerii var. brewerii","HIGH"
"L24",2013-07-13,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",194,1,10,"Erigeron brewerii var. brewerii","HIGH"
"L24",2013-07-18,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",199,1,10,"Erigeron brewerii var. brewerii","HIGH"
"L24",2013-07-31,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",212,1,10,"Erigeron brewerii var. brewerii","HIGH"
"L24",2014-06-13,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",164,0,0,"Erigeron brewerii var. brewerii","HIGH"
"L24",2014-06-23,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",174,0,0,"Erigeron brewerii var. brewerii","HIGH"
"L24",2014-07-02,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",183,0,0,"Erigeron brewerii var. brewerii","HIGH"
"L24",2014-07-13,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",194,1,10,"Erigeron brewerii var. brewerii","HIGH"
"L33",2013-06-29,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",180,1,10,"Erigeron brewerii var. brewerii","LOW"
"L33",2013-07-13,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",194,1,10,"Erigeron brewerii var. brewerii","LOW"
"L33",2013-07-19,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",200,1,10,"Erigeron brewerii var. brewerii","LOW"
"L33",2013-07-31,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2013",212,0,0,"Erigeron brewerii var. brewerii","LOW"
"L33",2014-06-13,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",164,0,0,"Erigeron brewerii var. brewerii","LOW"
"L33",2014-06-23,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",174,0,0,"Erigeron brewerii var. brewerii","LOW"
"L33",2014-07-03,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",184,0,0,"Erigeron brewerii var. brewerii","LOW"
"L33",2014-07-13,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2014",194,1,10,"Erigeron brewerii var. brewerii","LOW"
"L35",2013-06-27,"beginning to bloom",1,"Erigeron","brewerii","var.","brewerii","2013",178,1,1,"Erigeron brewerii var. brewerii","MOD"
"L35",2013-07-13,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",194,1,10,"Erigeron brewerii var. brewerii","MOD"
"L35",2013-07-18,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",199,1,10,"Erigeron brewerii var. brewerii","MOD"
"L35",2013-07-29,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",210,1,10,"Erigeron brewerii var. brewerii","MOD"
"L35",2014-06-12,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",163,0,0,"Erigeron brewerii var. brewerii","MOD"
"L35",2014-06-22,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",173,0,0,"Erigeron brewerii var. brewerii","MOD"
"L35",2014-07-03,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",184,0,0,"Erigeron brewerii var. brewerii","MOD"
"L35",2014-07-13,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",194,0,0,"Erigeron brewerii var. brewerii","MOD"
"N132",2013-06-30,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",181,1,10,"Erigeron brewerii var. brewerii","MOD"
"N132",2013-07-14,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",195,1,10,"Erigeron brewerii var. brewerii","MOD"
"N132",2013-07-20,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",201,1,10,"Erigeron brewerii var. brewerii","MOD"
"N132",2013-08-01,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2013",213,0,0,"Erigeron brewerii var. brewerii","MOD"
"N132",2014-06-14,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",165,0,0,"Erigeron brewerii var. brewerii","MOD"
"N132",2014-06-25,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",176,0,0,"Erigeron brewerii var. brewerii","MOD"
"N132",2014-07-04,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",185,0,0,"Erigeron brewerii var. brewerii","MOD"
"N132",2014-07-14,"beginning to bloom to bloom",1,"Erigeron","brewerii","var.","brewerii","2014",195,1,1,"Erigeron brewerii var. brewerii","MOD"
"N133",2014-06-18,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",169,0,0,"Erigeron brewerii var. brewerii","HIGH"
"N133",2014-07-07,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",188,0,0,"Erigeron brewerii var. brewerii","HIGH"
"N133",2014-07-10,"beginning to bloom to bloom",2,"Erigeron","brewerii","var.","brewerii","2014",191,1,10,"Erigeron brewerii var. brewerii","HIGH"
"N133",2014-07-18,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2014",199,1,10,"Erigeron brewerii var. brewerii","HIGH"
"N135",2013-07-08,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",189,1,10,"Erigeron brewerii var. brewerii","MOD"
"N135",2013-07-11,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",192,1,10,"Erigeron brewerii var. brewerii","MOD"
"N135",2013-07-22,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",203,1,10,"Erigeron brewerii var. brewerii","MOD"
"N135",2013-07-25,"finishing bloom",1,"Erigeron","brewerii","var.","brewerii","2013",206,1,1,"Erigeron brewerii var. brewerii","MOD"
"N135",2014-06-18,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",169,0,0,"Erigeron brewerii var. brewerii","MOD"
"N135",2014-07-06,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",187,1,10,"Erigeron brewerii var. brewerii","MOD"
"N135",2014-07-09,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",190,1,10,"Erigeron brewerii var. brewerii","MOD"
"N135",2014-07-19,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",200,1,10,"Erigeron brewerii var. brewerii","MOD"
"N137",2013-07-09,"finishing bloom",3,"Erigeron","brewerii","var.","brewerii","2013",190,1,100,"Erigeron brewerii var. brewerii","HIGH"
"N137",2013-07-12,"finishing bloom",3,"Erigeron","brewerii","var.","brewerii","2013",193,1,100,"Erigeron brewerii var. brewerii","HIGH"
"N137",2013-07-24,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",205,1,10,"Erigeron brewerii var. brewerii","HIGH"
"N137",2013-07-26,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",207,1,10,"Erigeron brewerii var. brewerii","HIGH"
"N137",2014-06-19,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",170,0,0,"Erigeron brewerii var. brewerii","HIGH"
"N137",2014-07-07,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",188,1,10,"Erigeron brewerii var. brewerii","HIGH"
"N137",2014-07-10,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",191,1,10,"Erigeron brewerii var. brewerii","HIGH"
"N137",2014-07-19,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2014",200,1,10,"Erigeron brewerii var. brewerii","HIGH"
"N139",2013-07-09,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",190,1,10,"Erigeron brewerii var. brewerii","LOW"
"N139",2013-07-12,"full bloom",3,"Erigeron","brewerii","var.","brewerii","2013",193,1,100,"Erigeron brewerii var. brewerii","LOW"
"N139",2013-07-24,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",205,1,10,"Erigeron brewerii var. brewerii","LOW"
"N139",2013-07-26,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",207,1,10,"Erigeron brewerii var. brewerii","LOW"
"N139",2014-06-18,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",169,0,0,"Erigeron brewerii var. brewerii","LOW"
"N139",2014-07-06,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2014",187,1,10,"Erigeron brewerii var. brewerii","LOW"
"N139",2014-07-09,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",190,1,10,"Erigeron brewerii var. brewerii","LOW"
"N139",2014-07-18,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2014",199,1,10,"Erigeron brewerii var. brewerii","LOW"
"P24",2013-06-27,"beginning to bloom",0,"Erigeron","brewerii","var.","brewerii","2013",178,0,0,"Erigeron brewerii var. brewerii","LOW"
"P24",2013-07-13,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",194,1,10,"Erigeron brewerii var. brewerii","LOW"
"P24",2013-07-19,"finishing bloom",1,"Erigeron","brewerii","var.","brewerii","2013",200,1,1,"Erigeron brewerii var. brewerii","LOW"
"P24",2013-07-29,"finishing bloom",1,"Erigeron","brewerii","var.","brewerii","2013",210,1,1,"Erigeron brewerii var. brewerii","LOW"
"P24",2014-06-12,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",163,0,0,"Erigeron brewerii var. brewerii","LOW"
"P24",2014-06-23,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",174,0,0,"Erigeron brewerii var. brewerii","LOW"
"P24",2014-07-02,"full bloom",1,"Erigeron","brewerii","var.","brewerii","2014",183,1,1,"Erigeron brewerii var. brewerii","LOW"
"P24",2014-07-13,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2014",194,1,10,"Erigeron brewerii var. brewerii","LOW"
"P310",2013-06-29,"beginning to bloom",2,"Erigeron","brewerii","var.","brewerii","2013",180,1,10,"Erigeron brewerii var. brewerii","HIGH"
"P310",2013-07-13,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",194,1,10,"Erigeron brewerii var. brewerii","HIGH"
"P310",2013-07-17,"full bloom",3,"Erigeron","brewerii","var.","brewerii","2013",198,1,100,"Erigeron brewerii var. brewerii","HIGH"
"P310",2013-07-31,"finishing bloom",3,"Erigeron","brewerii","var.","brewerii","2013",212,1,100,"Erigeron brewerii var. brewerii","HIGH"
"P310",2014-06-12,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",163,0,0,"Erigeron brewerii var. brewerii","HIGH"
"P310",2014-06-24,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",175,0,0,"Erigeron brewerii var. brewerii","HIGH"
