Males,Females,Family,Genus,Species,PlantGenusSpecies
0,1,Megachilidae,Osmia,aglaia,Monardella odoratissima ssp.pallida 
0,1,Megachilidae,Osmia,aglaia,Nemophila maculata 
74,73,Megachilidae,Osmia,aglaia,NA
1,0,Megachilidae,Osmia,aglaia,Parvisedum pumilum 
1,4,Megachilidae,Osmia,aglaia,Penstemon laetus 
0,1,Megachilidae,Osmia,aglaia,Phacelia heterophylla 
0,4,Megachilidae,Osmia,aglaia,Phacelia heterophylla ssp.virgata 
1,0,Megachilidae,Osmia,aglaia,Phacelia humilis 
2,2,Megachilidae,Osmia,aglaia,Phacelia quickii 
0,1,Megachilidae,Osmia,aglaia,Phacelia sp. 
1,0,Megachilidae,Osmia,aglaia,Ranunculus sp. 
0,1,Megachilidae,Osmia,aglaia,Rubus leucodermis 
0,1,Megachilidae,Osmia,aglaia,Sedum obtusatum 
1,0,Megachilidae,Osmia,aglaia,Senecio aronicoides 
0,1,Megachilidae,Osmia,aglaia,Stachys albens 
0,2,Megachilidae,Osmia,aglaia,Streptanthus tortuosus var.orbiculatus 
1,1,Megachilidae,Osmia,aglaia,Streptanthus tortuosus var.tortuosus
1,0,Megachilidae,Osmia,aglaia,Trifolium willdenovii 
0,1,Megachilidae,Osmia,aglaia,Vicia americana 
0,2,Megachilidae,Osmia,albolateralis,Collinsia sp. 
0,1,Megachilidae,Osmia,albolateralis,Collinsia torreyi var.torreyi
0,2,Megachilidae,Osmia,albolateralis,Hackelia velutina 
0,1,Megachilidae,Osmia,albolateralis,Lathyrus nevadensis 
0,2,Megachilidae,Osmia,albolateralis,Lotus crassifolius 
0,6,Megachilidae,Osmia,albolateralis,Lotus crassifolius var.crassifolius
0,1,Megachilidae,Osmia,albolateralis,Lotus nevadensis var.nevadensis
0,2,Megachilidae,Osmia,albolateralis,Lotus oblongifolius var.oblongifolius
0,1,Megachilidae,Osmia,albolateralis,Lupinus argenteus var.meionanthus 
0,1,Megachilidae,Osmia,albolateralis,Lupinus latifolius var.columbianus 
0,1,Megachilidae,Osmia,albolateralis,Lupinus lepidus var.lobbii 
0,4,Megachilidae,Osmia,albolateralis,Lupinus sp. 
0,1,Megachilidae,Osmia,albolateralis,Mertensia ciliata 
0,2,Megachilidae,Osmia,albolateralis,Mimulus sp. 
0,1,Megachilidae,Osmia,albolateralis,Mimulus viscidus 
0,68,Megachilidae,Osmia,albolateralis,NA
0,1,Megachilidae,Osmia,albolateralis,Penstemon laetus 
0,2,Megachilidae,Osmia,albolateralis,Penstemon newberryi 
0,4,Megachilidae,Osmia,albolateralis,Penstemon sp.
0,1,Megachilidae,Osmia,albolateralis,Ranunculus orthorhynchus var.orthorhynchus
0,2,Megachilidae,Osmia,albolateralis,Sedum lanceolatum 
0,1,Megachilidae,Osmia,albolateralis,Stachys albens 
0,1,Megachilidae,Osmia,albolateralis,Streptanthus sp. 
0,1,Megachilidae,Osmia,albolateralis,Streptanthus tortuosus 
0,1,Megachilidae,Osmia,albolateralis,Streptanthus tortuosus var.tortuosus
0,1,Megachilidae,Osmia,albolateralis,Trifolium breweri 
0,1,Megachilidae,Osmia,albolateralis,Trifolium repens 
0,1,Megachilidae,Osmia,albolateralis,Trifolium willdenovii 
1,0,Megachilidae,Osmia,atrocyanea,Allophyllum divaricatum 
1,0,Megachilidae,Osmia,atrocyanea,Allophyllum gilioides 
2,0,Megachilidae,Osmia,atrocyanea,Arctostaphylos viscida 
1,1,Megachilidae,Osmia,atrocyanea,Calystegia malacophylla 
1,0,Megachilidae,Osmia,atrocyanea,Chamaebatia foliolosa 
1,0,Megachilidae,Osmia,atrocyanea,Cirsium occidentale 
0,1,Megachilidae,Osmia,atrocyanea,Clarkia rhomboidea 
1,0,Megachilidae,Osmia,atrocyanea,Claytonia perfoliata 
0,1,Megachilidae,Osmia,atrocyanea,Collinsia heterophylla 
0,1,Megachilidae,Osmia,atrocyanea,Delphinium gracilentum 
1,1,Megachilidae,Osmia,atrocyanea,Eriodictyon californicum 
1,4,Megachilidae,Osmia,atrocyanea,Gilia capitata 
0,1,Megachilidae,Osmia,atrocyanea,Horkelia tridentata 
4,0,Megachilidae,Osmia,atrocyanea,Iris missouriensis 
0,1,Megachilidae,Osmia,atrocyanea,Lathyrus laetiflorus 
1,3,Megachilidae,Osmia,atrocyanea,Lathyrus latifolius 
0,1,Megachilidae,Osmia,atrocyanea,Lathyrus sulphureus 
1,1,Megachilidae,Osmia,atrocyanea,Limnanthes alba 
1,1,Megachilidae,Osmia,atrocyanea,Lotus crassifolius var.crassifolius
1,0,Megachilidae,Osmia,atrocyanea,Lotus nevadensis 
1,0,Megachilidae,Osmia,atrocyanea,Lotus strigosus 
0,3,Megachilidae,Osmia,atrocyanea,Lupinus albicaulis 
0,1,Megachilidae,Osmia,atrocyanea,Lupinus grayi 
0,1,Megachilidae,Osmia,atrocyanea,Lupinus microcarpus var.densiflorus 
1,1,Megachilidae,Osmia,atrocyanea,Lupinus nanus 
2,0,Megachilidae,Osmia,atrocyanea,Lupinus sp. 
1,0,Megachilidae,Osmia,atrocyanea,Madia elegans 
1,0,Megachilidae,Osmia,atrocyanea,Madia elegans ssp.vernalis 
1,0,Megachilidae,Osmia,atrocyanea,Nemophila pedunculata 
207,40,Megachilidae,Osmia,atrocyanea,NA
1,3,Megachilidae,Osmia,atrocyanea,Penstemon laetus 
1,0,Megachilidae,Osmia,atrocyanea,Phacelia cicutaria 
0,1,Megachilidae,Osmia,atrocyanea,Phacelia cicutaria var.cicutaria
0,1,Megachilidae,Osmia,atrocyanea,Potentilla glandulosa ssp.reflexa 
1,2,Megachilidae,Osmia,atrocyanea,Ranunculus orthorhynchus var.orthorhynchus
1,0,Megachilidae,Osmia,atrocyanea,Rubus leucodermis 
0,3,Megachilidae,Osmia,atrocyanea,Stachys albens 
0,2,Megachilidae,Osmia,atrocyanea,Trifolium sp. 
2,1,Megachilidae,Osmia,atrocyanea,Trifolium willdenovii 
0,1,Megachilidae,Osmia,atrocyanea,Triteleia ixioides 
0,1,Megachilidae,Osmia,atrocyanea,Triteleia ixioides ssp.anilina 
0,1,Megachilidae,Osmia,atrocyanea,Triteleia ixioides ssp.scabra 
0,1,Megachilidae,Osmia,atrocyanea,Viola adunca 
11,18,Megachilidae,Osmia,austromaritima,NA
0,1,Megachilidae,Osmia,bakeri,Achillea millefolium 
0,1,Megachilidae,Osmia,bakeri,Clarkia unguiculata 
4,5,Megachilidae,Osmia,bakeri,Collinsia heterophylla 
6,8,Megachilidae,Osmia,bakeri,Collinsia sp. 
0,1,Megachilidae,Osmia,bakeri,Collinsia tinctoria 
1,1,Megachilidae,Osmia,bakeri,Collinsia torreyi 
28,29,Megachilidae,Osmia,bakeri,Collinsia torreyi var.torreyi
3,8,Megachilidae,Osmia,bakeri,Collinsia torreyi var.wrightii 
2,0,Megachilidae,Osmia,bakeri,Cryptantha simulans 
1,0,Megachilidae,Osmia,bakeri,Cryptantha sp. 
0,1,Megachilidae,Osmia,bakeri,Eriodictyon californicum 
0,1,Megachilidae,Osmia,bakeri,Gilia capillaris 
1,0,Megachilidae,Osmia,bakeri,Gilia capitata 
2,1,Megachilidae,Osmia,bakeri,Hackelia velutina 
0,1,Megachilidae,Osmia,bakeri,Limnanthes alba 
0,2,Megachilidae,Osmia,bakeri,Limnanthes montana 
1,0,Megachilidae,Osmia,bakeri,Linanthus ciliatus 
1,0,Megachilidae,Osmia,bakeri,Lupinus argenteus var.meionanthus 
0,2,Megachilidae,Osmia,bakeri,Lupinus bicolor 
0,2,Megachilidae,Osmia,bakeri,Madia elegans 
1,0,Megachilidae,Osmia,bakeri,Mimulus filicaulis 
1,1,Megachilidae,Osmia,bakeri,Mimulus sp. 
7,1,Megachilidae,Osmia,bakeri,Nemophila heterophylla 
3,0,Megachilidae,Osmia,bakeri,Nemophila menziesii 
3,0,Megachilidae,Osmia,bakeri,Nemophila pedunculata 
157,63,Megachilidae,Osmia,bakeri,NA
1,0,Megachilidae,Osmia,bakeri,Penstemon newberryi 
0,1,Megachilidae,Osmia,bakeri,Phacelia cicutaria 
1,1,Megachilidae,Osmia,bakeri,Phacelia humilis 
0,1,Megachilidae,Osmia,bakeri,Phacelia hydrophylloides 
1,1,Megachilidae,Osmia,bakeri,Phacelia quickii 
0,1,Megachilidae,Osmia,bakeri,Plagiobothrys nothofulvus 
3,0,Megachilidae,Osmia,bakeri,Plagiobothrys torreyi var.torreyi
1,0,Megachilidae,Osmia,bakeri,Ranunculus orthorhynchus var.orthorhynchus
1,0,Megachilidae,Osmia,bakeri,Ribes sp. 
1,0,Megachilidae,Osmia,bakeri,Senecio aronicoides 
0,1,Megachilidae,Osmia,bakeri,Senecio scorzonella 
0,1,Megachilidae,Osmia,bakeri,Streptanthus tortuosus var.orbiculatus 
0,1,Megachilidae,Osmia,bakeri,Torilis arvensis 
1,2,Megachilidae,Osmia,bakeri,Trifolium sp. 
1,0,Megachilidae,Osmia,brevis,Arctostaphylos patula 
1,0,Megachilidae,Osmia,brevis,Arctostaphylos viscida 
1,0,Megachilidae,Osmia,brevis,Asclepias cordifolia 
1,0,Megachilidae,Osmia,brevis,Calyptridium monospermum 
1,0,Megachilidae,Osmia,brevis,Collinsia sp. 
1,13,Megachilidae,Osmia,brevis,Collinsia torreyi var.torreyi
1,0,Megachilidae,Osmia,brevis,Delphinium gracilentum 
0,1,Megachilidae,Osmia,brevis,Gayophytum racemosum 
0,1,Megachilidae,Osmia,brevis,Gilia capitata 
1,0,Megachilidae,Osmia,brevis,Hackelia velutina 
1,0,Megachilidae,Osmia,brevis,Horkelia tridentata 
1,0,Megachilidae,Osmia,brevis,Lotus argophyllus var.fremontii 
1,0,Megachilidae,Osmia,brevis,Lupinus bicolor 
1,0,Megachilidae,Osmia,brevis,Mimulus sp. 
1,0,Megachilidae,Osmia,brevis,Nemophila pedunculata 
77,25,Megachilidae,Osmia,brevis,NA
0,1,Megachilidae,Osmia,brevis,Penstemon heterodoxus 
0,1,Megachilidae,Osmia,brevis,Penstemon heterodoxus var.heterodoxus
1,6,Megachilidae,Osmia,brevis,Penstemon laetus 
0,1,Megachilidae,Osmia,brevis,Penstemon newberryi 
1,2,Megachilidae,Osmia,brevis,Penstemon rydbergii var.oreocharis 
1,3,Megachilidae,Osmia,brevis,Penstemon sp.
1,0,Megachilidae,Osmia,brevis,Phacelia quickii 
1,0,Megachilidae,Osmia,brevis,Sedum lanceolatum 
4,0,Megachilidae,Osmia,brevis,Senecio aronicoides 
1,0,Megachilidae,Osmia,brevis,Streptanthus tortuosus 
1,0,Megachilidae,Osmia,brevis,Streptanthus tortuosus var.tortuosus
1,0,Megachilidae,Osmia,brevis,Viola pinetorum 
0,2,Megachilidae,Osmia,bruneri,Allium obtusum 
0,1,Megachilidae,Osmia,bruneri,Allium obtusum var.obtusum
1,0,Megachilidae,Osmia,bruneri,Amelanchier utahensis 
0,1,Megachilidae,Osmia,bruneri,Calyptridium monospermum 
0,1,Megachilidae,Osmia,bruneri,Chamaebatia foliolosa 
0,1,Megachilidae,Osmia,bruneri,Collinsia sp. 
0,2,Megachilidae,Osmia,bruneri,Collinsia torreyi var.torreyi
1,0,Megachilidae,Osmia,bruneri,Fragaria virginiana 
0,1,Megachilidae,Osmia,bruneri,Hackelia nervosa 
0,1,Megachilidae,Osmia,bruneri,Hackelia velutina 
0,1,Megachilidae,Osmia,bruneri,Lathyrus nevadensis 
0,3,Megachilidae,Osmia,bruneri,Lotus nevadensis 
0,3,Megachilidae,Osmia,bruneri,Lotus nevadensis var.nevadensis
0,1,Megachilidae,Osmia,bruneri,Mimulus guttatus 
0,1,Megachilidae,Osmia,bruneri,Mimulus mephiticus 
0,1,Megachilidae,Osmia,bruneri,Mimulus sp. 
0,1,Megachilidae,Osmia,bruneri,Nemophila heterophylla 
13,44,Megachilidae,Osmia,bruneri,NA
0,1,Megachilidae,Osmia,bruneri,Penstemon newberryi 
0,1,Megachilidae,Osmia,bruneri,Penstemon rydbergii var.oreocharis 
0,1,Megachilidae,Osmia,bruneri,Penstemon sp.
0,1,Megachilidae,Osmia,bruneri,Phacelia hydrophylloides 
0,4,Megachilidae,Osmia,bruneri,Phacelia sp. 
0,5,Megachilidae,Osmia,bruneri,Sedum lanceolatum 
0,1,Megachilidae,Osmia,bruneri,Sedum obtusatum 
0,3,Megachilidae,Osmia,bruneri,Sedum sp. 
0,6,Megachilidae,Osmia,bruneri,Streptanthus sp. 
1,7,Megachilidae,Osmia,bruneri,Streptanthus tortuosus 
0,27,Megachilidae,Osmia,bruneri,Streptanthus tortuosus var.orbiculatus 
0,12,Megachilidae,Osmia,bruneri,Streptanthus tortuosus var.tortuosus
0,1,Megachilidae,Osmia,bruneri,Triteleia montana 
0,1,Megachilidae,Osmia,cahuilla,Arctostaphylos viscida 
0,1,Megachilidae,Osmia,cahuilla,Lupinus grayi 
0,16,Megachilidae,Osmia,cahuilla,NA
0,1,Megachilidae,Osmia,cahuilla,Penstemon laetus 
0,2,Megachilidae,Osmia,cahuilla,Sedum lanceolatum 
0,1,Megachilidae,Osmia,cahuilla,Streptanthus tortuosus 
1,0,Megachilidae,Osmia,californica,Amelanchier utahensis 
3,0,Megachilidae,Osmia,californica,Arctostaphylos patula 
2,0,Megachilidae,Osmia,californica,Arctostaphylos viscida 
2,0,Megachilidae,Osmia,californica,Calystegia malacophylla 
3,0,Megachilidae,Osmia,californica,Ceanothus sp. 
2,1,Megachilidae,Osmia,californica,Chaenactis glabriuscula 
0,1,Megachilidae,Osmia,californica,Chaenactis glabriuscula var.megacephala 
5,29,Megachilidae,Osmia,californica,Cirsium occidentale 
3,3,Megachilidae,Osmia,californica,Cirsium occidentale var.californicum 
1,0,Megachilidae,Osmia,californica,Cirsium sp. 
0,1,Megachilidae,Osmia,californica,Delphinium gracilentum 
1,0,Megachilidae,Osmia,californica,Dichelostemma sp. 
0,1,Megachilidae,Osmia,californica,Erigeron elmeri 
5,6,Megachilidae,Osmia,californica,Eriodictyon californicum 
0,1,Megachilidae,Osmia,californica,Eriophyllum confertiflorum var.confertiflorum
0,2,Megachilidae,Osmia,californica,Eriophyllum lanatum var.grandiflorum 
0,2,Megachilidae,Osmia,californica,Eriophyllum lanatum var.integrifolium 
3,2,Megachilidae,Osmia,californica,Gilia capitata 
1,0,Megachilidae,Osmia,californica,Iris missouriensis 
1,2,Megachilidae,Osmia,californica,Limnanthes alba 
0,1,Megachilidae,Osmia,californica,Limnanthes montana 
2,0,Megachilidae,Osmia,californica,Limnanthes sp. 
1,0,Megachilidae,Osmia,californica,Lithophragma affine 
1,0,Megachilidae,Osmia,californica,Lomatium utriculatum 
0,4,Megachilidae,Osmia,californica,Madia elegans 
0,2,Megachilidae,Osmia,californica,Madia elegans ssp.vernalis 
0,1,Megachilidae,Osmia,californica,Mimulus guttatus 
1,0,Megachilidae,Osmia,californica,Mimulus pulchellus 
1,0,Megachilidae,Osmia,californica,Nemophila heterophylla 
1,0,Megachilidae,Osmia,californica,Nemophila menziesii 
128,39,Megachilidae,Osmia,californica,NA
10,5,Megachilidae,Osmia,californica,Phacelia cicutaria 
10,1,Megachilidae,Osmia,californica,Phacelia cicutaria var.cicutaria
0,1,Megachilidae,Osmia,californica,Phacelia heterophylla 
1,1,Megachilidae,Osmia,californica,Phacelia heterophylla ssp.virgata 
6,0,Megachilidae,Osmia,californica,Phacelia platyloba 
1,0,Megachilidae,Osmia,californica,Phacelia quickii 
2,0,Megachilidae,Osmia,californica,Phacelia ramosissima 
4,0,Megachilidae,Osmia,californica,Phacelia sp. 
1,1,Megachilidae,Osmia,californica,Pholistoma auritum 
1,0,Megachilidae,Osmia,californica,Plagiobothrys nothofulvus 
2,1,Megachilidae,Osmia,californica,Plagiobothrys sp. 
1,0,Megachilidae,Osmia,californica,Potentilla gracilis var.elmeri 
2,0,Megachilidae,Osmia,californica,Ranunculus orthorhynchus var.orthorhynchus
1,0,Megachilidae,Osmia,californica,Ribes nevadense 
1,1,Megachilidae,Osmia,californica,Salix lucida ssp.lasiandra 
0,1,Megachilidae,Osmia,californica,Senecio aronicoides 
2,2,Megachilidae,Osmia,californica,Senecio integerrimus 
2,3,Megachilidae,Osmia,californica,Senecio integerrimus var.major 
3,5,Megachilidae,Osmia,californica,Senecio sp. 
1,0,Megachilidae,Osmia,californica,Trifolium willdenovii 
1,14,Megachilidae,Osmia,californica,Wyethia angustifolia 
0,5,Megachilidae,Osmia,californica,Wyethia mollis 
0,1,Megachilidae,Osmia,calla,Collinsia sp. 
0,1,Megachilidae,Osmia,calla,Collinsia torreyi var.torreyi
0,1,Megachilidae,Osmia,calla,Lotus nevadensis 
0,1,Megachilidae,Osmia,calla,Lotus nevadensis var.nevadensis
0,1,Megachilidae,Osmia,calla,Lupinus argenteus var.meionanthus 
0,1,Megachilidae,Osmia,calla,Mimulus sp. 
0,10,Megachilidae,Osmia,calla,NA
0,1,Megachilidae,Osmia,calla,Penstemon heterophyllus ssp.purdyi 
0,2,Megachilidae,Osmia,calla,Phacelia heterophylla ssp.virgata 
0,1,Megachilidae,Osmia,calla,Phacelia sp. 
0,1,Megachilidae,Osmia,calla,Sedum sp. 
0,2,Megachilidae,Osmia,calla,Streptanthus diversifolius 
5,0,Megachilidae,Osmia,cara,Arctostaphylos viscida 
2,0,Megachilidae,Osmia,cara,Arnica cordifolia 
0,4,Megachilidae,Osmia,cara,Calystegia malacophylla 
1,1,Megachilidae,Osmia,cara,Ceanothus integerrimus 
2,0,Megachilidae,Osmia,cara,Chamaebatia foliolosa 
2,0,Megachilidae,Osmia,cara,Cirsium occidentale 
2,0,Megachilidae,Osmia,cara,Collinsia heterophylla 
17,29,Megachilidae,Osmia,cara,Eriodictyon californicum 
1,1,Megachilidae,Osmia,cara,Gilia capitata 
3,0,Megachilidae,Osmia,cara,Iris missouriensis 
0,1,Megachilidae,Osmia,cara,Lathyrus laetiflorus 
1,5,Megachilidae,Osmia,cara,Lathyrus latifolius 
1,0,Megachilidae,Osmia,cara,Lathyrus nevadensis 
1,0,Megachilidae,Osmia,cara,Limnanthes alba ssp.versicolor 
1,0,Megachilidae,Osmia,cara,Lotus crassifolius var.crassifolius
1,1,Megachilidae,Osmia,cara,Lotus nevadensis 
0,1,Megachilidae,Osmia,cara,Lotus oblongifolius var.oblongifolius
2,0,Megachilidae,Osmia,cara,Lotus strigosus 
2,1,Megachilidae,Osmia,cara,Lupinus albifrons var.albifrons
0,1,Megachilidae,Osmia,cara,Lupinus grayi 
0,1,Megachilidae,Osmia,cara,Lupinus microcarpus var.densiflorus 
1,0,Megachilidae,Osmia,cara,Lupinus nanus 
0,2,Megachilidae,Osmia,cara,Lupinus sp. 
0,2,Megachilidae,Osmia,cara,Lupinus stiversii 
1,0,Megachilidae,Osmia,cara,Madia elegans ssp.vernalis 
0,1,Megachilidae,Osmia,cara,Mimulus filicaulis 
2,4,Megachilidae,Osmia,cara,Mimulus guttatus 
0,1,Megachilidae,Osmia,cara,Mimulus kelloggii 
0,1,Megachilidae,Osmia,cara,Monardella odoratissima ssp.pallida 
0,1,Megachilidae,Osmia,cara,Nemophila pedunculata 
236,63,Megachilidae,Osmia,cara,NA
1,2,Megachilidae,Osmia,cara,Penstemon laetus 
0,1,Megachilidae,Osmia,cara,Penstemon sp.
0,1,Megachilidae,Osmia,cara,Phacelia cicutaria var.cicutaria
0,0,Megachilidae,Osmia,cara,Phacelia humilis 
1,0,Megachilidae,Osmia,cara,Phacelia quickii 
1,0,Megachilidae,Osmia,cara,Polygonum bistortoides 
1,0,Megachilidae,Osmia,cara,Sedum lanceolatum 
1,0,Megachilidae,Osmia,cara,Sedum obtusatum 
2,0,Megachilidae,Osmia,cara,Senecio sp. 
0,2,Megachilidae,Osmia,cara,Stachys albens 
1,0,Megachilidae,Osmia,cara,Streptanthus diversifolius 
11,2,Megachilidae,Osmia,cara,Streptanthus tortuosus 
1,0,Megachilidae,Osmia,cara,Streptanthus tortuosus var.orbiculatus 
5,1,Megachilidae,Osmia,cara,Streptanthus tortuosus var.tortuosus
0,1,Megachilidae,Osmia,cara,Trifolium albopurpureum 
6,17,Megachilidae,Osmia,cara,Trifolium willdenovii 
2,1,Megachilidae,Osmia,cara,Triteleia ixioides ssp.anilina 
10,0,Megachilidae,Osmia,claremontensis,NA
0,1,Megachilidae,Osmia,clarescens,Brassica nigra 
1,0,Megachilidae,Osmia,clarescens,Clarkia williamsonii 
0,1,Megachilidae,Osmia,cobaltina,Calyptridium monospermum 
0,3,Megachilidae,Osmia,cobaltina,Collinsia torreyi var.torreyi
3,8,Megachilidae,Osmia,cobaltina,NA
1,0,Megachilidae,Osmia,cobaltina,Streptanthus tortuosus 
0,2,Megachilidae,Osmia,cobaltina,Streptanthus tortuosus var.tortuosus
0,4,Megachilidae,Osmia,cockerelli,Eriodictyon californicum 
0,5,Megachilidae,Osmia,cockerelli,NA
1,0,Megachilidae,Osmia,coloradensis,Allium obtusum var.obtusum
5,0,Megachilidae,Osmia,coloradensis,Amelanchier utahensis 
1,0,Megachilidae,Osmia,coloradensis,Arctostaphylos sp. 
2,0,Megachilidae,Osmia,coloradensis,Arctostaphylos viscida 
2,0,Megachilidae,Osmia,coloradensis,Arnica cordifolia 
1,4,Megachilidae,Osmia,coloradensis,Aster sp. 
0,1,Megachilidae,Osmia,coloradensis,Barbarea orthoceras 
2,0,Megachilidae,Osmia,coloradensis,Calyptridium umbellatum 
4,1,Megachilidae,Osmia,coloradensis,Chamaebatia foliolosa 
0,1,Megachilidae,Osmia,coloradensis,Cirsium andersonii 
0,3,Megachilidae,Osmia,coloradensis,Cirsium sp. 
1,0,Megachilidae,Osmia,coloradensis,Cornus sericea ssp.occidentalis 
1,0,Megachilidae,Osmia,coloradensis,Cryptantha sp. 
0,1,Megachilidae,Osmia,coloradensis,Erigeron elmeri 
0,1,Megachilidae,Osmia,coloradensis,Erigeron foliosus var.hartwegii 
0,2,Megachilidae,Osmia,coloradensis,Eriophyllum lanatum var.grandiflorum 
2,3,Megachilidae,Osmia,coloradensis,Eriophyllum lanatum var.integrifolium 
0,1,Megachilidae,Osmia,coloradensis,Fragaria virginiana 
0,1,Megachilidae,Osmia,coloradensis,Gaillardia pulchella 
2,0,Megachilidae,Osmia,coloradensis,Geranium richardsonii 
2,3,Megachilidae,Osmia,coloradensis,Gilia capitata 
1,0,Megachilidae,Osmia,coloradensis,Hackelia nervosa 
0,1,Megachilidae,Osmia,coloradensis,Hackelia velutina 
0,1,Megachilidae,Osmia,coloradensis,Hazardia whitneyi 
0,1,Megachilidae,Osmia,coloradensis,Hypochaeris glabra 
0,1,Megachilidae,Osmia,coloradensis,Hypochaeris radicata 
1,0,Megachilidae,Osmia,coloradensis,Limnanthes montana 
2,0,Megachilidae,Osmia,coloradensis,Lithophragma affine 
1,0,Megachilidae,Osmia,coloradensis,Lithophragma bolanderi 
0,2,Megachilidae,Osmia,coloradensis,Madia elegans 
1,0,Megachilidae,Osmia,coloradensis,Madia elegans ssp.vernalis 
0,1,Megachilidae,Osmia,coloradensis,Microseris nutans 
7,2,Megachilidae,Osmia,coloradensis,Nemophila heterophylla 
2,0,Megachilidae,Osmia,coloradensis,Nemophila maculata 
2,0,Megachilidae,Osmia,coloradensis,Nemophila pedunculata 
47,44,Megachilidae,Osmia,coloradensis,NA
1,0,Megachilidae,Osmia,coloradensis,Potentilla glandulosa ssp.nevadensis 
0,1,Megachilidae,Osmia,coloradensis,Raillardella scaposa 
4,0,Megachilidae,Osmia,coloradensis,Ranunculus orthorhynchus var.orthorhynchus
2,0,Megachilidae,Osmia,coloradensis,Ranunculus sp. 
1,0,Megachilidae,Osmia,coloradensis,Ribes nevadense 
11,28,Megachilidae,Osmia,coloradensis,Senecio aronicoides 
1,2,Megachilidae,Osmia,coloradensis,Senecio canus 
1,2,Megachilidae,Osmia,coloradensis,Senecio integerrimus 
0,1,Megachilidae,Osmia,coloradensis,Senecio integerrimus var.major 
4,16,Megachilidae,Osmia,coloradensis,Senecio scorzonella 
0,4,Megachilidae,Osmia,coloradensis,Senecio scorzonella ?
0,2,Megachilidae,Osmia,coloradensis,Senecio serra var.serra
5,12,Megachilidae,Osmia,coloradensis,Senecio sp. 
0,5,Megachilidae,Osmia,coloradensis,Senecio triangularis 
0,1,Megachilidae,Osmia,coloradensis,Sisymbrium altissimum 
0,2,Megachilidae,Osmia,coloradensis,Solidago multiradiata 
1,0,Megachilidae,Osmia,coloradensis,Stellaria nitens ?
0,1,Megachilidae,Osmia,cyanella,Amsinckia menziesii 
4,0,Megachilidae,Osmia,cyanella,Arctostaphylos viscida 
1,0,Megachilidae,Osmia,cyanella,Asclepias cordifolia 
0,1,Megachilidae,Osmia,cyanella,Brassica nigra 
1,0,Megachilidae,Osmia,cyanella,Calandrinia ciliata 
1,0,Megachilidae,Osmia,cyanella,Calyptridium monospermum 
1,0,Megachilidae,Osmia,cyanella,Ceanothus fresnensis 
2,0,Megachilidae,Osmia,cyanella,Ceanothus integerrimus 
1,0,Megachilidae,Osmia,cyanella,Chaenactis glabriuscula var.megacephala 
9,6,Megachilidae,Osmia,cyanella,Chamaebatia foliolosa 
1,0,Megachilidae,Osmia,cyanella,Cirsium occidentale 
1,0,Megachilidae,Osmia,cyanella,Cirsium occidentale var.californicum 
1,6,Megachilidae,Osmia,cyanella,Collinsia heterophylla 
1,5,Megachilidae,Osmia,cyanella,Collinsia tinctoria 
0,6,Megachilidae,Osmia,cyanella,Collinsia torreyi var.torreyi
1,1,Megachilidae,Osmia,cyanella,Cornus sericea ssp.occidentalis 
6,0,Megachilidae,Osmia,cyanella,Cryptantha flaccida 
1,0,Megachilidae,Osmia,cyanella,Cynoglossum grande 
5,2,Megachilidae,Osmia,cyanella,Eriodictyon californicum 
0,1,Megachilidae,Osmia,cyanella,Eriophyllum lanatum var.croceum 
0,1,Megachilidae,Osmia,cyanella,Gayophytum diffusum ssp.parviflorum 
5,1,Megachilidae,Osmia,cyanella,Gilia capitata 
1,0,Megachilidae,Osmia,cyanella,Gilia tricolor 
2,0,Megachilidae,Osmia,cyanella,Gilia tricolor ssp.tricolor
1,0,Megachilidae,Osmia,cyanella,Horkelia tridentata 
5,1,Megachilidae,Osmia,cyanella,Iris missouriensis 
1,3,Megachilidae,Osmia,cyanella,Keckiella breviflora 
0,1,Megachilidae,Osmia,cyanella,Lathyrus sulphureus 
5,0,Megachilidae,Osmia,cyanella,Limnanthes alba 
1,2,Megachilidae,Osmia,cyanella,Limnanthes montana 
1,0,Megachilidae,Osmia,cyanella,Lithophragma affine 
2,0,Megachilidae,Osmia,cyanella,Lithophragma heterophyllum 
1,3,Megachilidae,Osmia,cyanella,Lotus argophyllus var.fremontii 
0,1,Megachilidae,Osmia,cyanella,Lotus crassifolius var.crassifolius
0,5,Megachilidae,Osmia,cyanella,Lotus nevadensis 
0,1,Megachilidae,Osmia,cyanella,Lotus purshianus 
0,1,Megachilidae,Osmia,cyanella,Lupinus albicaulis 
0,1,Megachilidae,Osmia,cyanella,Lupinus argenteus var.meionanthus 
1,0,Megachilidae,Osmia,cyanella,Lupinus lepidus 
3,2,Megachilidae,Osmia,cyanella,Lupinus nanus 
0,2,Megachilidae,Osmia,cyanella,Lupinus sp. 
0,1,Megachilidae,Osmia,cyanella,Madia yosemitana 
5,2,Megachilidae,Osmia,cyanella,Mimulus guttatus 
1,0,Megachilidae,Osmia,cyanella,Mimulus pulchellus 
1,1,Megachilidae,Osmia,cyanella,Monardella odoratissima ssp.pallida 
26,0,Megachilidae,Osmia,cyanella,Nemophila heterophylla 
1,0,Megachilidae,Osmia,cyanella,Nemophila menziesii 
2,0,Megachilidae,Osmia,cyanella,Nemophila menziesii var.menziesii
6,0,Megachilidae,Osmia,cyanella,Nemophila pedunculata 
