Males,Females,Family,Genus,Species,PlantGenusSpecies
0,6,Apidae,Apis,mellifera,Clarkia unguiculata 
0,3,Apidae,Apis,mellifera,Clarkia williamsonii 
0,4,Apidae,Apis,mellifera,Claytonia parviflora 
0,1,Apidae,Apis,mellifera,Cornus sericea ssp.occidentalis 
0,3,Apidae,Apis,mellifera,Epilobium anagallidifolium 
0,7,Apidae,Apis,mellifera,Eremocarpus setigerus 
0,1,Apidae,Apis,mellifera,Erigeron peregrinus ssp.callianthemus 
0,6,Apidae,Apis,mellifera,Eriodictyon californicum 
0,1,Apidae,Apis,mellifera,Eriophyllum confertiflorum var.confertiflorum
0,4,Apidae,Apis,mellifera,Erodium cicutarium 
0,16,Apidae,Apis,mellifera,Geranium carolinianum 
0,16,Apidae,Apis,mellifera,Gilia capitata 
0,1,Apidae,Apis,mellifera,Gilia capitata ssp.mediomontana 
0,1,Apidae,Apis,mellifera,Gilia tricolor 
0,6,Apidae,Apis,mellifera,Grindelia camporum var.camporum
0,1,Apidae,Apis,mellifera,Hackelia mundula 
0,9,Apidae,Apis,mellifera,Hackelia velutina 
0,3,Apidae,Apis,mellifera,Helenium bigelovii 
0,1,Apidae,Apis,mellifera,Helianthus annuus 
0,1,Apidae,Apis,mellifera,Helianthus sp. 
0,3,Apidae,Apis,mellifera,Horkelia fusca ssp.parviflora 
0,6,Apidae,Apis,mellifera,Ivesia santolinoides 
0,2,Apidae,Apis,mellifera,Lathyrus latifolius 
0,1,Apidae,Apis,mellifera,Lessingia leptoclada 
0,6,Apidae,Apis,mellifera,Limnanthes alba 
0,7,Apidae,Apis,mellifera,Limnanthes alba ssp.versicolor 
0,1,Apidae,Apis,mellifera,Limnanthes montana 
0,1,Apidae,Apis,mellifera,Lotus argophyllus var.fremontii 
0,2,Apidae,Apis,mellifera,Lotus crassifolius 
0,3,Apidae,Apis,mellifera,Lotus crassifolius var.crassifolius
0,3,Apidae,Apis,mellifera,Lotus nevadensis 
0,1,Apidae,Apis,mellifera,Lupinus albicaulis 
0,3,Apidae,Apis,mellifera,Lupinus albifrons var.albifrons
0,1,Apidae,Apis,mellifera,Lupinus argenteus var.meionanthus 
0,2,Apidae,Apis,mellifera,Lupinus benthamii 
0,1,Apidae,Apis,mellifera,Lupinus bicolor 
0,1,Apidae,Apis,mellifera,Lupinus breweri var.breweri
0,2,Apidae,Apis,mellifera,Lupinus grayi 
0,2,Apidae,Apis,mellifera,Lupinus latifolius var.columbianus 
0,1,Apidae,Apis,mellifera,Lupinus lepidus var.confertus 
0,7,Apidae,Apis,mellifera,Lupinus nanus 
0,3,Apidae,Apis,mellifera,Lupinus sp. 
0,1,Apidae,Apis,mellifera,Madia elegans 
0,2,Apidae,Apis,mellifera,Malus sp. 
0,1,Apidae,Apis,mellifera,Mentha arvensis 
0,1,Apidae,Apis,mellifera,Mimulus guttatus 
0,1,Apidae,Apis,mellifera,Mimulus sp. 
0,1,Apidae,Apis,mellifera,Minuartia californica 
0,5,Apidae,Apis,mellifera,Monardella sheltonii 
0,1,Apidae,Apis,mellifera,Monardella sp. 
0,2,Apidae,Apis,mellifera,Nemophila menziesii 
0,5,Apidae,Apis,mellifera,Nemophila menziesii var.menziesii
0,104,Apidae,Apis,mellifera,NA
0,2,Apidae,Apis,mellifera,Penstemon rydbergii var.oreocharis 
0,6,Apidae,Apis,mellifera,Pholistoma auritum 
0,3,Apidae,Apis,mellifera,Pholistoma auritum var.auritum
0,1,Apidae,Apis,mellifera,Plagiobothrys nothofulvus 
0,11,Apidae,Apis,mellifera,Polygonum bistortoides 
0,1,Apidae,Apis,mellifera,Potentilla glandulosa ssp.nevadensis 
0,2,Apidae,Apis,mellifera,Potentilla gracilis 
0,4,Apidae,Apis,mellifera,Potentilla gracilis var.fastigiata 
0,3,Apidae,Apis,mellifera,Quercus sp. 
0,1,Apidae,Apis,mellifera,Rhamnus ilicifolia 
0,16,Apidae,Apis,mellifera,Rhamnus rubra 
0,13,Apidae,Apis,mellifera,Rhamnus sp. 
0,1,Apidae,Apis,mellifera,Ribes nevadense 
0,3,Apidae,Apis,mellifera,Rubus leucodermis 
0,1,Apidae,Apis,mellifera,Salix sp. 
0,3,Apidae,Apis,mellifera,Sedum lanceolatum 
0,1,Apidae,Apis,mellifera,Sedum obtusatum 
0,5,Apidae,Apis,mellifera,Senecio scorzonella 
0,2,Apidae,Apis,mellifera,Senecio sp. 
0,21,Apidae,Apis,mellifera,Sisymbrium officinale 
0,19,Apidae,Apis,mellifera,Solidago canadensis 
0,37,Apidae,Apis,mellifera,Solidago canadensis ssp.elongata 
0,42,Apidae,Apis,mellifera,Solidago multiradiata 
0,10,Apidae,Apis,mellifera,Sphenosciadium capitellatum 
0,19,Apidae,Apis,mellifera,Stachys albens 
0,1,Apidae,Apis,mellifera,Streptanthus diversifolius 
0,11,Apidae,Apis,mellifera,Streptanthus tortuosus 
0,4,Apidae,Apis,mellifera,Streptanthus tortuosus var.orbiculatus 
0,2,Apidae,Apis,mellifera,Streptanthus tortuosus var.tortuosus
0,1,Apidae,Apis,mellifera,Thysanocarpus curvipes 
0,2,Apidae,Apis,mellifera,Toxicodendron diversilobum 
0,1,Apidae,Apis,mellifera,Trifolium albopurpureum 
0,1,Apidae,Apis,mellifera,Trifolium pratense 
0,1,Apidae,Apis,mellifera,Trifolium repens 
0,3,Apidae,Apis,mellifera,Trifolium sp. 
0,1,Apidae,Apis,mellifera,Trifolium variegatum 
0,1,Apidae,Apis,mellifera,Trifolium willdenovii 
0,1,Apidae,Apis,mellifera,Triteleia ixioides ssp.anilina 
0,2,Apidae,Apis,mellifera,Vicia americana 
0,1,Apidae,Apis,mellifera,Viola purpurea ssp.quercetorum 
0,3,Apidae,Bombus,balteatus,Castilleja nana 
0,3,Apidae,Bombus,balteatus,Castilleja parviflora 
0,2,Apidae,Bombus,balteatus,Ceanothus diversifolius 
1,0,Apidae,Bombus,balteatus,Gentianopsis holopetala 
1,0,Apidae,Bombus,balteatus,Monardella glauca 
0,1,Apidae,Bombus,balteatus,Monardella odoratissima ssp.pallida 
3,8,Apidae,Bombus,balteatus,NA
0,1,Apidae,Bombus,balteatus,Penstemon heterodoxus 
0,6,Apidae,Bombus,balteatus,Penstemon heterodoxus var.heterodoxus
0,1,Apidae,Bombus,balteatus,Senecio scorzonella 
0,1,Apidae,Bombus,bifarius,Achillea millefolium 
0,1,Apidae,Bombus,bifarius,Agoseris glauca var.laciniata 
7,9,Apidae,Bombus,bifarius,Allium validum 
0,1,Apidae,Bombus,bifarius,Amelanchier utahensis 
0,1,Apidae,Bombus,bifarius,Antennaria media 
0,1,Apidae,Bombus,bifarius,Arctostaphylos patula 
0,1,Apidae,Bombus,bifarius,Arctostaphylos viscida 
0,1,Apidae,Bombus,bifarius,Arenaria aculeata 
0,5,Apidae,Bombus,bifarius,Arenaria kingii var.glabrescens 
0,1,Apidae,Bombus,bifarius,Aster alpigenus 
6,19,Apidae,Bombus,bifarius,Aster occidentalis 
10,19,Apidae,Bombus,bifarius,Aster occidentalis var.yosemitanus 
0,4,Apidae,Bombus,bifarius,Calyptridium monospermum 
0,6,Apidae,Bombus,bifarius,Calyptridium umbellatum 
0,7,Apidae,Bombus,bifarius,Calyptridium umbellatum var.caudiciferum 
2,0,Apidae,Bombus,bifarius,Chamaebatia foliolosa 
0,1,Apidae,Bombus,bifarius,Delphinium nuttallianum 
0,3,Apidae,Bombus,bifarius,Dodecatheon alpinum 
1,0,Apidae,Bombus,bifarius,Epilobium angustifolium ssp.circumvagum 
12,26,Apidae,Bombus,bifarius,Ericameria bloomeri 
0,1,Apidae,Bombus,bifarius,Erigeron algidus 
1,1,Apidae,Bombus,bifarius,Erigeron foliosus 
0,1,Apidae,Bombus,bifarius,Erigeron foliosus var.hartwegii 
0,2,Apidae,Bombus,bifarius,Erigeron peregrinus 
0,2,Apidae,Bombus,bifarius,Eriodictyon californicum 
0,5,Apidae,Bombus,bifarius,Eriogonum incanum 
2,0,Apidae,Bombus,bifarius,Eriogonum nudum 
1,0,Apidae,Bombus,bifarius,Eriogonum nudum var.deductum 
1,4,Apidae,Bombus,bifarius,Eriogonum nudum var.nudum
0,1,Apidae,Bombus,bifarius,Gayophytum racemosum 
1,0,Apidae,Bombus,bifarius,Gnaphalium stramineum 
0,3,Apidae,Bombus,bifarius,Hackelia velutina 
1,0,Apidae,Bombus,bifarius,Hazardia whitneyi 
0,1,Apidae,Bombus,bifarius,Helenium bigelovii 
0,1,Apidae,Bombus,bifarius,Horkelia fusca ssp.parviflora 
0,1,Apidae,Bombus,bifarius,Horkelia tridentata 
0,1,Apidae,Bombus,bifarius,Limnanthes alba ssp.versicolor 
0,1,Apidae,Bombus,bifarius,Lotus oblongifolius var.oblongifolius
1,20,Apidae,Bombus,bifarius,Lupinus bicolor 
0,1,Apidae,Bombus,bifarius,Lupinus breweri var.breweri
0,9,Apidae,Bombus,bifarius,Lupinus covillei 
0,1,Apidae,Bombus,bifarius,Lupinus grayi 
0,1,Apidae,Bombus,bifarius,Lupinus lepidus 
0,7,Apidae,Bombus,bifarius,Lupinus lepidus var.confertus 
0,28,Apidae,Bombus,bifarius,Lupinus lepidus var.lobbii 
0,4,Apidae,Bombus,bifarius,Lupinus lepidus var.ramosus 
0,1,Apidae,Bombus,bifarius,Lupinus lepidus var.sellulus 
0,12,Apidae,Bombus,bifarius,Lupinus sp. 
0,2,Apidae,Bombus,bifarius,Monardella glauca 
0,7,Apidae,Bombus,bifarius,Monardella odoratissima ssp.pallida 
0,1,Apidae,Bombus,bifarius,Monardella sheltonii 
16,158,Apidae,Bombus,bifarius,NA
0,1,Apidae,Bombus,bifarius,Pedicularis attollens 
0,3,Apidae,Bombus,bifarius,Penstemon heterodoxus 
0,5,Apidae,Bombus,bifarius,Penstemon heterodoxus var.heterodoxus
0,1,Apidae,Bombus,bifarius,Penstemon newberryi 
0,1,Apidae,Bombus,bifarius,Penstemon sp.
0,2,Apidae,Bombus,bifarius,Phacelia hastata ssp.compacta 
0,6,Apidae,Bombus,bifarius,Phyllodoce breweri 
0,1,Apidae,Bombus,bifarius,Phyllodoce sp. 
0,1,Apidae,Bombus,bifarius,Polygonum bistortoides 
0,7,Apidae,Bombus,bifarius,Pyrrocoma apargioides 
0,2,Apidae,Bombus,bifarius,Raillardella argentea 
0,4,Apidae,Bombus,bifarius,Raillardella scaposa 
0,1,Apidae,Bombus,bifarius,Ranunculus sp. 
0,1,Apidae,Bombus,bifarius,Ribes lasianthum 
0,1,Apidae,Bombus,bifarius,Ribes roezlii var.roezlii
0,1,Apidae,Bombus,bifarius,Sambucus melanocarpa 
0,1,Apidae,Bombus,bifarius,Sedum lanceolatum 
0,2,Apidae,Bombus,bifarius,Sedum sp. 
4,0,Apidae,Bombus,bifarius,Senecio clarkianus 
35,105,Apidae,Bombus,bifarius,Senecio scorzonella 
8,8,Apidae,Bombus,bifarius,Senecio sp. 
0,3,Apidae,Bombus,bifarius,Senecio streptanthifolius 
0,2,Apidae,Bombus,bifarius,Senecio triangularis 
0,8,Apidae,Bombus,bifarius,Solidago multiradiata 
0,7,Apidae,Bombus,bifarius,Sphenosciadium capitellatum 
0,2,Apidae,Bombus,bifarius,Streptanthus tortuosus 
0,4,Apidae,Bombus,bifarius,Streptanthus tortuosus var.orbiculatus 
0,3,Apidae,Bombus,bifarius,Streptanthus tortuosus var.tortuosus
0,3,Apidae,Bombus,bifarius,Vaccinium caespitosum 
0,1,Apidae,Bombus,bifarius,Viola pinetorum 
1,0,Apidae,Bombus,bifarius,Wyethia mollis 
1,0,Apidae,Bombus,californicus,Achillea millefolium 
2,0,Apidae,Bombus,californicus,Agastache urticifolia 
2,0,Apidae,Bombus,californicus,Aster occidentalis 
1,0,Apidae,Bombus,californicus,Calystegia malacophylla 
0,1,Apidae,Bombus,californicus,Cirsium occidentale 
0,1,Apidae,Bombus,californicus,Clarkia australis 
0,1,Apidae,Bombus,californicus,Collinsia heterophylla 
1,0,Apidae,Bombus,californicus,Iris hartwegii 
1,1,Apidae,Bombus,californicus,Iris missouriensis 
1,0,Apidae,Bombus,californicus,Iris sp. 
3,0,Apidae,Bombus,californicus,Lathyrus lanszwertii ssp.aridus 
2,0,Apidae,Bombus,californicus,Lotus crassifolius var.crassifolius
1,0,Apidae,Bombus,californicus,Lupinus albicaulis 
0,1,Apidae,Bombus,californicus,Monardella sheltonii 
14,16,Apidae,Bombus,californicus,NA
1,1,Apidae,Bombus,californicus,Penstemon laetus 
1,0,Apidae,Bombus,californicus,Penstemon sp.
3,0,Apidae,Bombus,californicus,Stachys albens 
0,1,Apidae,Bombus,californicus,Trifolium obtusiflorum 
0,2,Apidae,Bombus,californicus,Trifolium sp. 
0,1,Apidae,Bombus,californicus,Vicia americana 
1,0,Apidae,Bombus,centralis,Aster alpigenus ssp.andersonii 
0,1,Apidae,Bombus,centralis,Lupinus covillei 
0,1,Apidae,Bombus,centralis,Lupinus sp. 
2,1,Apidae,Bombus,centralis,Monardella glauca 
11,4,Apidae,Bombus,centralis,NA
0,8,Apidae,Bombus,centralis,Penstemon heterodoxus var.heterodoxus
0,1,Apidae,Bombus,centralis,Phacelia hastata ssp.compacta 
14,0,Apidae,Bombus,centralis,Senecio scorzonella 
1,0,Apidae,Bombus,centralis,Solidago multiradiata 
0,2,Apidae,Bombus,crotchii,NA
1,0,Apidae,Bombus,fernaldae,Achillea millefolium 
4,0,Apidae,Bombus,fernaldae,Chamaebatia foliolosa 
0,1,Apidae,Bombus,fernaldae,Iris missouriensis 
4,0,Apidae,Bombus,fernaldae,NA
1,0,Apidae,Bombus,fernaldae,Potentilla glandulosa 
1,0,Apidae,Bombus,fernaldae,Rhododendron occidentale 
1,0,Apidae,Bombus,fernaldae,Rubus leucodermis 
3,1,Apidae,Bombus,fernaldae,Senecio scorzonella 
2,0,Apidae,Bombus,fernaldae,Senecio triangularis 
1,0,Apidae,Bombus,fernaldae,Wyethia angustifolia 
0,1,Apidae,Bombus,flavifrons,Allium validum 
0,2,Apidae,Bombus,flavifrons,Brodiaea elegans 
0,1,Apidae,Bombus,flavifrons,Castilleja applegatei ssp.pallida 
0,1,Apidae,Bombus,flavifrons,Castilleja densiflora 
0,1,Apidae,Bombus,flavifrons,Castilleja sp. 
0,1,Apidae,Bombus,flavifrons,Delphinium glaucum 
0,3,Apidae,Bombus,flavifrons,Delphinium nuttallianum 
0,1,Apidae,Bombus,flavifrons,Erigeron peregrinus var. hirsutus
0,1,Apidae,Bombus,flavifrons,Eriogonum umbellatum var.covillei 
0,2,Apidae,Bombus,flavifrons,Gentiana newberryi var.tiogana 
0,4,Apidae,Bombus,flavifrons,Gentianopsis holopetala 
0,1,Apidae,Bombus,flavifrons,Lupinus lepidus var.lobbii 
0,1,Apidae,Bombus,flavifrons,Lupinus polyphyllus var.burkei 
0,1,Apidae,Bombus,flavifrons,Lupinus sp. 
0,1,Apidae,Bombus,flavifrons,Mertensia ciliata 
0,31,Apidae,Bombus,flavifrons,NA
0,2,Apidae,Bombus,flavifrons,Pedicularis attollens 
0,2,Apidae,Bombus,flavifrons,Penstemon heterodoxus 
1,9,Apidae,Bombus,flavifrons,Penstemon heterodoxus var.heterodoxus
0,1,Apidae,Bombus,flavifrons,Penstemon newberryi 
0,1,Apidae,Bombus,flavifrons,Penstemon rydbergii var.oreocharis 
0,2,Apidae,Bombus,flavifrons,Phacelia hastata ssp.compacta 
0,1,Apidae,Bombus,flavifrons,Pyrrocoma apargioides 
0,1,Apidae,Bombus,flavifrons,Ribes lasianthum 
2,0,Apidae,Bombus,flavifrons,Rubus discolor 
0,2,Apidae,Bombus,flavifrons,Senecio scorzonella 
0,2,Apidae,Bombus,flavifrons,Senecio serra var.serra
0,1,Apidae,Bombus,flavifrons,Senecio sp. 
1,0,Apidae,Bombus,flavifrons,Streptanthus tortuosus var.orbiculatus 
11,1,Apidae,Bombus,insularis,Achillea millefolium 
1,0,Apidae,Bombus,insularis,Allium obtusum var.obtusum
12,0,Apidae,Bombus,insularis,Allium validum 
3,0,Apidae,Bombus,insularis,Amelanchier utahensis 
0,1,Apidae,Bombus,insularis,Arctostaphylos nevadensis 
0,1,Apidae,Bombus,insularis,Arctostaphylos patula 
0,1,Apidae,Bombus,insularis,Arctostaphylos sp. 
1,2,Apidae,Bombus,insularis,Arctostaphylos viscida 
1,0,Apidae,Bombus,insularis,Arnica cordifolia 
5,0,Apidae,Bombus,insularis,Asclepias cordifolia 
3,0,Apidae,Bombus,insularis,Asclepias fascicularis 
2,0,Apidae,Bombus,insularis,Asclepias speciosa 
11,0,Apidae,Bombus,insularis,Aster occidentalis 
2,0,Apidae,Bombus,insularis,Aster occidentalis var.yosemitanus 
3,0,Apidae,Bombus,insularis,Calyptridium monospermum 
2,0,Apidae,Bombus,insularis,Calyptridium sp. 
0,1,Apidae,Bombus,insularis,Castilleja attenuata 
7,0,Apidae,Bombus,insularis,Chamaebatia foliolosa 
0,1,Apidae,Bombus,insularis,Cornus sericea ssp.occidentalis 
1,0,Apidae,Bombus,insularis,Cuscuta subinclusa 
0,1,Apidae,Bombus,insularis,Dichelostemma sp. 
3,0,Apidae,Bombus,insularis,Ericameria bloomeri 
14,0,Apidae,Bombus,insularis,Erigeron foliosus 
8,0,Apidae,Bombus,insularis,Erigeron foliosus var.hartwegii 
5,0,Apidae,Bombus,insularis,Erigeron peregrinus 
0,1,Apidae,Bombus,insularis,Eriodictyon californicum 
1,0,Apidae,Bombus,insularis,Eriophyllum lanatum var.integrifolium 
2,2,Apidae,Bombus,insularis,Gilia capitata 
1,0,Apidae,Bombus,insularis,Hackelia velutina 
1,1,Apidae,Bombus,insularis,Helenium bigelovii 
2,0,Apidae,Bombus,insularis,Horkelia fusca ssp.parviflora 
1,0,Apidae,Bombus,insularis,Horkelia tridentata 
1,3,Apidae,Bombus,insularis,Iris missouriensis 
1,0,Apidae,Bombus,insularis,Lathyrus lanszwertii ssp.aridus 
2,3,Apidae,Bombus,insularis,Lotus crassifolius var.crassifolius
2,0,Apidae,Bombus,insularis,Lotus nevadensis 
4,0,Apidae,Bombus,insularis,Lotus nevadensis var.nevadensis
3,0,Apidae,Bombus,insularis,Lupinus bicolor 
4,0,Apidae,Bombus,insularis,Lupinus lepidus var.lobbii 
2,0,Apidae,Bombus,insularis,Monardella lanceolata 
5,0,Apidae,Bombus,insularis,Monardella odoratissima ssp.pallida 
2,0,Apidae,Bombus,insularis,Monardella sheltonii 
0,1,Apidae,Bombus,insularis,Nemophila heterophylla 
110,77,Apidae,Bombus,insularis,NA
3,0,Apidae,Bombus,insularis,Penstemon rydbergii var.oreocharis 
1,0,Apidae,Bombus,insularis,Phacelia hastata ssp.compacta 
9,0,Apidae,Bombus,insularis,Polygonum bistortoides 
4,0,Apidae,Bombus,insularis,Potentilla gracilis 
1,0,Apidae,Bombus,insularis,Potentilla gracilis var.fastigiata 
3,0,Apidae,Bombus,insularis,Ranunculus orthorhynchus var.orthorhynchus
1,0,Apidae,Bombus,insularis,Rhamnus rubra 
0,1,Apidae,Bombus,insularis,Ribes roezlii var.roezlii
2,0,Apidae,Bombus,insularis,Rudbeckia hirta 
1,0,Apidae,Bombus,insularis,Rudbeckia hirta var.pulcherrima 
6,1,Apidae,Bombus,insularis,Senecio aronicoides 
5,2,Apidae,Bombus,insularis,Senecio scorzonella 
2,0,Apidae,Bombus,insularis,Senecio sp. 
2,0,Apidae,Bombus,insularis,Senecio triangularis 
1,0,Apidae,Bombus,insularis,Solidago californica 
2,0,Apidae,Bombus,insularis,Solidago canadensis 
29,1,Apidae,Bombus,insularis,Solidago canadensis ssp.elongata 
7,0,Apidae,Bombus,insularis,Stachys albens 
1,0,Apidae,Bombus,insularis,Streptanthus tortuosus 
1,0,Apidae,Bombus,insularis,Streptanthus tortuosus var.orbiculatus 
3,0,Apidae,Bombus,insularis,Trifolium longipes var.nevadense 
1,0,Apidae,Bombus,insularis,Trifolium obtusiflorum 
0,1,Apidae,Bombus,insularis,Trifolium pratense 
3,0,Apidae,Bombus,insularis,Trifolium repens 
0,1,Apidae,Bombus,insularis,Trifolium sp. 
0,1,Apidae,Bombus,insularis,Trifolium willdenovii 
1,0,Apidae,Bombus,insularis,Veratrum californicum var.californicum
2,0,Apidae,Bombus,insularis,Verbascum thapsus 
0,1,Apidae,Bombus,insularis,Viola adunca 
24,1,Apidae,Bombus,insularis,Wyethia angustifolia 
0,1,Apidae,Bombus,melanopygus,Allium validum 
2,2,Apidae,Bombus,melanopygus,Amelanchier utahensis 
2,5,Apidae,Bombus,melanopygus,Arctostaphylos patula 
3,12,Apidae,Bombus,melanopygus,Arctostaphylos viscida 
0,4,Apidae,Bombus,melanopygus,Arenaria kingii var.glabrescens 
1,0,Apidae,Bombus,melanopygus,Arnica cordifolia 
1,0,Apidae,Bombus,melanopygus,Arnica parryi ssp.sonnei 
0,2,Apidae,Bombus,melanopygus,Asclepias cordifolia 
1,0,Apidae,Bombus,melanopygus,Asclepias sp. 
1,0,Apidae,Bombus,melanopygus,Calochortus minimus 
0,1,Apidae,Bombus,melanopygus,Calochortus venustus 
0,1,Apidae,Bombus,melanopygus,Calyptridium monospermum 
0,1,Apidae,Bombus,melanopygus,Calyptridium sp. 
0,3,Apidae,Bombus,melanopygus,Calyptridium umbellatum 
0,2,Apidae,Bombus,melanopygus,Castilleja exserta 
1,0,Apidae,Bombus,melanopygus,Ceanothus integerrimus 
0,1,Apidae,Bombus,melanopygus,Cercis occidentalis 
3,0,Apidae,Bombus,melanopygus,Chaenactis glabriuscula 
5,8,Apidae,Bombus,melanopygus,Chamaebatia foliolosa 
0,1,Apidae,Bombus,melanopygus,Cirsium occidentale 
0,1,Apidae,Bombus,melanopygus,Cirsium occidentale var.californicum 
1,0,Apidae,Bombus,melanopygus,Cirsium vulgare 
1,1,Apidae,Bombus,melanopygus,Clarkia rhomboidea 
0,1,Apidae,Bombus,melanopygus,Claytonia perfoliata ssp. perfoliata
0,1,Apidae,Bombus,melanopygus,Cornus sericea ssp.occidentalis 
0,1,Apidae,Bombus,melanopygus,Disporum hookeri 
0,1,Apidae,Bombus,melanopygus,Dodecatheon jeffreyi 
0,1,Apidae,Bombus,melanopygus,Ericameria suffruticosa 
0,1,Apidae,Bombus,melanopygus,Erigeron peregrinus ssp.callianthemus 
10,7,Apidae,Bombus,melanopygus,Eriodictyon californicum 
0,1,Apidae,Bombus,melanopygus,Eriogonum incanum 
8,1,Apidae,Bombus,melanopygus,Gilia capitata 
0,1,Apidae,Bombus,melanopygus,Helianthus sp. 
1,0,Apidae,Bombus,melanopygus,Horkelia tridentata 
11,3,Apidae,Bombus,melanopygus,Iris missouriensis 
0,1,Apidae,Bombus,melanopygus,Keckiella breviflora 
0,2,Apidae,Bombus,melanopygus,Lathyrus latifolius 
1,1,Apidae,Bombus,melanopygus,Leucothoe davisiae 
1,0,Apidae,Bombus,melanopygus,Lithophragma affine 
0,2,Apidae,Bombus,melanopygus,Lupinus albifrons var.albifrons
0,1,Apidae,Bombus,melanopygus,Lupinus nanus 
2,2,Apidae,Bombus,melanopygus,Lupinus sp. 
0,1,Apidae,Bombus,melanopygus,Madia elegans 
0,1,Apidae,Bombus,melanopygus,Malus sp. 
0,1,Apidae,Bombus,melanopygus,Mimulus laciniatus 
0,1,Apidae,Bombus,melanopygus,Nemophila menziesii var.menziesii
24,41,Apidae,Bombus,melanopygus,NA
0,1,Apidae,Bombus,melanopygus,Penstemon heterodoxus 
0,1,Apidae,Bombus,melanopygus,Penstemon rydbergii var.oreocharis 
0,1,Apidae,Bombus,melanopygus,Phacelia sp. 
10,2,Apidae,Bombus,melanopygus,Polygonum bistortoides 
5,0,Apidae,Bombus,melanopygus,Potentilla gracilis 
1,0,Apidae,Bombus,melanopygus,Prunus virginiana ssp.demissa 
0,2,Apidae,Bombus,melanopygus,Raillardella argentea 
2,4,Apidae,Bombus,melanopygus,Rhamnus rubra 
2,0,Apidae,Bombus,melanopygus,Rhamnus sp. 
0,1,Apidae,Bombus,melanopygus,Ribes nevadense 
0,1,Apidae,Bombus,melanopygus,Ribes roezlii var.roezlii
3,0,Apidae,Bombus,melanopygus,Rubus leucodermis 
0,1,Apidae,Bombus,melanopygus,Rubus parviflorus 
2,0,Apidae,Bombus,melanopygus,Sedum lanceolatum 
2,0,Apidae,Bombus,melanopygus,Senecio aronicoides 
2,0,Apidae,Bombus,melanopygus,Senecio integerrimus 
4,4,Apidae,Bombus,melanopygus,Senecio scorzonella 
6,1,Apidae,Bombus,melanopygus,Senecio sp. 
0,1,Apidae,Bombus,melanopygus,Solidago canadensis ssp.elongata 
1,0,Apidae,Bombus,melanopygus,Sphenosciadium capitellatum 
0,2,Apidae,Bombus,melanopygus,Stachys albens 
6,0,Apidae,Bombus,melanopygus,Streptanthus tortuosus 
0,1,Apidae,Bombus,melanopygus,Streptanthus tortuosus var.tortuosus
1,0,Apidae,Bombus,melanopygus,Trifolium albopurpureum 
0,1,Apidae,Bombus,melanopygus,Trifolium gracilentum 
0,2,Apidae,Bombus,melanopygus,Trifolium willdenovii 
1,0,Apidae,Bombus,melanopygus,Triteleia ixioides ssp.scabra 
2,0,Apidae,Bombus,melanopygus,Wyethia angustifolia 
0,1,Apidae,Bombus,melanopygus,Wyethia mollis 
0,1,Apidae,Bombus,mixtus,Aconitum columbianum 
0,1,Apidae,Bombus,mixtus,Allium validum 
0,2,Apidae,Bombus,mixtus,Amelanchier utahensis 
1,0,Apidae,Bombus,mixtus,Arctostaphylos patula 
0,2,Apidae,Bombus,mixtus,Arctostaphylos viscida 
0,3,Apidae,Bombus,mixtus,Calochortus venustus 
0,6,Apidae,Bombus,mixtus,Chamaebatia foliolosa 
1,0,Apidae,Bombus,mixtus,Epilobium angustifolium ssp.circumvagum 
0,2,Apidae,Bombus,mixtus,Gilia capitata 
1,0,Apidae,Bombus,mixtus,Heracleum lanatum 
0,2,Apidae,Bombus,mixtus,Hypericum perforatum 
0,1,Apidae,Bombus,mixtus,Iris missouriensis 
0,1,Apidae,Bombus,mixtus,Lathyrus lanszwertii ssp.aridus 
0,1,Apidae,Bombus,mixtus,Lathyrus sulphureus 
0,1,Apidae,Bombus,mixtus,Limnanthes alba 
0,1,Apidae,Bombus,mixtus,Lotus crassifolius var.crassifolius
0,2,Apidae,Bombus,mixtus,Lupinus benthamii 
0,1,Apidae,Bombus,mixtus,Lupinus bicolor 
0,1,Apidae,Bombus,mixtus,Lupinus grayi 
0,1,Apidae,Bombus,mixtus,Lupinus lepidus var.sellulus 
0,1,Apidae,Bombus,mixtus,Microseris nutans 
0,1,Apidae,Bombus,mixtus,Nemophila pedunculata 
2,38,Apidae,Bombus,mixtus,NA
0,1,Apidae,Bombus,mixtus,Penstemon newberryi 
0,1,Apidae,Bombus,mixtus,Phacelia cicutaria var.cicutaria
0,1,Apidae,Bombus,mixtus,Phacelia hastata ssp.compacta 
0,3,Apidae,Bombus,mixtus,Phacelia sp. 
0,1,Apidae,Bombus,mixtus,Potentilla glandulosa ssp.reflexa 
0,1,Apidae,Bombus,mixtus,Rhamnus rubra 
0,1,Apidae,Bombus,mixtus,Rhamnus sp. 
0,1,Apidae,Bombus,mixtus,Ribes nevadense 
0,3,Apidae,Bombus,mixtus,Rubus discolor 
0,2,Apidae,Bombus,mixtus,Sedum lanceolatum 
1,0,Apidae,Bombus,mixtus,Sedum obtusatum 
0,1,Apidae,Bombus,mixtus,Sedum spathulifolium 
2,3,Apidae,Bombus,mixtus,Senecio aronicoides 
0,1,Apidae,Bombus,mixtus,Senecio sp. 
1,5,Apidae,Bombus,mixtus,Stachys albens 
0,1,Apidae,Bombus,mixtus,Trifolium sp. 
0,1,Apidae,Bombus,mixtus,Viola lobata 
1,0,Apidae,Bombus,mixtus,Wyethia mollis 
